"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia OXAPAMPA (000)",33010,1136,12010,11118,7004,1742
"Empleado (001)",4291,32,1457,1945,808,49
"Obrero (002)",6265,167,2894,1943,1048,213
"Trabajador independiente (003)",15070,36,4111,5575,4119,1229
"Empleador o patrono (004)",585,,120,208,202,55
"Trabajador familiar no remunerado (005)",5420,814,2661,1135,654,156
"Trabajador del hogar (006)",789,42,445,173,107,22
"Desocupado (008)",590,45,322,139,66,18
"Hombres (009)",24121,796,8814,7823,5222,1466
"Empleado (010)",2271,17,671,1029,513,41
"Obrero (011)",5510,140,2581,1671,922,196
"Trabajador independiente (012)",12072,16,3282,4387,3321,1066
"Empleador o patrono (013)",495,,103,176,165,51
"Trabajador familiar no remunerado (014)",3178,585,1856,435,212,90
"Trabajador del hogar (015)",170,9,109,17,30,5
"Desocupado (017)",425,29,212,108,59,17
"Mujeres (018)",8889,340,3196,3295,1782,276
"Empleado (019)",2020,15,786,916,295,8
"Obrero (020)",755,27,313,272,126,17
"Trabajador independiente (021)",2998,20,829,1188,798,163
"Empleador o patrono (022)",90,,17,32,37,4
"Trabajador familiar no remunerado (023)",2242,229,805,700,442,66
"Trabajador del hogar (024)",619,33,336,156,77,17
"Desocupado (026)",165,16,110,31,7,1
,,,,,,
"URBANA (027)",13524,252,4564,5140,3015,553
"Empleado (028)",3362,29,1128,1523,643,39
"Obrero (029)",2280,46,975,775,413,71
"Trabajador independiente (030)",5881,23,1562,2300,1632,364
"Empleador o patrono (031)",298,,66,112,101,19
"Trabajador familiar no remunerado (032)",914,127,405,229,115,38
"Trabajador del hogar (033)",473,23,255,113,68,14
"Desocupado (035)",316,4,173,88,43,8
"Hombres (036)",8966,152,3016,3245,2110,443
"Empleado (037)",1798,16,540,806,404,32
"Obrero (038)",2009,37,874,663,370,65
"Trabajador independiente (039)",4204,12,1151,1557,1185,299
"Empleador o patrono (040)",234,,56,86,75,17
"Trabajador familiar no remunerado (041)",449,83,256,64,26,20
"Trabajador del hogar (042)",62,2,39,7,12,2
"Desocupado (044)",210,2,100,62,38,8
"Mujeres (045)",4558,100,1548,1895,905,110
"Empleado (046)",1564,13,588,717,239,7
"Obrero (047)",271,9,101,112,43,6
"Trabajador independiente (048)",1677,11,411,743,447,65
"Empleador o patrono (049)",64,,10,26,26,2
"Trabajador familiar no remunerado (050)",465,44,149,165,89,18
"Trabajador del hogar (051)",411,21,216,106,56,12
"Desocupado (053)",106,2,73,26,5,
,,,,,,
"RURAL (054)",19486,884,7446,5978,3989,1189
"Empleado (055)",929,3,329,422,165,10
"Obrero (056)",3985,121,1919,1168,635,142
"Trabajador independiente (057)",9189,13,2549,3275,2487,865
"Empleador o patrono (058)",287,,54,96,101,36
"Trabajador familiar no remunerado (059)",4506,687,2256,906,539,118
"Trabajador del hogar (060)",316,19,190,60,39,8
"Desocupado (062)",274,41,149,51,23,10
"Hombres (063)",15155,644,5798,4578,3112,1023
"Empleado (064)",473,1,131,223,109,9
"Obrero (065)",3501,103,1707,1008,552,131
"Trabajador independiente (066)",7868,4,2131,2830,2136,767
"Empleador o patrono (067)",261,,47,90,90,34
"Trabajador familiar no remunerado (068)",2729,502,1600,371,186,70
"Trabajador del hogar (069)",108,7,70,10,18,3
"Desocupado (071)",215,27,112,46,21,9
"Mujeres (072)",4331,240,1648,1400,877,166
"Empleado (073)",456,2,198,199,56,1
"Obrero (074)",484,18,212,160,83,11
"Trabajador independiente (075)",1321,9,418,445,351,98
"Empleador o patrono (076)",26,,7,6,11,2
"Trabajador familiar no remunerado (077)",1777,185,656,535,353,48
"Trabajador del hogar (078)",208,12,120,50,21,5
"Desocupado (080)",59,14,37,5,2,1
