"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia SATIPO (000)",69391,7255,14232,33651,2354,10851,1048
"Conviviente (001)",29332,2189,5261,17337,1011,3246,288
"Separado(a) (002)",2856,342,638,1402,106,252,116
"Casado(a) (003)",15492,2041,2225,8777,808,1527,114
"Viudo(a) (004)",2009,88,329,1291,106,138,57
"Divorciado(a) (005)",400,57,100,180,23,35,5
"Soltero(a) (006)",19302,2538,5679,4664,300,5653,468
"Hombres (008)",53337,4087,12605,27631,2070,6871,73
"Conviviente (009)",23015,1309,4531,14956,923,1288,8
"Separado(a) (010)",1537,117,492,714,71,136,7
"Casado(a) (011)",11984,1295,1935,7344,737,668,5
"Viudo(a) (012)",1103,40,243,664,67,87,2
"Divorciado(a) (013)",309,40,92,132,19,26,
"Soltero(a) (014)",15389,1286,5312,3821,253,4666,51
"Mujeres (016)",16054,3168,1627,6020,284,3980,975
"Conviviente (017)",6317,880,730,2381,88,1958,280
"Separado(a) (018)",1319,225,146,688,35,116,109
"Casado(a) (019)",3508,746,290,1433,71,859,109
"Viudo(a) (020)",906,48,86,627,39,51,55
"Divorciado(a) (021)",91,17,8,48,4,9,5
"Soltero(a) (022)",3913,1252,367,843,47,987,417
,,,,,,,
"URBANA (024)",21076,5398,3402,9482,634,1565,595
"Conviviente (025)",7654,1534,1318,3946,237,455,164
"Separado(a) (026)",1089,257,150,534,29,51,68
"Casado(a) (027)",5794,1621,685,2872,222,323,71
"Viudo(a) (028)",557,69,81,341,21,23,22
"Divorciado(a) (029)",151,49,28,63,6,1,4
"Soltero(a) (030)",5831,1868,1140,1726,119,712,266
"Hombres (032)",13845,3091,2978,6436,490,813,37
"Conviviente (033)",5246,939,1154,2790,192,166,5
"Separado(a) (034)",447,98,114,204,13,16,2
"Casado(a) (035)",3878,1032,590,1986,183,84,3
"Viudo(a) (036)",234,33,57,125,9,9,1
"Divorciado(a) (037)",105,37,23,39,5,1,
"Soltero(a) (038)",3935,952,1040,1292,88,537,26
"Mujeres (040)",7231,2307,424,3046,144,752,558
"Conviviente (041)",2408,595,164,1156,45,289,159
"Separado(a) (042)",642,159,36,330,16,35,66
"Casado(a) (043)",1916,589,95,886,39,239,68
"Viudo(a) (044)",323,36,24,216,12,14,21
"Divorciado(a) (045)",46,12,5,24,1,,4
"Soltero(a) (046)",1896,916,100,434,31,175,240
,,,,,,,
"RURAL (048)",48315,1857,10830,24169,1720,9286,453
"Conviviente (049)",21678,655,3943,13391,774,2791,124
"Separado(a) (050)",1767,85,488,868,77,201,48
"Casado(a) (051)",9698,420,1540,5905,586,1204,43
"Viudo(a) (052)",1452,19,248,950,85,115,35
"Divorciado(a) (053)",249,8,72,117,17,34,1
"Soltero(a) (054)",13471,670,4539,2938,181,4941,202
"Hombres (056)",39492,996,9627,21195,1580,6058,36
"Conviviente (057)",17769,370,3377,12166,731,1122,3
"Separado(a) (058)",1090,19,378,510,58,120,5
"Casado(a) (059)",8106,263,1345,5358,554,584,2
"Viudo(a) (060)",869,7,186,539,58,78,1
"Divorciado(a) (061)",204,3,69,93,14,25,
"Soltero(a) (062)",11454,334,4272,2529,165,4129,25
"Mujeres (064)",8823,861,1203,2974,140,3228,417
"Conviviente (065)",3909,285,566,1225,43,1669,121
"Separado(a) (066)",677,66,110,358,19,81,43
"Casado(a) (067)",1592,157,195,547,32,620,41
"Viudo(a) (068)",583,12,62,411,27,37,34
"Divorciado(a) (069)",45,5,3,24,3,9,1
"Soltero(a) (070)",2017,336,267,409,16,812,177
