"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia LAMPA (000)",13785,924,9,5456,4879,551,957,220,789
"Empleado (001)",1571,8,,54,224,114,512,77,582
"Obrero (002)",2503,55,4,546,1483,169,151,53,42
"Trabajador independiente (003)",6946,555,3,3385,2323,215,233,80,152
"Empleador o patrono (004)",105,3,,44,40,5,8,1,4
"Trabajador familiar no remunerado (005)",2522,291,2,1365,751,45,50,9,9
"Trabajador del hogar (006)",138,12,,62,58,3,3,,
"Hombres (008)",8765,264,8,2922,3657,442,698,186,588
"Empleado (009)",1133,4,,32,173,90,349,60,425
"Obrero (010)",2284,30,4,422,1424,164,147,53,40
"Trabajador independiente (011)",4324,188,3,2000,1630,156,167,66,114
"Empleador o patrono (012)",71,,,27,29,4,6,1,4
"Trabajador familiar no remunerado (013)",932,42,1,428,394,27,29,6,5
"Trabajador del hogar (014)",21,,,13,7,1,,,
"Mujeres (016)",5020,660,1,2534,1222,109,259,34,201
"Empleado (017)",438,4,,22,51,24,163,17,157
"Obrero (018)",219,25,,124,59,5,4,,2
"Trabajador independiente (019)",2622,367,,1385,693,59,66,14,38
"Empleador o patrono (020)",34,3,,17,11,1,2,,
"Trabajador familiar no remunerado (021)",1590,249,1,937,357,18,21,3,4
"Trabajador del hogar (022)",117,12,,49,51,2,3,,
,,,,,,,,,
"URBANA (024)",4817,176,4,1295,1797,258,604,134,549
"Empleado (025)",1173,5,,36,171,70,400,66,425
"Obrero (026)",921,19,2,207,546,62,44,23,18
"Trabajador independiente (027)",2201,104,1,839,869,109,137,42,100
"Empleador o patrono (028)",44,2,,18,15,3,3,1,2
"Trabajador familiar no remunerado (029)",408,42,1,167,161,14,17,2,4
"Trabajador del hogar (030)",70,4,,28,35,,3,,
"Hombres (032)",3018,48,4,643,1237,191,402,108,385
"Empleado (033)",803,3,,18,127,52,254,51,298
"Obrero (034)",842,12,2,174,515,59,41,23,16
"Trabajador independiente (035)",1185,24,1,389,505,72,94,32,68
"Empleador o patrono (036)",27,,,8,10,3,3,1,2
"Trabajador familiar no remunerado (037)",156,9,1,53,76,5,10,1,1
"Trabajador del hogar (038)",5,,,1,4,,,,
"Mujeres (040)",1799,128,,652,560,67,202,26,164
"Empleado (041)",370,2,,18,44,18,146,15,127
"Obrero (042)",79,7,,33,31,3,3,,2
"Trabajador independiente (043)",1016,80,,450,364,37,43,10,32
"Empleador o patrono (044)",17,2,,10,5,,,,
"Trabajador familiar no remunerado (045)",252,33,,114,85,9,7,1,3
"Trabajador del hogar (046)",65,4,,27,31,,3,,
,,,,,,,,,
"RURAL (048)",8968,748,5,4161,3082,293,353,86,240
"Empleado (049)",398,3,,18,53,44,112,11,157
"Obrero (050)",1582,36,2,339,937,107,107,30,24
"Trabajador independiente (051)",4745,451,2,2546,1454,106,96,38,52
"Empleador o patrono (052)",61,1,,26,25,2,5,,2
"Trabajador familiar no remunerado (053)",2114,249,1,1198,590,31,33,7,5
"Trabajador del hogar (054)",68,8,,34,23,3,,,
"Hombres (056)",5747,216,4,2279,2420,251,296,78,203
"Empleado (057)",330,1,,14,46,38,95,9,127
"Obrero (058)",1442,18,2,248,909,105,106,30,24
"Trabajador independiente (059)",3139,164,2,1611,1125,84,73,34,46
"Empleador o patrono (060)",44,,,19,19,1,3,,2
"Trabajador familiar no remunerado (061)",776,33,,375,318,22,19,5,4
"Trabajador del hogar (062)",16,,,12,3,1,,,
"Mujeres (064)",3221,532,1,1882,662,42,57,8,37
"Empleado (065)",68,2,,4,7,6,17,2,30
"Obrero (066)",140,18,,91,28,2,1,,
"Trabajador independiente (067)",1606,287,,935,329,22,23,4,6
"Empleador o patrono (068)",17,1,,7,6,1,2,,
"Trabajador familiar no remunerado (069)",1338,216,1,823,272,9,14,2,1
"Trabajador del hogar (070)",52,8,,22,20,2,,,
