"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia LAURICOCHA (000)",18720,17765,955
"Hombres (001)",9653,9299,354
"Mujeres (002)",9067,8466,601
"De 18 a 29 años (003)",6062,5755,307
"Hombres (004)",3166,3031,135
"Mujeres (005)",2896,2724,172
"De 30 a 44 años (006)",6103,5882,221
"Hombres (007)",3212,3117,95
"Mujeres (008)",2891,2765,126
"De 45 a 64 años (009)",4486,4318,168
"Hombres (010)",2284,2214,70
"Mujeres (011)",2202,2104,98
"De 65 y más años (012)",2069,1810,259
"Hombres (013)",991,937,54
"Mujeres (014)",1078,873,205
,,,
"URBANA (015)",4355,4258,97
"Hombres (016)",2072,2043,29
"Mujeres (017)",2283,2215,68
"De 18 a 29 años (018)",1348,1324,24
"Hombres (019)",651,640,11
"Mujeres (020)",697,684,13
"De 30 a 44 años (021)",1376,1361,15
"Hombres (022)",668,664,4
"Mujeres (023)",708,697,11
"De 45 a 64 años (024)",1094,1076,18
"Hombres (025)",509,502,7
"Mujeres (026)",585,574,11
"De 65 y más años (027)",537,497,40
"Hombres (028)",244,237,7
"Mujeres (029)",293,260,33
,,,
"RURAL (030)",14365,13507,858
"Hombres (031)",7581,7256,325
"Mujeres (032)",6784,6251,533
"De 18 a 29 años (033)",4714,4431,283
"Hombres (034)",2515,2391,124
"Mujeres (035)",2199,2040,159
"De 30 a 44 años (036)",4727,4521,206
"Hombres (037)",2544,2453,91
"Mujeres (038)",2183,2068,115
"De 45 a 64 años (039)",3392,3242,150
"Hombres (040)",1775,1712,63
"Mujeres (041)",1617,1530,87
"De 65 y más años (042)",1532,1313,219
"Hombres (043)",747,700,47
"Mujeres (044)",785,613,172
