"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CUSCO (000)",153893,61655,14264,62636,4186,6194,4958
"Conviviente (001)",46459,14926,5719,22066,1209,1765,774
"Separado(a) (002)",6337,2300,391,3118,141,107,280
"Casado(a) (003)",48688,20124,3752,20818,1723,1897,374
"Viudo(a) (004)",3774,704,277,2438,130,130,95
"Divorciado(a) (005)",1763,887,84,688,64,20,20
"Soltero(a) (006)",46872,22714,4041,13508,919,2275,3415
"Hombres (008)",85415,32530,12818,34951,2589,2173,354
"Conviviente (009)",27948,8735,5167,12750,801,452,43
"Separado(a) (010)",1790,648,285,773,54,22,8
"Casado(a) (011)",28279,11758,3442,11571,1073,407,28
"Viudo(a) (012)",1159,211,213,651,46,34,4
"Divorciado(a) (013)",708,321,71,284,30,2,
"Soltero(a) (014)",25531,10857,3640,8922,585,1256,271
"Mujeres (016)",68478,29125,1446,27685,1597,4021,4604
"Conviviente (017)",18511,6191,552,9316,408,1313,731
"Separado(a) (018)",4547,1652,106,2345,87,85,272
"Casado(a) (019)",20409,8366,310,9247,650,1490,346
"Viudo(a) (020)",2615,493,64,1787,84,96,91
"Divorciado(a) (021)",1055,566,13,404,34,18,20
"Soltero(a) (022)",21341,11857,401,4586,334,1019,3144
,,,,,,,
"URBANA (024)",148518,61090,13367,59495,4092,5590,4884
"Conviviente (025)",44708,14723,5389,21026,1170,1647,753
"Separado(a) (026)",6196,2280,372,3029,139,103,273
"Casado(a) (027)",46621,19981,3474,19417,1687,1696,366
"Viudo(a) (028)",3486,699,251,2217,124,102,93
"Divorciado(a) (029)",1743,886,78,678,63,18,20
"Soltero(a) (030)",45764,22521,3803,13128,909,2024,3379
"Hombres (032)",81610,32186,11989,32659,2519,1912,345
"Conviviente (033)",26680,8594,4855,12000,771,420,40
"Separado(a) (034)",1745,644,271,748,52,22,8
"Casado(a) (035)",26731,11663,3184,10450,1043,363,28
"Viudo(a) (036)",1027,208,194,548,45,28,4
"Divorciado(a) (037)",696,321,65,278,30,2,
"Soltero(a) (038)",24731,10756,3420,8635,578,1077,265
"Mujeres (040)",66908,28904,1378,26836,1573,3678,4539
"Conviviente (041)",18028,6129,534,9026,399,1227,713
"Separado(a) (042)",4451,1636,101,2281,87,81,265
"Casado(a) (043)",19890,8318,290,8967,644,1333,338
"Viudo(a) (044)",2459,491,57,1669,79,74,89
"Divorciado(a) (045)",1047,565,13,400,33,16,20
"Soltero(a) (046)",21033,11765,383,4493,331,947,3114
,,,,,,,
"RURAL (048)",5375,565,897,3141,94,604,74
"Conviviente (049)",1751,203,330,1040,39,118,21
"Separado(a) (050)",141,20,19,89,2,4,7
"Casado(a) (051)",2067,143,278,1401,36,201,8
"Viudo(a) (052)",288,5,26,221,6,28,2
"Divorciado(a) (053)",20,1,6,10,1,2,
"Soltero(a) (054)",1108,193,238,380,10,251,36
"Hombres (056)",3805,344,829,2292,70,261,9
"Conviviente (057)",1268,141,312,750,30,32,3
"Separado(a) (058)",45,4,14,25,2,,
"Casado(a) (059)",1548,95,258,1121,30,44,
"Viudo(a) (060)",132,3,19,103,1,6,
"Divorciado(a) (061)",12,,6,6,,,
"Soltero(a) (062)",800,101,220,287,7,179,6
"Mujeres (064)",1570,221,68,849,24,343,65
"Conviviente (065)",483,62,18,290,9,86,18
"Separado(a) (066)",96,16,5,64,,4,7
"Casado(a) (067)",519,48,20,280,6,157,8
"Viudo(a) (068)",156,2,7,118,5,22,2
"Divorciado(a) (069)",8,1,,4,1,2,
"Soltero(a) (070)",308,92,18,93,3,72,30
