"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia FERREÑAFE",,,,,,
"Viviendas particulares (001)",21689,21181,444,55,8,1
"Ocupantes presentes (002)",95816,91517,3535,619,120,25
"Casa independiente",,,,,,
"Viviendas particulares (004)",21129,20626,440,54,8,1
"Ocupantes presentes (005)",93879,89626,3500,608,120,25
"Departamento en edificio",,,,,,
"Viviendas particulares (007)",57,55,2,,,
"Ocupantes presentes (008)",190,171,19,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",45,45,,,,
"Ocupantes presentes (011)",152,152,,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",69,66,2,1,,
"Ocupantes presentes (014)",241,214,16,11,,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",127,127,,,,
"Ocupantes presentes (017)",572,572,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",253,253,,,,
"Ocupantes presentes (020)",770,770,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",9,9,,,,
"Ocupantes presentes (023)",12,12,,,,
"Otro tipo",,,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",11947,11478,409,52,7,1
"Ocupantes presentes (029)",51338,47434,3196,578,105,25
"Casa independiente",,,,,,
"Viviendas particulares (031)",11517,11053,405,51,7,1
"Ocupantes presentes (032)",49979,46121,3161,567,105,25
"Departamento en edificio",,,,,,
"Viviendas particulares (034)",57,55,2,,,
"Ocupantes presentes (035)",190,171,19,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",45,45,,,,
"Ocupantes presentes (038)",152,152,,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",69,66,2,1,,
"Ocupantes presentes (041)",241,214,16,11,,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",253,253,,,,
"Ocupantes presentes (047)",770,770,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",6,6,,,,
"Ocupantes presentes (050)",6,6,,,,
"Otro tipo",,,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",9742,9703,35,3,1,
"Ocupantes presentes (056)",44478,44083,339,41,15,
"Casa independiente",,,,,,
"Viviendas particulares (058)",9612,9573,35,3,1,
"Ocupantes presentes (059)",43900,43505,339,41,15,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",127,127,,,,
"Ocupantes presentes (071)",572,572,,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",3,3,,,,
"Ocupantes presentes (077)",6,6,,,,
"Otro tipo",,,,,,
