"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia ASCOPE",,,,,,,,,
"Hogares (001)",28500,2684,1138,599,366,194,110,99,23310
"Ocupantes presentes (002)",115652,10906,4581,2321,1478,758,495,417,94696
"Casa independiente",,,,,,,,,
"Hogares (004)",27998,2656,1134,592,365,194,109,98,22850
"Ocupantes presentes (005)",113931,10812,4572,2293,1475,758,489,413,93119
"Departamento en edificio",,,,,,,,,
"Hogares (007)",32,2,,1,,,,,29
"Ocupantes presentes (008)",115,7,,13,,,,,95
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",70,1,,1,,,,1,67
"Ocupantes presentes (011)",212,2,,2,,,,4,204
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",165,14,2,2,1,,1,,145
"Ocupantes presentes (014)",581,50,3,7,3,,6,,512
"Choza o cabaña",,,,,,,,,
"Hogares (016)",74,,1,,,,,,73
"Ocupantes presentes (017)",233,,2,,,,,,231
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",141,8,1,3,,,,,129
"Ocupantes presentes (020)",528,26,4,6,,,,,492
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",19,3,,,,,,,16
"Ocupantes presentes (023)",51,9,,,,,,,42
"Otro tipo",,,,,,,,,
"Hogares (025)",1,,,,,,,,1
"Ocupantes presentes (026)",1,,,,,,,,1
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",25023,2517,1070,574,350,190,107,95,20120
"Ocupantes presentes (029)",101653,10293,4355,2240,1407,742,481,405,81730
"Casa independiente",,,,,,,,,
"Hogares (031)",24597,2489,1067,567,349,190,106,94,19735
"Ocupantes presentes (032)",100171,10199,4348,2212,1404,742,475,401,80390
"Departamento en edificio",,,,,,,,,
"Hogares (034)",32,2,,1,,,,,29
"Ocupantes presentes (035)",115,7,,13,,,,,95
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",70,1,,1,,,,1,67
"Ocupantes presentes (038)",212,2,,2,,,,4,204
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",165,14,2,2,1,,1,,145
"Ocupantes presentes (041)",581,50,3,7,3,,6,,512
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",141,8,1,3,,,,,129
"Ocupantes presentes (047)",528,26,4,6,,,,,492
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",18,3,,,,,,,15
"Ocupantes presentes (050)",46,9,,,,,,,37
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",3477,167,68,25,16,4,3,4,3190
"Ocupantes presentes (056)",13999,613,226,81,71,16,14,12,12966
"Casa independiente",,,,,,,,,
"Hogares (058)",3401,167,67,25,16,4,3,4,3115
"Ocupantes presentes (059)",13760,613,224,81,71,16,14,12,12729
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",74,,1,,,,,,73
"Ocupantes presentes (071)",233,,2,,,,,,231
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",1,,,,,,,,1
"Ocupantes presentes (077)",5,,,,,,,,5
"Otro tipo",,,,,,,,,
"Hogares (079)",1,,,,,,,,1
"Ocupantes presentes (080)",1,,,,,,,,1
