"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia HUANCANE (000)",53204,8150,8499,7840,7536,6450,14729
"Conviviente (001)",8992,106,2082,3623,1881,694,606
"Separado(a) (002)",953,4,111,205,201,161,271
"Casado(a) (003)",21369,33,286,2210,4557,4809,9474
"Viudo(a) (004)",4426,2,9,63,191,362,3799
"Divorciado(a) (005)",166,,11,13,31,34,77
"Soltero(a) (006)",17298,8005,6000,1726,675,390,502
"Hombres (008)",25400,4059,4346,3725,3525,3026,6719
"Conviviente (009)",4264,39,720,1760,1019,384,342
"Separado(a) (010)",167,1,13,26,33,32,62
"Casado(a) (011)",10385,15,99,889,2084,2351,4947
"Viudo(a) (012)",1360,1,3,12,57,93,1194
"Divorciado(a) (013)",49,,2,2,12,7,26
"Soltero(a) (014)",9175,4003,3509,1036,320,159,148
"Mujeres (016)",27804,4091,4153,4115,4011,3424,8010
"Conviviente (017)",4728,67,1362,1863,862,310,264
"Separado(a) (018)",786,3,98,179,168,129,209
"Casado(a) (019)",10984,18,187,1321,2473,2458,4527
"Viudo(a) (020)",3066,1,6,51,134,269,2605
"Divorciado(a) (021)",117,,9,11,19,27,51
"Soltero(a) (022)",8123,4002,2491,690,355,231,354
,,,,,,,
"URBANA (024)",10701,1635,2169,1934,1846,1271,1846
"Conviviente (025)",2586,37,512,1012,654,216,155
"Separado(a) (026)",257,1,25,57,69,46,59
"Casado(a) (027)",3386,9,41,378,922,869,1167
"Viudo(a) (028)",506,,4,17,45,52,388
"Divorciado(a) (029)",40,,,4,11,10,15
"Soltero(a) (030)",3926,1588,1587,466,145,78,62
"Hombres (032)",5314,804,1133,916,889,627,945
"Conviviente (033)",1257,15,193,471,363,117,98
"Separado(a) (034)",47,,4,5,10,10,18
"Casado(a) (035)",1728,4,16,143,435,457,673
"Viudo(a) (036)",162,,1,3,13,17,128
"Divorciado(a) (037)",8,,,,2,2,4
"Soltero(a) (038)",2112,785,919,294,66,24,24
"Mujeres (040)",5387,831,1036,1018,957,644,901
"Conviviente (041)",1329,22,319,541,291,99,57
"Separado(a) (042)",210,1,21,52,59,36,41
"Casado(a) (043)",1658,5,25,235,487,412,494
"Viudo(a) (044)",344,,3,14,32,35,260
"Divorciado(a) (045)",32,,,4,9,8,11
"Soltero(a) (046)",1814,803,668,172,79,54,38
,,,,,,,
"RURAL (048)",42503,6515,6330,5906,5690,5179,12883
"Conviviente (049)",6406,69,1570,2611,1227,478,451
"Separado(a) (050)",696,3,86,148,132,115,212
"Casado(a) (051)",17983,24,245,1832,3635,3940,8307
"Viudo(a) (052)",3920,2,5,46,146,310,3411
"Divorciado(a) (053)",126,,11,9,20,24,62
"Soltero(a) (054)",13372,6417,4413,1260,530,312,440
"Hombres (056)",20086,3255,3213,2809,2636,2399,5774
"Conviviente (057)",3007,24,527,1289,656,267,244
"Separado(a) (058)",120,1,9,21,23,22,44
"Casado(a) (059)",8657,11,83,746,1649,1894,4274
"Viudo(a) (060)",1198,1,2,9,44,76,1066
"Divorciado(a) (061)",41,,2,2,10,5,22
"Soltero(a) (062)",7063,3218,2590,742,254,135,124
"Mujeres (064)",22417,3260,3117,3097,3054,2780,7109
"Conviviente (065)",3399,45,1043,1322,571,211,207
"Separado(a) (066)",576,2,77,127,109,93,168
"Casado(a) (067)",9326,13,162,1086,1986,2046,4033
"Viudo(a) (068)",2722,1,3,37,102,234,2345
"Divorciado(a) (069)",85,,9,7,10,19,40
"Soltero(a) (070)",6309,3199,1823,518,276,177,316
