"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia REQUENA (000)",792,384,408
"De 14 a 29 años (001)",471,274,197
"De 30 a 44 años (002)",211,96,115
"De 45 a 64 años (003)",88,14,74
"De 65 y más años (004)",22,,22
"Hombres (005)",583,276,307
"De 14 a 29 años (006)",333,194,139
"De 30 a 44 años (007)",162,73,89
"De 45 a 64 años (008)",69,9,60
"De 65 y más años (009)",19,,19
"Mujeres (010)",209,108,101
"De 14 a 29 años (011)",138,80,58
"De 30 a 44 años (012)",49,23,26
"De 45 a 64 años (013)",19,5,14
"De 65 y más años (014)",3,,3
,,,
"AREA URBANA (015)",581,255,326
"De 14 a 29 años (016)",339,185,154
"De 30 a 44 años (017)",157,62,95
"De 45 a 64 años (018)",72,8,64
"De 65 y más años (019)",13,,13
"Hombres (020)",418,178,240
"De 14 a 29 años (021)",235,129,106
"De 30 a 44 años (022)",117,45,72
"De 45 a 64 años (023)",55,4,51
"De 65 y más años (024)",11,,11
"Mujeres (025)",163,77,86
"De 14 a 29 años (026)",104,56,48
"De 30 a 44 años (027)",40,17,23
"De 45 a 64 años (028)",17,4,13
"De 65 y más años (029)",2,,2
,,,
"AREA RURAL (030)",211,129,82
"De 14 a 29 años (031)",132,89,43
"De 30 a 44 años (032)",54,34,20
"De 45 a 64 años (033)",16,6,10
"De 65 y más años (034)",9,,9
"Hombres (035)",165,98,67
"De 14 a 29 años (036)",98,65,33
"De 30 a 44 años (037)",45,28,17
"De 45 a 64 años (038)",14,5,9
"De 65 y más años (039)",8,,8
"Mujeres (040)",46,31,15
"De 14 a 29 años (041)",34,24,10
"De 30 a 44 años (042)",9,6,3
"De 45 a 64 años (043)",2,1,1
"De 65 y más años (044)",1,,1
