"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia SAN MIGUEL (000)",53034,2205,12168,9502,7733,7069,5242,3663,5452
"Quechua (001)",36,1,8,5,7,6,4,3,2
"Aymara (002)",15,3,2,1,2,1,3,,3
"Ashaninca (003)",11,,5,3,,,2,,1
"Otra lengua nativa (004)",5,1,1,,,2,,1,
"Castellano (005)",52876,2199,12134,9478,7706,7037,5226,3656,5440
"Idioma extranjero (006)",3,,,,1,,,1,1
"Es sordomudo/a (007)",88,1,18,15,17,23,7,2,5
"Hombres (009)",26156,1117,6234,4861,3744,3416,2490,1646,2648
"Quechua (010)",19,,5,2,5,3,3,1,
"Aymara (011)",4,,2,,1,,,,1
"Ashaninca (012)",8,,3,2,,,2,,1
"Otra lengua nativa (013)",3,1,,,,1,,1,
"Castellano (014)",26081,1116,6217,4849,3728,3401,2482,1644,2644
"Es sordomudo/a (016)",41,,7,8,10,11,3,,2
"Mujeres (018)",26878,1088,5934,4641,3989,3653,2752,2017,2804
"Quechua (019)",17,1,3,3,2,3,1,2,2
"Aymara (020)",11,3,,1,1,1,3,,2
"Ashaninca (021)",3,,2,1,,,,,
"Otra lengua nativa (022)",2,,1,,,1,,,
"Castellano (023)",26795,1083,5917,4629,3978,3636,2744,2012,2796
"Idioma extranjero (024)",3,,,,1,,,1,1
"Es sordomudo/a (025)",47,1,11,7,7,12,4,2,3
,,,,,,,,,
"URBANA (027)",8625,336,1760,1439,1358,1363,979,553,837
"Quechua (028)",8,,1,2,1,2,,,2
"Aymara (029)",3,,,,1,,1,,1
"Ashaninca (030)",1,,,,,,,,1
"Otra lengua nativa (031)",2,,,,,1,,1,
"Castellano (032)",8596,336,1758,1435,1352,1355,977,551,832
"Idioma extranjero (033)",3,,,,1,,,1,1
"Es sordomudo/a (034)",12,,1,2,3,5,1,,
"Hombres (036)",4315,182,891,760,641,650,506,276,409
"Quechua (037)",5,,1,1,1,2,,,
"Ashaninca (039)",1,,,,,,,,1
"Otra lengua nativa (040)",1,,,,,,,1,
"Castellano (041)",4302,182,890,759,637,646,505,275,408
"Es sordomudo/a (043)",6,,,,3,2,1,,
"Mujeres (045)",4310,154,869,679,717,713,473,277,428
"Quechua (046)",3,,,1,,,,,2
"Aymara (047)",3,,,,1,,1,,1
"Otra lengua nativa (049)",1,,,,,1,,,
"Castellano (050)",4294,154,868,676,715,709,472,276,424
"Idioma extranjero (051)",3,,,,1,,,1,1
"Es sordomudo/a (052)",6,,1,2,,3,,,
,,,,,,,,,
"RURAL (054)",44409,1869,10408,8063,6375,5706,4263,3110,4615
"Quechua (055)",28,1,7,3,6,4,4,3,
"Aymara (056)",12,3,2,1,1,1,2,,2
"Ashaninca (057)",10,,5,3,,,2,,
"Otra lengua nativa (058)",3,1,1,,,1,,,
"Castellano (059)",44280,1863,10376,8043,6354,5682,4249,3105,4608
"Es sordomudo/a (061)",76,1,17,13,14,18,6,2,5
"Hombres (063)",21841,935,5343,4101,3103,2766,1984,1370,2239
"Quechua (064)",14,,4,1,4,1,3,1,
"Aymara (065)",4,,2,,1,,,,1
"Ashaninca (066)",7,,3,2,,,2,,
"Otra lengua nativa (067)",2,1,,,,1,,,
"Castellano (068)",21779,934,5327,4090,3091,2755,1977,1369,2236
"Es sordomudo/a (070)",35,,7,8,7,9,2,,2
"Mujeres (072)",22568,934,5065,3962,3272,2940,2279,1740,2376
"Quechua (073)",14,1,3,2,2,3,1,2,
"Aymara (074)",8,3,,1,,1,2,,1
"Ashaninca (075)",3,,2,1,,,,,
"Otra lengua nativa (076)",1,,1,,,,,,
"Castellano (077)",22501,929,5049,3953,3263,2927,2272,1736,2372
"Es sordomudo/a (079)",41,1,10,5,7,9,4,2,3
