"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia SIHUAS (000)",21516,4321,3880,3361,3399,2510,4045
"Conviviente (001)",4922,70,968,1630,1200,529,525
"Separado(a) (002)",526,3,108,121,100,72,122
"Casado(a) (003)",6638,13,170,836,1733,1631,2255
"Viudo(a) (004)",1105,1,6,18,78,137,865
"Divorciado(a) (005)",52,,2,15,9,7,19
"Soltero(a) (006)",8273,4234,2626,741,279,134,259
"Hombres (008)",10483,2210,1954,1629,1626,1234,1830
"Conviviente (009)",2396,29,350,845,623,277,272
"Separado(a) (010)",85,1,7,12,15,17,33
"Casado(a) (011)",3289,4,59,344,827,844,1211
"Viudo(a) (012)",247,,2,5,15,27,198
"Divorciado(a) (013)",22,,,7,2,2,11
"Soltero(a) (014)",4444,2176,1536,416,144,67,105
"Mujeres (016)",11033,2111,1926,1732,1773,1276,2215
"Conviviente (017)",2526,41,618,785,577,252,253
"Separado(a) (018)",441,2,101,109,85,55,89
"Casado(a) (019)",3349,9,111,492,906,787,1044
"Viudo(a) (020)",858,1,4,13,63,110,667
"Divorciado(a) (021)",30,,2,8,7,5,8
"Soltero(a) (022)",3829,2058,1090,325,135,67,154
,,,,,,,
"URBANA (024)",5959,1080,1083,1051,1036,703,1006
"Conviviente (025)",1274,15,227,451,343,144,94
"Separado(a) (026)",176,,25,38,43,26,44
"Casado(a) (027)",1839,3,32,247,529,453,575
"Viudo(a) (028)",273,,,4,19,33,217
"Divorciado(a) (029)",22,,2,6,2,5,7
"Soltero(a) (030)",2375,1062,797,305,100,42,69
"Hombres (032)",2953,575,531,520,500,363,464
"Conviviente (033)",623,8,76,236,177,75,51
"Separado(a) (034)",39,,4,7,9,8,11
"Casado(a) (035)",930,1,11,99,257,248,314
"Viudo(a) (036)",67,,,2,2,8,55
"Divorciado(a) (037)",8,,,3,,1,4
"Soltero(a) (038)",1286,566,440,173,55,23,29
"Mujeres (040)",3006,505,552,531,536,340,542
"Conviviente (041)",651,7,151,215,166,69,43
"Separado(a) (042)",137,,21,31,34,18,33
"Casado(a) (043)",909,2,21,148,272,205,261
"Viudo(a) (044)",206,,,2,17,25,162
"Divorciado(a) (045)",14,,2,3,2,4,3
"Soltero(a) (046)",1089,496,357,132,45,19,40
,,,,,,,
"RURAL (048)",15557,3241,2797,2310,2363,1807,3039
"Conviviente (049)",3648,55,741,1179,857,385,431
"Separado(a) (050)",350,3,83,83,57,46,78
"Casado(a) (051)",4799,10,138,589,1204,1178,1680
"Viudo(a) (052)",832,1,6,14,59,104,648
"Divorciado(a) (053)",30,,,9,7,2,12
"Soltero(a) (054)",5898,3172,1829,436,179,92,190
"Hombres (056)",7530,1635,1423,1109,1126,871,1366
"Conviviente (057)",1773,21,274,609,446,202,221
"Separado(a) (058)",46,1,3,5,6,9,22
"Casado(a) (059)",2359,3,48,245,570,596,897
"Viudo(a) (060)",180,,2,3,13,19,143
"Divorciado(a) (061)",14,,,4,2,1,7
"Soltero(a) (062)",3158,1610,1096,243,89,44,76
"Mujeres (064)",8027,1606,1374,1201,1237,936,1673
"Conviviente (065)",1875,34,467,570,411,183,210
"Separado(a) (066)",304,2,80,78,51,37,56
"Casado(a) (067)",2440,7,90,344,634,582,783
"Viudo(a) (068)",652,1,4,11,46,85,505
"Divorciado(a) (069)",16,,,5,5,1,5
"Soltero(a) (070)",2740,1562,733,193,90,48,114
