"CUADRO Nº 29: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia PIURA (000)",224327,67393,44817,88527,4657,11214,7719
"Sin nivel (001)",12808,577,4052,6313,262,1141,463
"Educación inicial (002)",140,26,33,54,2,13,12
"Primaria (003)",51004,3489,15891,23691,1114,3959,2860
"Secundaria (004)",72641,14862,17584,31726,1282,4154,3033
"Superior no univ. incompleta (005)",16153,5968,2265,6508,295,568,549
"Superior no univ. completa (006)",30500,16254,2810,9706,596,669,465
"Superior univ. incompleta (007)",12401,6276,1065,4152,352,373,183
"Superior univ. completa (008)",28680,19941,1117,6377,754,337,154
"Hombres (010)",152271,37456,39543,64609,3467,6961,235
"Sin nivel (011)",8471,277,3369,4076,196,534,19
"Educación inicial (012)",91,14,29,39,1,8,
"Primaria (013)",37316,2106,13924,17646,907,2682,51
"Secundaria (014)",54606,10118,15925,24572,1006,2874,111
"Superior no univ. incompleta (015)",10411,3399,1929,4571,202,294,16
"Superior no univ. completa (016)",16641,7413,2453,6167,340,248,20
"Superior univ. incompleta (017)",8123,3672,920,3086,255,179,11
"Superior univ. completa (018)",16612,10457,994,4452,560,142,7
"Mujeres (020)",72056,29937,5274,23918,1190,4253,7484
"Sin nivel (021)",4337,300,683,2237,66,607,444
"Educación inicial (022)",49,12,4,15,1,5,12
"Primaria (023)",13688,1383,1967,6045,207,1277,2809
"Secundaria (024)",18035,4744,1659,7154,276,1280,2922
"Superior no univ. incompleta (025)",5742,2569,336,1937,93,274,533
"Superior no univ. completa (026)",13859,8841,357,3539,256,421,445
"Superior univ. incompleta (027)",4278,2604,145,1066,97,194,172
"Superior univ. completa (028)",12068,9484,123,1925,194,195,147
,,,,,,,
"URBANA (030)",196452,66418,31700,78591,4022,8329,7392
"Sin nivel (031)",8143,530,1864,4372,170,771,436
"Educación inicial (032)",126,24,27,50,2,13,10
"Primaria (033)",37803,3340,9302,18963,780,2727,2691
"Secundaria (034)",64726,14617,13866,29140,1118,3063,2922
"Superior no univ. incompleta (035)",15506,5877,2026,6298,287,475,543
"Superior no univ. completa (036)",29729,16008,2606,9472,580,606,457
"Superior univ. incompleta (037)",12205,6242,998,4071,346,365,183
"Superior univ. completa (038)",28214,19780,1011,6225,739,309,150
"Hombres (040)",127228,36858,27007,55678,2866,4596,223
"Sin nivel (041)",4389,244,1329,2387,113,298,18
"Educación inicial (042)",79,12,23,35,1,8,
"Primaria (043)",25328,1997,7630,13382,587,1688,44
"Secundaria (044)",47299,9935,12316,22193,850,1898,107
"Superior no univ. incompleta (045)",9871,3356,1702,4388,195,214,16
"Superior no univ. completa (046)",16065,7298,2262,5964,325,196,20
"Superior univ. incompleta (047)",7952,3650,856,3013,249,173,11
"Superior univ. completa (048)",16245,10366,889,4316,546,121,7
"Mujeres (050)",69224,29560,4693,22913,1156,3733,7169
"Sin nivel (051)",3754,286,535,1985,57,473,418
"Educación inicial (052)",47,12,4,15,1,5,10
"Primaria (053)",12475,1343,1672,5581,193,1039,2647
"Secundaria (054)",17427,4682,1550,6947,268,1165,2815
"Superior no univ. incompleta (055)",5635,2521,324,1910,92,261,527
"Superior no univ. completa (056)",13664,8710,344,3508,255,410,437
"Superior univ. incompleta (057)",4253,2592,142,1058,97,192,172
"Superior univ. completa (058)",11969,9414,122,1909,193,188,143
,,,,,,,
"RURAL (060)",27875,975,13117,9936,635,2885,327
"Sin nivel (061)",4665,47,2188,1941,92,370,27
"Educación inicial (062)",14,2,6,4,,,2
"Primaria (063)",13201,149,6589,4728,334,1232,169
"Secundaria (064)",7915,245,3718,2586,164,1091,111
"Superior no univ. incompleta (065)",647,91,239,210,8,93,6
"Superior no univ. completa (066)",771,246,204,234,16,63,8
"Superior univ. incompleta (067)",196,34,67,81,6,8,
"Superior univ. completa (068)",466,161,106,152,15,28,4
"Hombres (070)",25043,598,12536,8931,601,2365,12
"Sin nivel (071)",4082,33,2040,1689,83,236,1
"Educación inicial (072)",12,2,6,4,,,
"Primaria (073)",11988,109,6294,4264,320,994,7
"Secundaria (074)",7307,183,3609,2379,156,976,4
"Superior no univ. incompleta (075)",540,43,227,183,7,80,
"Superior no univ. completa (076)",576,115,191,203,15,52,
"Superior univ. incompleta (077)",171,22,64,73,6,6,
"Superior univ. completa (078)",367,91,105,136,14,21,
"Mujeres (080)",2832,377,581,1005,34,520,315
"Sin nivel (081)",583,14,148,252,9,134,26
"Educación inicial (082)",2,,,,,,2
"Primaria (083)",1213,40,295,464,14,238,162
"Secundaria (084)",608,62,109,207,8,115,107
"Superior no univ. incompleta (085)",107,48,12,27,1,13,6
"Superior no univ. completa (086)",195,131,13,31,1,11,8
"Superior univ. incompleta (087)",25,12,3,8,,2,
"Superior univ. completa (088)",99,70,1,16,1,7,4
