"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia AYABACA (000)",116249,30535,3960,1179,80656
"Hombres (001)",59558,14677,1889,685,42355
"Mujeres (002)",56691,15858,2071,494,38301
"PEA (003)",37404,3031,1883,601,31936
"Hombres (004)",32252,2406,1062,458,28362
"Mujeres (005)",5152,625,821,143,3574
"Ocupada (006)",35768,2814,1855,591,30555
"Hombres (007)",30891,2226,1045,451,27205
"Mujeres (008)",4877,588,810,140,3350
"Desocupada (009)",1636,217,28,10,1381
"Hombres (010)",1361,180,17,7,1157
"Mujeres (011)",275,37,11,3,224
"No PEA (012)",78845,27504,2077,578,48720
"Hombres (013)",27306,12271,827,227,13993
"Mujeres (014)",51539,15233,1250,351,34727
,,,,,
"URBANA (018)",14083,2450,2676,735,8269
"Hombres (019)",6996,1115,1265,473,4171
"Mujeres (020)",7087,1335,1411,262,4098
"PEA (021)",6055,447,1284,446,3911
"Hombres (022)",3916,268,686,343,2643
"Mujeres (023)",2139,179,598,103,1268
"Ocupada (024)",5694,415,1260,438,3614
"Hombres (025)",3660,243,671,338,2432
"Mujeres (026)",2034,172,589,100,1182
"Desocupada (027)",361,32,24,8,297
"Hombres (028)",256,25,15,5,211
"Mujeres (029)",105,7,9,3,86
"No PEA (030)",8028,2003,1392,289,4358
"Hombres (031)",3080,847,579,130,1528
"Mujeres (032)",4948,1156,813,159,2830
,,,,,
"RURAL (036)",102166,28085,1284,444,72387
"Hombres (037)",52562,13562,624,212,38184
"Mujeres (038)",49604,14523,660,232,34203
"PEA (039)",31349,2584,599,155,28025
"Hombres (040)",28336,2138,376,115,25719
"Mujeres (041)",3013,446,223,40,2306
"Ocupada (042)",30074,2399,595,153,26941
"Hombres (043)",27231,1983,374,113,24773
"Mujeres (044)",2843,416,221,40,2168
"Desocupada (045)",1275,185,4,2,1084
"Hombres (046)",1105,155,2,2,946
"Mujeres (047)",170,30,2,,138
"No PEA (048)",70817,25501,685,289,44362
"Hombres (049)",24226,11424,248,97,12465
"Mujeres (050)",46591,14077,437,192,31897
