"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia HUARI",,,,,,
"Viviendas particulares (001)",14421,14165,228,23,5,
"Ocupantes presentes (002)",59801,57622,1835,264,80,
"Casa independiente",,,,,,
"Viviendas particulares (004)",13871,13618,225,23,5,
"Ocupantes presentes (005)",57875,55722,1809,264,80,
"Departamento en edificio",,,,,,
"Viviendas particulares (007)",10,9,1,,,
"Ocupantes presentes (008)",46,40,6,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",10,9,1,,,
"Ocupantes presentes (011)",30,20,10,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",19,18,1,,,
"Ocupantes presentes (014)",99,89,10,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",491,491,,,,
"Ocupantes presentes (017)",1691,1691,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",3,3,,,,
"Ocupantes presentes (020)",4,4,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",12,12,,,,
"Ocupantes presentes (023)",45,45,,,,
"Otro tipo",,,,,,
"Viviendas particulares (025)",5,5,,,,
"Ocupantes presentes (026)",11,11,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",5144,4939,179,22,4,
"Ocupantes presentes (029)",21810,20095,1405,248,62,
"Casa independiente",,,,,,
"Viviendas particulares (031)",5087,4885,176,22,4,
"Ocupantes presentes (032)",21579,19890,1379,248,62,
"Departamento en edificio",,,,,,
"Viviendas particulares (034)",10,9,1,,,
"Ocupantes presentes (035)",46,40,6,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",10,9,1,,,
"Ocupantes presentes (038)",30,20,10,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",19,18,1,,,
"Ocupantes presentes (041)",99,89,10,,,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",3,3,,,,
"Ocupantes presentes (047)",4,4,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",10,10,,,,
"Ocupantes presentes (050)",41,41,,,,
"Otro tipo",,,,,,
"Viviendas particulares (052)",5,5,,,,
"Ocupantes presentes (053)",11,11,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",9277,9226,49,1,1,
"Ocupantes presentes (056)",37991,37527,430,16,18,
"Casa independiente",,,,,,
"Viviendas particulares (058)",8784,8733,49,1,1,
"Ocupantes presentes (059)",36296,35832,430,16,18,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",491,491,,,,
"Ocupantes presentes (071)",1691,1691,,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",2,2,,,,
"Ocupantes presentes (077)",4,4,,,,
"Otro tipo",,,,,,
