"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia PUERTO INCA (000)",6660,13,53,175,437,1326,3473,1183
"De 12 a 14 años (001)",21,,,,,,9,12
"De 15 a 19 años (002)",519,,,,,,346,173
"De 20 a 24 años (003)",1020,,,,,7,767,246
"De 25 a 29 años (004)",997,,,,,54,773,170
"De 30 a 34 años (005)",873,,,,1,158,615,99
"De 35 a 39 años (006)",842,,,,6,234,499,103
"De 40 a 44 años (007)",662,,,,25,263,308,66
"De 45 a 49 años (008)",517,,,2,46,272,135,62
"De 50 y más años (009)",1209,13,53,173,359,338,21,252
"PEA (010)",1646,,7,41,104,393,745,356
"De 12 a 14 años (011)",4,,,,,,3,1
"De 15 a 19 años (012)",95,,,,,,55,40
"De 20 a 24 años (013)",207,,,,,1,137,69
"De 25 a 29 años (014)",230,,,,,12,160,58
"De 30 a 34 años (015)",254,,,,1,57,157,39
"De 35 a 39 años (016)",226,,,,1,67,115,43
"De 40 a 44 años (017)",193,,,,6,79,82,26
"De 45 a 49 años (018)",153,,,,16,85,31,21
"De 50 y más años (019)",284,,7,41,80,92,5,59
"Ocupada (020)",1575,,7,39,100,380,711,338
"De 12 a 14 años (021)",2,,,,,,1,1
"De 15 a 19 años (022)",87,,,,,,50,37
"De 20 a 24 años (023)",194,,,,,1,128,65
"De 25 a 29 años (024)",219,,,,,12,151,56
"De 30 a 34 años (025)",243,,,,1,55,151,36
"De 35 a 39 años (026)",221,,,,1,66,113,41
"De 40 a 44 años (027)",189,,,,6,76,82,25
"De 45 a 49 años (028)",145,,,,15,80,30,20
"De 50 y más años (029)",275,,7,39,77,90,5,57
"Desocupada (030)",71,,,2,4,13,34,18
"De 12 a 14 años (031)",2,,,,,,2,
"De 15 a 19 años (032)",8,,,,,,5,3
"De 20 a 24 años (033)",13,,,,,,9,4
"De 25 a 29 años (034)",11,,,,,,9,2
"De 30 a 34 años (035)",11,,,,,2,6,3
"De 35 a 39 años (036)",5,,,,,1,2,2
"De 40 a 44 años (037)",4,,,,,3,,1
"De 45 a 49 años (038)",8,,,,1,5,1,1
"De 50 y más años (039)",9,,,2,3,2,,2
"No PEA (040)",5014,13,46,134,333,933,2728,827
"De 12 a 14 años (041)",17,,,,,,6,11
"De 15 a 19 años (042)",424,,,,,,291,133
"De 20 a 24 años (043)",813,,,,,6,630,177
"De 25 a 29 años (044)",767,,,,,42,613,112
"De 30 a 34 años (045)",619,,,,,101,458,60
"De 35 a 39 años (046)",616,,,,5,167,384,60
"De 40 a 44 años (047)",469,,,,19,184,226,40
"De 45 a 49 años (048)",364,,,2,30,187,104,41
