"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia CUSCO (000)",5895,62,2900,1855,943,135
"Sin nivel (001)",107,1,20,31,35,20
"Educación inicial (002)",4,,1,3,,
"Primaria (003)",607,27,168,195,168,49
"Secundaria (004)",2355,34,1299,675,312,35
"Superior no univ. incompleta (005)",491,,321,118,48,4
"Superior no univ. completa (006)",713,,379,270,55,9
"Superior univ. incompleta (007)",551,,318,129,99,5
"Superior univ. completa (008)",1067,,394,434,226,13
"Hombres (010)",3242,35,1461,1003,634,109
"Sin nivel (011)",47,1,8,15,14,9
"Educación inicial (012)",2,,,2,,
"Primaria (013)",376,12,84,112,120,48
"Secundaria (014)",1451,22,734,420,244,31
"Superior no univ. incompleta (015)",232,,152,50,27,3
"Superior no univ. completa (016)",300,,153,112,30,5
"Superior univ. incompleta (017)",324,,179,73,69,3
"Superior univ. completa (018)",510,,151,219,130,10
"Mujeres (020)",2653,27,1439,852,309,26
"Sin nivel (021)",60,,12,16,21,11
"Educación inicial (022)",2,,1,1,,
"Primaria (023)",231,15,84,83,48,1
"Secundaria (024)",904,12,565,255,68,4
"Superior no univ. incompleta (025)",259,,169,68,21,1
"Superior no univ. completa (026)",413,,226,158,25,4
"Superior univ. incompleta (027)",227,,139,56,30,2
"Superior univ. completa (028)",557,,243,215,96,3
,,,,,,
"Area Urbana (030)",5773,60,2834,1823,925,131
"Sin nivel (031)",98,1,19,30,32,16
"Educación inicial (032)",4,,1,3,,
"Primaria (033)",576,27,155,186,159,49
"Secundaria (034)",2289,32,1258,657,307,35
"Superior no univ. incompleta (035)",487,,318,117,48,4
"Superior no univ. completa (036)",707,,374,270,54,9
"Superior univ. incompleta (037)",548,,317,127,99,5
"Superior univ. completa (038)",1064,,392,433,226,13
"Hombres (040)",3150,33,1416,978,618,105
"Sin nivel (041)",38,1,7,14,11,5
"Educación inicial (042)",2,,,2,,
"Primaria (043)",353,12,76,104,113,48
"Secundaria (044)",1401,20,704,407,239,31
"Superior no univ. incompleta (045)",230,,151,49,27,3
"Superior no univ. completa (046)",295,,149,112,29,5
"Superior univ. incompleta (047)",322,,178,72,69,3
"Superior univ. completa (048)",509,,151,218,130,10
"Mujeres (050)",2623,27,1418,845,307,26
"Sin nivel (051)",60,,12,16,21,11
"Educación inicial (052)",2,,1,1,,
"Primaria (053)",223,15,79,82,46,1
"Secundaria (054)",888,12,554,250,68,4
"Superior no univ. incompleta (055)",257,,167,68,21,1
"Superior no univ. completa (056)",412,,225,158,25,4
"Superior univ. incompleta (057)",226,,139,55,30,2
"Superior univ. completa (058)",555,,241,215,96,3
,,,,,,
"Area Rural (060)",122,2,66,32,18,4
"Sin nivel (061)",9,,1,1,3,4
"Primaria (063)",31,,13,9,9,
"Secundaria (064)",66,2,41,18,5,
"Superior no univ. incompleta (065)",4,,3,1,,
"Superior no univ. completa (066)",6,,5,,1,
"Superior univ. incompleta (067)",3,,1,2,,
"Superior univ. completa (068)",3,,2,1,,
"Hombres (070)",92,2,45,25,16,4
"Sin nivel (071)",9,,1,1,3,4
"Primaria (073)",23,,8,8,7,
"Secundaria (074)",50,2,30,13,5,
"Superior no univ. incompleta (075)",2,,1,1,,
"Superior no univ. completa (076)",5,,4,,1,
"Superior univ. incompleta (077)",2,,1,1,,
"Superior univ. completa (078)",1,,,1,,
"Mujeres (080)",30,,21,7,2,
"Primaria (083)",8,,5,1,2,
"Secundaria (084)",16,,11,5,,
"Superior no univ. incompleta (085)",2,,2,,,
"Superior no univ. completa (086)",1,,1,,,
"Superior univ. incompleta (087)",1,,,1,,
"Superior univ. completa (088)",2,,2,,,
