"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CAJABAMBA (000)",74287,23242,4189,737,46176
"Menos de 1 año (001)",1710,1224,71,5,410
"De 1 a 14 años (002)",26608,17023,1557,169,7877
"De 15 a 29 años (003)",18068,2934,595,155,14399
"De 30 a 44 años (004)",12632,1136,1056,196,10264
"De 45 a 64 años (005)",9855,675,663,148,8373
"De 65 y mas años (006)",5414,250,247,64,4853
"Hombres (008)",36644,11524,2001,426,22727
"Menos de 1 año (009)",879,634,33,3,209
"De 1 a 14 años (010)",13650,8777,791,88,3999
"De 15 a 29 años (011)",8928,1285,269,97,7288
"De 30 a 44 años (012)",6068,410,474,122,5077
"De 45 a 64 años (013)",4611,304,315,80,3915
"De 65 y mas años (014)",2508,114,119,36,2239
"Mujeres (016)",37643,11718,2188,311,23449
"Menos de 1 año (017)",831,590,38,2,201
"De 1 a 14 años (018)",12958,8246,766,81,3878
"De 15 a 29 años (019)",9140,1649,326,58,7111
"De 30 a 44 años (020)",6564,726,582,74,5187
"De 45 a 64 años (021)",5244,371,348,68,4458
"De 65 y mas años (022)",2906,136,128,28,2614
,,,,,
"URBANA (024)",18194,3296,3243,465,11221
"Menos de 1 año (025)",329,170,48,3,108
"De 1 a 14 años (026)",5621,2145,1094,112,2279
"De 15 a 29 años (027)",4759,549,456,88,3672
"De 30 a 44 años (028)",3522,222,906,130,2278
"De 45 a 64 años (029)",2643,135,539,93,1878
"De 65 y mas años (030)",1320,75,200,39,1006
"Hombres (032)",8629,1603,1509,279,5255
"Menos de 1 año (033)",166,86,19,2,59
"De 1 a 14 años (034)",2886,1100,544,59,1185
"De 15 a 29 años (035)",2251,248,209,62,1736
"De 30 a 44 años (036)",1581,71,393,85,1041
"De 45 a 64 años (037)",1182,61,249,50,824
"De 65 y mas años (038)",563,37,95,21,410
"Mujeres (040)",9565,1693,1734,186,5966
"Menos de 1 año (041)",163,84,29,1,49
"De 1 a 14 años (042)",2735,1045,550,53,1094
"De 15 a 29 años (043)",2508,301,247,26,1936
"De 30 a 44 años (044)",1941,151,513,45,1237
"De 45 a 64 años (045)",1461,74,290,43,1054
"De 65 y mas años (046)",757,38,105,18,596
,,,,,
"RURAL (048)",56093,19946,946,272,34955
"Menos de 1 año (049)",1381,1054,23,2,302
"De 1 a 14 años (050)",20987,14878,463,57,5598
"De 15 a 29 años (051)",13309,2385,139,67,10727
"De 30 a 44 años (052)",9110,914,150,66,7986
"De 45 a 64 años (053)",7212,540,124,55,6495
"De 65 y mas años (054)",4094,175,47,25,3847
"Hombres (056)",28015,9921,492,147,17472
"Menos de 1 año (057)",713,548,14,1,150
"De 1 a 14 años (058)",10764,7677,247,29,2814
"De 15 a 29 años (059)",6677,1037,60,35,5552
"De 30 a 44 años (060)",4487,339,81,37,4036
"De 45 a 64 años (061)",3429,243,66,30,3091
"De 65 y mas años (062)",1945,77,24,15,1829
"Mujeres (064)",28078,10025,454,125,17483
"Menos de 1 año (065)",668,506,9,1,152
"De 1 a 14 años (066)",10223,7201,216,28,2784
"De 15 a 29 años (067)",6632,1348,79,32,5175
"De 30 a 44 años (068)",4623,575,69,29,3950
"De 45 a 64 años (069)",3783,297,58,25,3404
"De 65 y mas años (070)",2149,98,23,10,2018
