"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia HUAYLAS",,,,,,,,,
"Hogares (001)",13080,300,109,57,39,17,20,13,12525
"Ocupantes presentes (002)",53368,964,329,186,128,79,87,42,51553
"Casa independiente",,,,,,,,,
"Hogares (004)",12865,296,104,55,37,17,20,13,12323
"Ocupantes presentes (005)",52604,956,318,181,119,79,87,42,50822
"Departamento en edificio",,,,,,,,,
"Hogares (007)",32,,,,1,,,,31
"Ocupantes presentes (008)",99,,,,4,,,,95
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",49,2,1,1,,,,,45
"Ocupantes presentes (011)",153,3,1,1,,,,,148
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",50,1,2,,1,,,,46
"Ocupantes presentes (014)",172,1,5,,5,,,,161
"Choza o cabaña",,,,,,,,,
"Hogares (016)",73,1,1,1,,,,,70
"Ocupantes presentes (017)",316,4,4,4,,,,,304
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",1,,,,,,,,1
"Ocupantes presentes (020)",1,,,,,,,,1
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",8,,1,,,,,,7
"Ocupantes presentes (023)",21,,1,,,,,,20
"Otro tipo",,,,,,,,,
"Hogares (025)",2,,,,,,,,2
"Ocupantes presentes (026)",2,,,,,,,,2
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",4484,188,65,30,23,10,7,7,4154
"Ocupantes presentes (029)",17187,611,205,87,66,44,30,17,16127
"Casa independiente",,,,,,,,,
"Hogares (031)",4350,185,62,29,21,10,7,7,4029
"Ocupantes presentes (032)",16755,607,199,86,57,44,30,17,15715
"Departamento en edificio",,,,,,,,,
"Hogares (034)",32,,,,1,,,,31
"Ocupantes presentes (035)",99,,,,4,,,,95
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",49,2,1,1,,,,,45
"Ocupantes presentes (038)",153,3,1,1,,,,,148
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",50,1,2,,1,,,,46
"Ocupantes presentes (041)",172,1,5,,5,,,,161
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",1,,,,,,,,1
"Ocupantes presentes (047)",1,,,,,,,,1
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",2,,,,,,,,2
"Ocupantes presentes (050)",7,,,,,,,,7
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",8596,112,44,27,16,7,13,6,8371
"Ocupantes presentes (056)",36181,353,124,99,62,35,57,25,35426
"Casa independiente",,,,,,,,,
"Hogares (058)",8515,111,42,26,16,7,13,6,8294
"Ocupantes presentes (059)",35849,349,119,95,62,35,57,25,35107
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",73,1,1,1,,,,,70
"Ocupantes presentes (071)",316,4,4,4,,,,,304
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",6,,1,,,,,,5
"Ocupantes presentes (077)",14,,1,,,,,,13
"Otro tipo",,,,,,,,,
"Hogares (079)",2,,,,,,,,2
"Ocupantes presentes (080)",2,,,,,,,,2
