"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia VILCAS HUAMAN",,,,,,,,,
"Viviendas particulares (001)",3121,638,354,88,274,12,12,5,1738
"Ocupantes presentes (002)",10640,2223,1217,288,1017,50,45,11,5789
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",3087,629,343,86,273,12,12,5,1727
"Ocupantes presentes (005)",10516,2193,1168,281,1014,50,45,11,5754
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",22,6,5,1,1,,,,9
"Ocupantes presentes (011)",91,18,35,4,3,,,,31
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",8,2,5,,,,,,1
"Ocupantes presentes (014)",23,9,11,,,,,,3
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",4,1,1,1,,,,,1
"Ocupantes presentes (017)",10,3,3,3,,,,,1
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",1415,506,255,45,54,2,1,4,548
"Ocupantes presentes (029)",4690,1759,852,137,195,7,1,8,1731
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",1385,498,245,44,53,2,1,4,538
"Ocupantes presentes (032)",4576,1732,806,133,192,7,1,8,1697
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",22,6,5,1,1,,,,9
"Ocupantes presentes (038)",91,18,35,4,3,,,,31
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",8,2,5,,,,,,1
"Ocupantes presentes (041)",23,9,11,,,,,,3
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",1706,132,99,43,220,10,11,1,1190
"Ocupantes presentes (056)",5950,464,365,151,822,43,44,3,4058
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",1702,131,98,42,220,10,11,1,1189
"Ocupantes presentes (059)",5940,461,362,148,822,43,44,3,4057
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",4,1,1,1,,,,,1
"Ocupantes presentes (071)",10,3,3,3,,,,,1
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
