"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia SAN IGNACIO (000)",66098,37062,119,739,25692,935,67,127,156,1201
"Hombres (001)",23469,19118,85,556,2208,492,50,69,155,736
"Mujeres (002)",42629,17944,34,183,23484,443,17,58,1,465
"De 06 a 14 años (003)",32161,30630,,,681,496,4,30,,320
"Hombres (004)",16370,15766,,,186,249,2,17,,150
"Mujeres (005)",15791,14864,,,495,247,2,13,,170
"De 15 a 29 años (006)",16904,6257,9,232,9781,,30,34,156,405
"Hombres (007)",4680,3302,7,176,759,,23,20,155,238
"Mujeres (008)",12224,2955,2,56,9022,,7,14,1,167
"De 30 a 44 años (009)",8309,120,14,179,7751,,17,25,,203
"Hombres (010)",893,38,10,135,531,,13,11,,155
"Mujeres (011)",7416,82,4,44,7220,,4,14,,48
"De 45 a 64 años (012)",5924,46,41,168,5481,21,11,15,,141
"Hombres (013)",751,10,30,128,443,13,8,10,,109
"Mujeres (014)",5173,36,11,40,5038,8,3,5,,32
"De 65 y más años (015)",2800,9,55,160,1998,418,5,23,,132
"Hombres (016)",775,2,38,117,289,230,4,11,,84
"Mujeres (017)",2025,7,17,43,1709,188,1,12,,48
,,,,,,,,,,
"AREA URBANA (018)",10363,6071,76,139,3644,107,11,17,134,164
"Hombres (019)",3890,2958,49,80,510,43,5,8,134,103
"Mujeres (020)",6473,3113,27,59,3134,64,6,9,,61
"De 06 a 14 años (021)",4533,4391,,,77,30,,5,,30
"Hombres (022)",2241,2189,,,24,12,,2,,14
"Mujeres (023)",2292,2202,,,53,18,,3,,16
"De 15 a 29 años (024)",3118,1622,4,31,1263,,5,6,134,53
"Hombres (025)",1105,745,3,14,171,,3,6,134,29
"Mujeres (026)",2013,877,1,17,1092,,2,,,24
"De 30 a 44 años (027)",1263,45,7,30,1133,,5,3,,40
"Hombres (028)",192,18,5,17,119,,2,,,31
"Mujeres (029)",1071,27,2,13,1014,,3,3,,9
"De 45 a 64 años (030)",923,10,25,41,824,2,1,,,20
"Hombres (031)",176,5,16,22,115,2,,,,16
"Mujeres (032)",747,5,9,19,709,,1,,,4
"De 65 y más años (033)",526,3,40,37,347,75,,3,,21
"Hombres (034)",176,1,25,27,81,29,,,,13
"Mujeres (035)",350,2,15,10,266,46,,3,,8
,,,,,,,,,,
"AREA RURAL (036)",55735,30991,43,600,22048,828,56,110,22,1037
"Hombres (037)",19579,16160,36,476,1698,449,45,61,21,633
"Mujeres (038)",36156,14831,7,124,20350,379,11,49,1,404
"De 06 a 14 años (039)",27628,26239,,,604,466,4,25,,290
"Hombres (040)",14129,13577,,,162,237,2,15,,136
"Mujeres (041)",13499,12662,,,442,229,2,10,,154
"De 15 a 29 años (042)",13786,4635,5,201,8518,,25,28,22,352
"Hombres (043)",3575,2557,4,162,588,,20,14,21,209
"Mujeres (044)",10211,2078,1,39,7930,,5,14,1,143
"De 30 a 44 años (045)",7046,75,7,149,6618,,12,22,,163
"Hombres (046)",701,20,5,118,412,,11,11,,124
"Mujeres (047)",6345,55,2,31,6206,,1,11,,39
"De 45 a 64 años (048)",5001,36,16,127,4657,19,10,15,,121
"Hombres (049)",575,5,14,106,328,11,8,10,,93
"Mujeres (050)",4426,31,2,21,4329,8,2,5,,28
"De 65 y más años (051)",2274,6,15,123,1651,343,5,20,,111
"Hombres (052)",599,1,13,90,208,201,4,11,,71
"Mujeres (053)",1675,5,2,33,1443,142,1,9,,40
