"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia HUALGAYOC (000)",35640,22864,200,319,10892,697,12,202,,454
"Hombres (001)",14298,12062,133,182,1329,287,10,104,,191
"Mujeres (002)",21342,10802,67,137,9563,410,2,98,,263
"De 06 a 14 años (003)",18728,18182,,,281,141,,26,,98
"Hombres (004)",9536,9364,,,63,66,,13,,30
"Mujeres (005)",9192,8818,,,218,75,,13,,68
"De 15 a 29 años (006)",8395,4597,9,63,3503,,4,42,,177
"Hombres (007)",3157,2663,4,30,366,,4,26,,64
"Mujeres (008)",5238,1934,5,33,3137,,,16,,113
"De 30 a 44 años (009)",3285,66,10,70,3017,,5,47,,70
"Hombres (010)",443,26,7,41,305,,3,25,,36
"Mujeres (011)",2842,40,3,29,2712,,2,22,,34
"De 45 a 64 años (012)",2814,15,84,83,2507,17,3,43,,62
"Hombres (013)",481,6,54,52,301,6,3,20,,39
"Mujeres (014)",2333,9,30,31,2206,11,,23,,23
"De 65 y más años (015)",2418,4,97,103,1584,539,,44,,47
"Hombres (016)",681,3,68,59,294,215,,20,,22
"Mujeres (017)",1737,1,29,44,1290,324,,24,,25
,,,,,,,,,,
"AREA URBANA (018)",9809,5235,127,230,3969,83,6,20,,139
"Hombres (019)",3562,2708,80,128,514,42,5,7,,78
"Mujeres (020)",6247,2527,47,102,3455,41,1,13,,61
"De 06 a 14 años (021)",3625,3508,,,69,19,,5,,24
"Hombres (022)",1843,1799,,,25,8,,2,,9
"Mujeres (023)",1782,1709,,,44,11,,3,,15
"De 15 a 29 años (024)",3038,1672,9,44,1263,,2,1,,47
"Hombres (025)",1082,882,4,21,144,,2,,,29
"Mujeres (026)",1956,790,5,23,1119,,,1,,18
"De 30 a 44 años (027)",1305,43,6,53,1175,,3,4,,21
"Hombres (028)",193,21,3,31,122,,2,2,,12
"Mujeres (029)",1112,22,3,22,1053,,1,2,,9
"De 45 a 64 años (030)",1120,11,58,71,952,,1,5,,22
"Hombres (031)",223,5,37,43,120,,1,2,,15
"Mujeres (032)",897,6,21,28,832,,,3,,7
"De 65 y más años (033)",721,1,54,62,510,64,,5,,25
"Hombres (034)",221,1,36,33,103,34,,1,,13
"Mujeres (035)",500,,18,29,407,30,,4,,12
,,,,,,,,,,
"AREA RURAL (036)",25831,17629,73,89,6923,614,6,182,,315
"Hombres (037)",10736,9354,53,54,815,245,5,97,,113
"Mujeres (038)",15095,8275,20,35,6108,369,1,85,,202
"De 06 a 14 años (039)",15103,14674,,,212,122,,21,,74
"Hombres (040)",7693,7565,,,38,58,,11,,21
"Mujeres (041)",7410,7109,,,174,64,,10,,53
"De 15 a 29 años (042)",5357,2925,,19,2240,,2,41,,130
"Hombres (043)",2075,1781,,9,222,,2,26,,35
"Mujeres (044)",3282,1144,,10,2018,,,15,,95
"De 30 a 44 años (045)",1980,23,4,17,1842,,2,43,,49
"Hombres (046)",250,5,4,10,183,,1,23,,24
"Mujeres (047)",1730,18,,7,1659,,1,20,,25
"De 45 a 64 años (048)",1694,4,26,12,1555,17,2,38,,40
"Hombres (049)",258,1,17,9,181,6,2,18,,24
"Mujeres (050)",1436,3,9,3,1374,11,,20,,16
"De 65 y más años (051)",1697,3,43,41,1074,475,,39,,22
"Hombres (052)",460,2,32,26,191,181,,19,,9
"Mujeres (053)",1237,1,11,15,883,294,,20,,13
