"CUADRO Nº 11: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA POTABLE, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA POTABLE",,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)"
,,,,
"Provincia CORONEL PORTILLO",,,,
"Viviendas particulares (001)",35042,23135,8714,3193
"Ocupantes presentes (002)",161848,106211,40561,15076
"Casa independiente",,,,
"Viviendas particulares (004)",31428,20584,7769,3075
"Ocupantes presentes (005)",150514,98239,37729,14546
"Departamento en edificio",,,,
"Viviendas particulares (007)",427,391,36,
"Ocupantes presentes (008)",1308,1209,99,
"Vivienda en quinta",,,,
"Viviendas particulares (010)",2442,1731,711,
"Ocupantes presentes (011)",7122,5160,1962,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (013)",369,250,109,10
"Ocupantes presentes (014)",1350,931,385,34
"Choza o cabaña",,,,
"Viviendas particulares (016)",73,,,73
"Ocupantes presentes (017)",346,,,346
"Vivienda improvisada",,,,
"Viviendas particulares (019)",229,121,81,27
"Ocupantes presentes (020)",1022,525,372,125
"Local no dest.para hab. humana",,,,
"Viviendas particulares (022)",73,58,8,7
"Ocupantes presentes (023)",183,147,14,22
"Otro tipo",,,,
"Viviendas particulares (025)",1,,,1
"Ocupantes presentes (026)",3,,,3
Si,,,,
"Viviendas particulares (028)",33738,22400,8346,2992
"Ocupantes presentes (029)",155955,102905,38889,14161
"Casa independiente",,,,
"Viviendas particulares (031)",30221,19912,7430,2879
"Ocupantes presentes (032)",144974,95176,36149,13649
"Departamento en edificio",,,,
"Viviendas particulares (034)",420,385,35,
"Ocupantes presentes (035)",1282,1190,92,
"Vivienda en quinta",,,,
"Viviendas particulares (037)",2382,1692,690,
"Ocupantes presentes (038)",6906,4998,1908,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (040)",353,237,106,10
"Ocupantes presentes (041)",1287,888,365,34
"Choza o cabaña",,,,
"Viviendas particulares (043)",73,,,73
"Ocupantes presentes (044)",346,,,346
"Vivienda improvisada",,,,
"Viviendas particulares (046)",218,117,77,24
"Ocupantes presentes (047)",985,509,361,115
"Local no dest.para hab. humana",,,,
"Viviendas particulares (049)",70,57,8,5
"Ocupantes presentes (050)",172,144,14,14
"Otro tipo",,,,
"Viviendas particulares (052)",1,,,1
"Ocupantes presentes (053)",3,,,3
No,,,,
"Viviendas particulares (055)",1304,735,368,201
"Ocupantes presentes (056)",5893,3306,1672,915
"Casa independiente",,,,
"Viviendas particulares (058)",1207,672,339,196
"Ocupantes presentes (059)",5540,3063,1580,897
"Departamento en edificio",,,,
"Viviendas particulares (061)",7,6,1,
"Ocupantes presentes (062)",26,19,7,
"Vivienda en quinta",,,,
"Viviendas particulares (064)",60,39,21,
"Ocupantes presentes (065)",216,162,54,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (067)",16,13,3,
"Ocupantes presentes (068)",63,43,20,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (073)",11,4,4,3
"Ocupantes presentes (074)",37,16,11,10
"Local no dest.para hab. humana",,,,
"Viviendas particulares (076)",3,1,,2
"Ocupantes presentes (077)",11,3,,8
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
URBANA,,,,
"Viviendas particulares (109)",34766,23093,8614,3059
"Ocupantes presentes (110)",160594,106075,40066,14453
"Casa independiente",,,,
"Viviendas particulares (112)",31225,20542,7669,3014
"Ocupantes presentes (113)",149606,98103,37234,14269
"Departamento en edificio",,,,
"Viviendas particulares (115)",427,391,36,
"Ocupantes presentes (116)",1308,1209,99,
"Vivienda en quinta",,,,
"Viviendas particulares (118)",2442,1731,711,
"Ocupantes presentes (119)",7122,5160,1962,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (121)",369,250,109,10
"Ocupantes presentes (122)",1350,931,385,34
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (127)",229,121,81,27
"Ocupantes presentes (128)",1022,525,372,125
"Local no dest.para hab. humana",,,,
"Viviendas particulares (130)",73,58,8,7
"Ocupantes presentes (131)",183,147,14,22
"Otro tipo",,,,
"Viviendas particulares (133)",1,,,1
"Ocupantes presentes (134)",3,,,3
Si,,,,
"Viviendas particulares (136)",33502,22358,8271,2873
"Ocupantes presentes (137)",154909,102769,38526,13614
"Casa independiente",,,,
"Viviendas particulares (139)",30058,19870,7355,2833
"Ocupantes presentes (140)",144274,95040,35786,13448
"Departamento en edificio",,,,
"Viviendas particulares (142)",420,385,35,
"Ocupantes presentes (143)",1282,1190,92,
"Vivienda en quinta",,,,
"Viviendas particulares (145)",2382,1692,690,
"Ocupantes presentes (146)",6906,4998,1908,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (148)",353,237,106,10
"Ocupantes presentes (149)",1287,888,365,34
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (154)",218,117,77,24
"Ocupantes presentes (155)",985,509,361,115
"Local no dest.para hab. humana",,,,
"Viviendas particulares (157)",70,57,8,5
"Ocupantes presentes (158)",172,144,14,14
"Otro tipo",,,,
"Viviendas particulares (160)",1,,,1
"Ocupantes presentes (161)",3,,,3
No,,,,
"Viviendas particulares (163)",1264,735,343,186
"Ocupantes presentes (164)",5685,3306,1540,839
"Casa independiente",,,,
"Viviendas particulares (166)",1167,672,314,181
"Ocupantes presentes (167)",5332,3063,1448,821
"Departamento en edificio",,,,
"Viviendas particulares (169)",7,6,1,
"Ocupantes presentes (170)",26,19,7,
"Vivienda en quinta",,,,
"Viviendas particulares (172)",60,39,21,
"Ocupantes presentes (173)",216,162,54,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (175)",16,13,3,
"Ocupantes presentes (176)",63,43,20,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (181)",11,4,4,3
"Ocupantes presentes (182)",37,16,11,10
"Local no dest.para hab. humana",,,,
"Viviendas particulares (184)",3,1,,2
"Ocupantes presentes (185)",11,3,,8
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
RURAL,,,,
"Viviendas particulares (217)",276,42,100,134
"Ocupantes presentes (218)",1254,136,495,623
"Casa independiente",,,,
"Viviendas particulares (220)",203,42,100,61
"Ocupantes presentes (221)",908,136,495,277
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (232)",73,,,73
"Ocupantes presentes (233)",346,,,346
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (244)",236,42,75,119
"Ocupantes presentes (245)",1046,136,363,547
"Casa independiente",,,,
"Viviendas particulares (247)",163,42,75,46
"Ocupantes presentes (248)",700,136,363,201
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (259)",73,,,73
"Ocupantes presentes (260)",346,,,346
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (271)",40,,25,15
"Ocupantes presentes (272)",208,,132,76
"Casa independiente",,,,
"Viviendas particulares (274)",40,,25,15
"Ocupantes presentes (275)",208,,132,76
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
