"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia CHICLAYO (000)",213194,2092,63724,66682,31152,12725,5371,1385,192,,29871
"Conviviente (001)",60117,769,22877,19676,7301,2679,1134,284,35,,5362
"Separado(a) (002)",17747,278,5953,6012,2713,1077,480,134,18,,1082
"Casado(a) (003)",89885,626,25348,31234,16634,6766,2588,631,92,,5966
"Viudo(a) (004)",15853,271,5914,5050,1956,836,486,193,25,,1122
"Divorciado(a) (005)",1588,23,448,510,294,117,50,14,1,,131
"Soltero(a) (006)",28004,125,3184,4200,2254,1250,633,129,21,,16208
,,,,,,,,,,,
"URBANA (008)",200358,1898,58661,62706,29900,12297,5199,1337,187,,28173
"Conviviente (009)",56018,696,21015,18408,6921,2540,1077,269,31,,5061
"Separado(a) (010)",16855,259,5619,5706,2604,1029,463,127,18,,1030
"Casado(a) (011)",84145,557,22982,29227,16003,6562,2514,612,91,,5597
"Viudo(a) (012)",14970,249,5519,4760,1880,818,472,189,25,,1058
"Divorciado(a) (013)",1561,23,433,506,291,116,50,13,1,,128
"Soltero(a) (014)",26809,114,3093,4099,2201,1232,623,127,21,,15299
,,,,,,,,,,,
"RURAL (016)",12836,194,5063,3976,1252,428,172,48,5,,1698
"Conviviente (017)",4099,73,1862,1268,380,139,57,15,4,,301
"Separado(a) (018)",892,19,334,306,109,48,17,7,,,52
"Casado(a) (019)",5740,69,2366,2007,631,204,74,19,1,,369
"Viudo(a) (020)",883,22,395,290,76,18,14,4,,,64
"Divorciado(a) (021)",27,,15,4,3,1,,1,,,3
"Soltero(a) (022)",1195,11,91,101,53,18,10,2,,,909
