"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia FERREÑAFE (000)",89529,30020,9992,2554,47057
"Quechua (001)",20442,10316,309,58,9766
"Aymara (002)",57,33,4,3,18
"Asháninka (003)",18,8,4,4,5
"Otra lengua nativa (004)",20,4,2,2,13
"Castellano (005)",68828,19611,9662,2484,37153
"Idioma Extranjero (006)",3,,,1,2
"Es Sordomudo/a (007)",161,48,11,2,100
"Hombres (009)",44282,13812,4817,1405,24307
"Quechua (010)",9991,4847,165,39,4945
"Aymara (011)",32,19,4,1,9
"Asháninka (012)",5,2,,1,2
"Otra lengua nativa (013)",7,2,1,1,4
"Castellano (014)",34173,8920,4641,1363,19301
"Idioma Extranjero (015)",2,,,,2
"Es Sordomudo/a (016)",72,22,6,,44
"Mujeres (018)",45247,16208,5175,1149,22750
"Quechua (019)",10451,5469,144,19,4821
"Aymara (020)",25,14,,2,9
"Asháninka (021)",13,6,4,3,3
"Otra lengua nativa (022)",13,2,1,1,9
"Castellano (023)",34655,10691,5021,1121,17852
"Idioma Extranjero (024)",1,,,1,
"Es Sordomudo/a (025)",89,26,5,2,56
,,,,,
"URBANA (027)",48695,10694,8441,2308,27332
"Quechua (028)",2903,889,147,46,1826
"Aymara (029)",18,6,3,3,7
"Asháninka (030)",12,6,3,3,2
"Otra lengua nativa (031)",16,2,2,2,11
"Castellano (032)",45666,9776,8277,2251,25433
"Idioma Extranjero (033)",2,,,1,1
"Es Sordomudo/a (034)",78,15,9,2,52
"Hombres (036)",23750,4739,4017,1251,13791
"Quechua (037)",1539,409,85,29,1020
"Aymara (038)",10,3,3,1,4
"Asháninka (039)",5,2,,1,2
"Otra lengua nativa (040)",5,1,1,1,3
"Castellano (041)",22154,4317,3923,1219,12737
"Idioma Extranjero (042)",1,,,,1
"Es Sordomudo/a (043)",36,7,5,,24
"Mujeres (045)",24945,5955,4424,1057,13541
"Quechua (046)",1364,480,62,17,806
"Aymara (047)",8,3,,2,3
"Asháninka (048)",7,4,3,2,
"Otra lengua nativa (049)",11,1,1,1,8
"Castellano (050)",23512,5459,4354,1032,12696
"Idioma Extranjero (051)",1,,,1,
"Es Sordomudo/a (052)",42,8,4,2,28
,,,,,
"RURAL (054)",40834,19326,1551,246,19725
"Quechua (055)",17539,9427,162,12,7940
"Aymara (056)",39,27,1,,11
"Asháninka (057)",6,2,1,1,3
"Otra lengua nativa (058)",4,2,,,2
"Castellano (059)",23162,9835,1385,233,11720
"Idioma Extranjero (060)",1,,,,1
"Es Sordomudo/a (061)",83,33,2,,48
"Hombres (063)",20532,9073,800,154,10516
"Quechua (064)",8452,4438,80,10,3925
"Aymara (065)",22,16,1,,5
"Otra lengua nativa (067)",2,1,,,1
"Castellano (068)",12019,4603,718,144,6564
"Idioma Extranjero (069)",1,,,,1
"Es Sordomudo/a (070)",36,15,1,,20
"Mujeres (072)",20302,10253,751,92,9209
"Quechua (073)",9087,4989,82,2,4015
"Aymara (074)",17,11,,,6
"Asháninka (075)",6,2,1,1,3
"Otra lengua nativa (076)",2,1,,,1
"Castellano (077)",11143,5232,667,89,5156
"Es Sordomudo/a (079)",47,18,1,,28
