"CUADRO Nº 8: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA",,,,,,
,,TIERRA,CEMENTO,"LOSETAS, TERRAZOS, CERÁMICOS O SIMILARES","PARQUET O MADERA PULIDA","MADERA (PONA, TOR-NILLO, ETC.)","LÁMINAS ASFÁL-TICAS, VINÍLICOS O SIMILARES","OTRO MATERIAL"
,,,,,,,,
"Provincia MORROPON",,,,,,,,
"Viviendas particulares (001)",38414,28537,9405,320,15,14,5,118
"Ocupantes presentes (002)",159347,118417,39036,1292,77,55,9,461
"Casa independiente",,,,,,,,
"Viviendas particulares (004)",37523,27748,9316,312,13,13,5,116
"Ocupantes presentes (005)",155615,115045,38727,1262,68,51,9,453
"Departamento en edificio",,,,,,,,
"Viviendas particulares (007)",24,,18,6,,,,
"Ocupantes presentes (008)",94,,73,21,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (010)",35,,32,1,2,,,
"Ocupantes presentes (011)",97,,85,3,9,,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (013)",53,27,25,1,,,,
"Ocupantes presentes (014)",175,77,92,6,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (016)",745,736,7,,,1,,1
"Ocupantes presentes (017)",3260,3213,36,,,4,,7
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (019)",18,16,2,,,,,
"Ocupantes presentes (020)",64,58,6,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (022)",13,7,5,,,,,1
"Ocupantes presentes (023)",31,13,17,,,,,1
"Otro tipo",,,,,,,,
"Viviendas particulares (025)",3,3,,,,,,
"Ocupantes presentes (026)",11,11,,,,,,
,,,,,,,,
URBANA,,,,,,,,
"Viviendas particulares (028)",22201,13820,7951,312,13,7,2,96
"Ocupantes presentes (029)",91452,56728,32977,1265,64,24,5,389
"Casa independiente",,,,,,,,
"Viviendas particulares (031)",22058,13770,7869,304,11,7,2,95
"Ocupantes presentes (032)",90986,56575,32704,1235,55,24,5,388
"Departamento en edificio",,,,,,,,
"Viviendas particulares (034)",24,,18,6,,,,
"Ocupantes presentes (035)",94,,73,21,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (037)",35,,32,1,2,,,
"Ocupantes presentes (038)",97,,85,3,9,,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (040)",53,27,25,1,,,,
"Ocupantes presentes (041)",175,77,92,6,,,,
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (046)",18,16,2,,,,,
"Ocupantes presentes (047)",64,58,6,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (049)",11,5,5,,,,,1
"Ocupantes presentes (050)",29,11,17,,,,,1
"Otro tipo",,,,,,,,
"Viviendas particulares (052)",2,2,,,,,,
"Ocupantes presentes (053)",7,7,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Viviendas particulares (055)",16213,14717,1454,8,2,7,3,22
"Ocupantes presentes (056)",67895,61689,6059,27,13,31,4,72
"Casa independiente",,,,,,,,
"Viviendas particulares (058)",15465,13978,1447,8,2,6,3,21
"Ocupantes presentes (059)",64629,58470,6023,27,13,27,4,65
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (070)",745,736,7,,,1,,1
"Ocupantes presentes (071)",3260,3213,36,,,4,,7
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (076)",2,2,,,,,,
"Ocupantes presentes (077)",2,2,,,,,,
"Otro tipo",,,,,,,,
"Viviendas particulares (079)",1,1,,,,,,
"Ocupantes presentes (080)",4,4,,,,,,
