"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia GENERAL SANCHEZ CERRO",,,,,,,,,
"Viviendas particulares (001)",145,80,8,4,17,11,1,1,23
"Ocupantes presentes (002)",485,238,35,15,61,52,2,5,77
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",138,75,8,4,16,11,1,1,22
"Ocupantes presentes (005)",463,223,35,15,56,52,2,5,75
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",7,5,,,1,,,,1
"Ocupantes presentes (014)",22,15,,,5,,,,2
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",88,63,7,4,6,3,1,1,3
"Ocupantes presentes (029)",241,156,27,15,24,7,2,5,5
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",81,58,7,4,5,3,1,1,2
"Ocupantes presentes (032)",219,141,27,15,19,7,2,5,3
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",7,5,,,1,,,,1
"Ocupantes presentes (041)",22,15,,,5,,,,2
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",57,17,1,,11,8,,,20
"Ocupantes presentes (056)",244,82,8,,37,45,,,72
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",57,17,1,,11,8,,,20
"Ocupantes presentes (059)",244,82,8,,37,45,,,72
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
