"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia ANTONIO RAYMONDI (000)",14535,2182,343,6817,4034,272,410,128,349
"Hombres (001)",7211,531,168,3507,2282,159,241,91,232
"Mujeres (002)",7324,1651,175,3310,1752,113,169,37,117
"PEA (003)",3767,311,5,1352,1289,143,302,92,273
"Hombres (004)",3166,247,5,1217,1109,117,204,73,194
"Mujeres (005)",601,64,,135,180,26,98,19,79
"Ocupada (006)",3281,276,3,1158,1091,128,278,88,259
"Hombres (007)",2743,221,3,1046,934,104,185,69,181
"Mujeres (008)",538,55,,112,157,24,93,19,78
"Desocupada (009)",486,35,2,194,198,15,24,4,14
"Hombres (010)",423,26,2,171,175,13,19,4,13
"Mujeres (011)",63,9,,23,23,2,5,,1
"No PEA (012)",10768,1871,338,5465,2745,129,108,36,76
"Hombres (013)",4045,284,163,2290,1173,42,37,18,38
"Mujeres (014)",6723,1587,175,3175,1572,87,71,18,38
,,,,,,,,,
"URBANA (018)",3857,305,87,1301,1342,164,278,98,282
"Hombres (019)",1972,67,41,625,742,92,154,65,186
"Mujeres (020)",1885,238,46,676,600,72,124,33,96
"PEA (021)",1366,46,2,235,498,90,206,69,220
"Hombres (022)",1001,27,2,168,397,73,128,52,154
"Mujeres (023)",365,19,,67,101,17,78,17,66
"Ocupada (024)",1235,42,2,200,443,85,189,67,207
"Hombres (025)",894,25,2,141,350,69,115,50,142
"Mujeres (026)",341,17,,59,93,16,74,17,65
"Desocupada (027)",131,4,,35,55,5,17,2,13
"Hombres (028)",107,2,,27,47,4,13,2,12
"Mujeres (029)",24,2,,8,8,1,4,,1
"No PEA (030)",2491,259,85,1066,844,74,72,29,62
"Hombres (031)",971,40,39,457,345,19,26,13,32
"Mujeres (032)",1520,219,46,609,499,55,46,16,30
,,,,,,,,,
"RURAL (036)",10678,1877,256,5516,2692,108,132,30,67
"Hombres (037)",5239,464,127,2882,1540,67,87,26,46
"Mujeres (038)",5439,1413,129,2634,1152,41,45,4,21
"PEA (039)",2401,265,3,1117,791,53,96,23,53
"Hombres (040)",2165,220,3,1049,712,44,76,21,40
"Mujeres (041)",236,45,,68,79,9,20,2,13
"Ocupada (042)",2046,234,1,958,648,43,89,21,52
"Hombres (043)",1849,196,1,905,584,35,70,19,39
"Mujeres (044)",197,38,,53,64,8,19,2,13
"Desocupada (045)",355,31,2,159,143,10,7,2,1
"Hombres (046)",316,24,2,144,128,9,6,2,1
"Mujeres (047)",39,7,,15,15,1,1,,
"No PEA (048)",8277,1612,253,4399,1901,55,36,7,14
"Hombres (049)",3074,244,124,1833,828,23,11,5,6
"Mujeres (050)",5203,1368,129,2566,1073,32,25,2,8
