"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia PISCO (000)",54145,46728,7417
"De 3 a 5 años (001)",7300,900,6400
"De 6 a 11 años (002)",14504,13733,771
"De 12 a 16 años (003)",13013,12928,85
"De 17 a 24 años (004)",19328,19167,161
"Hombres (005)",27971,24121,3850
"De 3 a 5 años (006)",3743,450,3293
"De 6 a 11 años (007)",7513,7080,433
"De 12 a 16 años (008)",6626,6578,48
"De 17 a 24 años (009)",10089,10013,76
"Mujeres (010)",26174,22607,3567
"De 3 a 5 años (011)",3557,450,3107
"De 6 a 11 años (012)",6991,6653,338
"De 12 a 16 años (013)",6387,6350,37
"De 17 a 24 años (014)",9239,9154,85
,,,
"URBANA (015)",47267,40833,6434
"De 3 a 5 años (016)",6367,801,5566
"De 6 a 11 años (017)",12705,12040,665
"De 12 a 16 años (018)",11372,11300,72
"De 17 a 24 años (019)",16823,16692,131
"Hombres (020)",24279,20937,3342
"De 3 a 5 años (021)",3253,400,2853
"De 6 a 11 años (022)",6596,6214,382
"De 12 a 16 años (023)",5761,5721,40
"De 17 a 24 años (024)",8669,8602,67
"Mujeres (025)",22988,19896,3092
"De 3 a 5 años (026)",3114,401,2713
"De 6 a 11 años (027)",6109,5826,283
"De 12 a 16 años (028)",5611,5579,32
"De 17 a 24 años (029)",8154,8090,64
,,,
"RURAL (030)",6878,5895,983
"De 3 a 5 años (031)",933,99,834
"De 6 a 11 años (032)",1799,1693,106
"De 12 a 16 años (033)",1641,1628,13
"De 17 a 24 años (034)",2505,2475,30
"Hombres (035)",3692,3184,508
"De 3 a 5 años (036)",490,50,440
"De 6 a 11 años (037)",917,866,51
"De 12 a 16 años (038)",865,857,8
"De 17 a 24 años (039)",1420,1411,9
"Mujeres (040)",3186,2711,475
"De 3 a 5 años (041)",443,49,394
"De 6 a 11 años (042)",882,827,55
"De 12 a 16 años (043)",776,771,5
"De 17 a 24 años (044)",1085,1064,21
