"CUADRO Nº 15: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia ABANCAY (000)",33077,9059,4892,12861,549,3410,781,1525
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",89,83,,,6,,,
"Profes., científicos e intelectuales (002)",4713,4166,,505,33,9,,
"Técnicos de nivel medio y trab. asimilados (003)",1481,940,,439,92,9,1,
"Jefes y empleados de oficina (004)",1476,1454,,8,,14,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",4944,898,27,3326,95,598,,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",4928,1,2,4736,188,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",1539,,417,971,63,88,,
"Obreros construc.,conf.,papel, fab., instr. (008)",2622,269,1074,1202,41,36,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",8860,888,3281,1356,23,2532,780,
"Otra (010)",215,215,,,,,,
"Ocupaciñn no especificada (011)",685,145,91,318,8,123,,
"Desocupado (012)",1525,,,,,,,1525
"Hombres (013)",21104,4903,4337,8395,419,2007,58,985
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",69,65,,,4,,,
"Profes., científicos e intelectuales (015)",2482,2119,,335,21,7,,
"Técnicos de nivel medio y trab. asimilados (016)",975,574,,337,59,5,,
"Jefes y empleados de oficina (017)",728,722,,2,,4,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",1541,495,4,879,48,115,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",4464,1,2,4286,174,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",1292,,371,805,58,58,,
"Obreros construc.,conf.,papel, fab., instr. (021)",2554,266,1046,1170,41,31,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (022)",5461,378,2837,435,9,1744,58,
"Otra (023)",208,208,,,,,,
"Ocupaciñn no especificada (024)",345,75,77,146,5,42,,
"Desocupado (025)",985,,,,,,,985
"Mujeres (026)",11973,4156,555,4466,130,1403,723,540
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",20,18,,,2,,,
"Profes., científicos e intelectuales (028)",2231,2047,,170,12,2,,
"Técnicos de nivel medio y trab. asimilados (029)",506,366,,102,33,4,1,
"Jefes y empleados de oficina (030)",748,732,,6,,10,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",3403,403,23,2447,47,483,,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",464,,,450,14,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",247,,46,166,5,30,,
"Obreros construc.,conf.,papel, fab., instr. (034)",68,3,28,32,,5,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (035)",3399,510,444,921,14,788,722,
"Otra (036)",7,7,,,,,,
"Ocupaciñn no especificada (037)",340,70,14,172,3,81,,
"Desocupado (038)",540,,,,,,,540
,,,,,,,,
"URBANA (039)",23293,8595,2817,8252,400,1313,708,1208
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",82,76,,,6,,,
"Profes., científicos e intelectuales (041)",4508,3998,,469,32,9,,
"Técnicos de nivel medio y trab. asimilados (042)",1409,891,,420,91,7,,
"Jefes y empleados de oficina (043)",1427,1406,,8,,13,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",4539,845,19,3026,92,557,,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",1047,1,,992,53,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",1399,,356,899,62,82,,
"Obreros construc.,conf.,papel, fab., instr. (047)",2262,240,905,1051,38,28,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (048)",4846,805,1484,1250,21,578,708,
"Otra (049)",210,210,,,,,,
"Ocupaciñn no especificada (050)",356,123,53,137,5,38,,
"Desocupado (051)",1208,,,,,,,1208
"Hombres (052)",13242,4634,2458,4541,282,573,41,713
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",62,58,,,4,,,
"Profes., científicos e intelectuales (054)",2379,2034,,318,20,7,,
"Técnicos de nivel medio y trab. asimilados (055)",927,544,,321,59,3,,
"Jefes y empleados de oficina (056)",698,692,,2,,4,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",1456,463,4,829,47,113,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",877,1,,830,45,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",1166,,313,743,57,53,,
"Obreros construc.,conf.,papel, fab., instr. (060)",2201,237,878,1025,38,23,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (061)",2373,342,1220,403,9,358,41,
"Otra (062)",203,203,,,,,,
"Ocupaciñn no especificada (063)",187,60,43,70,3,11,,
"Desocupado (064)",713,,,,,,,713
"Mujeres (065)",10051,3961,359,3711,118,740,667,495
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",20,18,,,2,,,
"Profes., científicos e intelectuales (067)",2129,1964,,151,12,2,,
"Técnicos de nivel medio y trab. asimilados (068)",482,347,,99,32,4,,
"Jefes y empleados de oficina (069)",729,714,,6,,9,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",3083,382,15,2197,45,444,,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",170,,,162,8,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",233,,43,156,5,29,,
"Obreros construc.,conf.,papel, fab., instr. (073)",61,3,27,26,,5,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (074)",2473,463,264,847,12,220,667,
"Otra (075)",7,7,,,,,,
"Ocupaciñn no especificada (076)",169,63,10,67,2,27,,
"Desocupado (077)",495,,,,,,,495
,,,,,,,,
"RURAL (078)",9784,464,2075,4609,149,2097,73,317
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",7,7,,,,,,
"Profes., científicos e intelectuales (080)",205,168,,36,1,,,
"Técnicos de nivel medio y trab. asimilados (081)",72,49,,19,1,2,1,
"Jefes y empleados de oficina (082)",49,48,,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",405,53,8,300,3,41,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",3881,,2,3744,135,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",140,,61,72,1,6,,
"Obreros construc.,conf.,papel, fab., instr. (086)",360,29,169,151,3,8,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (087)",4014,83,1797,106,2,1954,72,
"Otra (088)",5,5,,,,,,
"Ocupaciñn no especificada (089)",329,22,38,181,3,85,,
"Desocupado (090)",317,,,,,,,317
"Hombres (091)",7862,269,1879,3854,137,1434,17,272
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",7,7,,,,,,
"Profes., científicos e intelectuales (093)",103,85,,17,1,,,
"Técnicos de nivel medio y trab. asimilados (094)",48,30,,16,,2,,
