"CUADRO Nº 13: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL; Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia TARMA (000)",30303,240,10909,10387,3639,1382,616,224,29,,2877
"Sin Nivel (001)",4789,74,1905,1586,471,202,117,71,7,,356
"Educación Inicial (002)",17,,9,5,1,,,,,,2
"Primaria (003)",12007,115,5317,3993,1075,381,220,79,8,,819
"Secundaria (004)",7898,43,2810,2900,852,283,114,34,5,,857
"Sup. no Univ. Incompleta (005)",1170,2,254,475,165,48,18,6,,,202
"Sup. no Univ. Completa (006)",1936,2,276,644,484,195,54,19,3,,259
"Sup. Univ. Incompleta (007)",683,,128,256,128,29,16,2,,,124
"Sup. Univ. Completa (008)",1803,4,210,528,463,244,77,13,6,,258
,,,,,,,,,,,
"URBANA (010)",19988,130,6468,6929,2690,1070,472,174,19,,2036
"Sin Nivel (011)",2574,36,975,817,283,122,72,51,4,,214
"Educación Inicial (012)",12,,7,3,,,,,,,2
"Primaria (013)",6373,61,2613,2172,628,244,150,55,3,,447
"Secundaria (014)",5795,25,2037,2144,633,219,93,29,3,,612
"Sup. no Univ. Incompleta (015)",1073,2,247,430,153,45,16,5,,,175
"Sup. no Univ. Completa (016)",1790,2,264,607,439,179,50,19,3,,227
"Sup. Univ. Incompleta (017)",640,,120,242,120,27,14,2,,,115
"Sup. Univ. Completa (018)",1731,4,205,514,434,234,77,13,6,,244
,,,,,,,,,,,
"RURAL (020)",10315,110,4441,3458,949,312,144,50,10,,841
"Sin Nivel (021)",2215,38,930,769,188,80,45,20,3,,142
"Educación Inicial (022)",5,,2,2,1,,,,,,
"Primaria (023)",5634,54,2704,1821,447,137,70,24,5,,372
"Secundaria (024)",2103,18,773,756,219,64,21,5,2,,245
"Sup. no Univ. Incompleta (025)",97,,7,45,12,3,2,1,,,27
"Sup. no Univ. Completa (026)",146,,12,37,45,16,4,,,,32
"Sup. Univ. Incompleta (027)",43,,8,14,8,2,2,,,,9
"Sup. Univ. Completa (028)",72,,5,14,29,10,,,,,14
