"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia SULLANA (000)",269410,31581,8511,91971,84048,12732,19588,9661,11318
"Quechua (001)",278,22,4,78,102,14,23,10,25
"Aymara (002)",39,7,3,13,8,2,,2,4
"Ashaninca (003)",20,3,,8,6,,3,,
"Otra lengua nativa (004)",858,134,21,346,243,35,21,30,28
"Castellano (005)",267913,31220,8478,91484,83656,12678,19532,9613,11252
"Idioma extranjero (006)",18,1,,2,6,1,2,3,3
"Es sordomudo/a (007)",284,194,5,40,27,2,7,3,6
"Hombres (009)",133340,14643,4376,44632,44875,5842,8334,4941,5697
"Quechua (010)",165,8,1,50,59,10,15,6,16
"Aymara (011)",19,4,2,4,4,1,,2,2
"Ashaninca (012)",6,1,,1,3,,1,,
"Otra lengua nativa (013)",457,60,8,185,150,18,10,13,13
"Castellano (014)",132527,14467,4363,44365,44640,5812,8304,4916,5660
"Idioma extranjero (015)",11,,,,4,,2,3,2
"Es sordomudo/a (016)",155,103,2,27,15,1,2,1,4
"Mujeres (018)",136070,16938,4135,47339,39173,6890,11254,4720,5621
"Quechua (019)",113,14,3,28,43,4,8,4,9
"Aymara (020)",20,3,1,9,4,1,,,2
"Ashaninca (021)",14,2,,7,3,,2,,
"Otra lengua nativa (022)",401,74,13,161,93,17,11,17,15
"Castellano (023)",135386,16753,4115,47119,39016,6866,11228,4697,5592
"Idioma extranjero (024)",7,1,,2,2,1,,,1
"Es sordomudo/a (025)",129,91,3,13,12,1,5,2,2
,,,,,,,,,
"URBANA (027)",242360,27047,7829,77803,77495,12332,19190,9506,11158
"Quechua (028)",254,17,4,67,95,13,23,10,25
"Aymara (029)",35,6,3,10,8,2,,2,4
"Ashaninca (030)",19,3,,7,6,,3,,
"Otra lengua nativa (031)",698,109,20,280,193,23,18,29,26
"Castellano (032)",241100,26750,7797,77407,77164,12291,19138,9459,11094
"Idioma extranjero (033)",18,1,,2,6,1,2,3,3
"Es sordomudo/a (034)",236,161,5,30,23,2,6,3,6
"Hombres (036)",119131,12420,4030,37092,41314,5652,8151,4866,5606
"Quechua (037)",150,6,1,42,55,9,15,6,16
"Aymara (038)",18,4,2,3,4,1,,2,2
"Ashaninca (039)",6,1,,1,3,,1,,
"Otra lengua nativa (040)",366,46,7,141,129,11,8,13,11
"Castellano (041)",118451,12277,4018,36883,41107,5630,8124,4841,5571
"Idioma extranjero (042)",11,,,,4,,2,3,2
"Es sordomudo/a (043)",129,86,2,22,12,1,1,1,4
"Mujeres (045)",123229,14627,3799,40711,36181,6680,11039,4640,5552
"Quechua (046)",104,11,3,25,40,4,8,4,9
"Aymara (047)",17,2,1,7,4,1,,,2
"Ashaninca (048)",13,2,,6,3,,2,,
"Otra lengua nativa (049)",332,63,13,139,64,12,10,16,15
"Castellano (050)",122649,14473,3779,40524,36057,6661,11014,4618,5523
"Idioma extranjero (051)",7,1,,2,2,1,,,1
"Es sordomudo/a (052)",107,75,3,8,11,1,5,2,2
,,,,,,,,,
"RURAL (054)",27050,4534,682,14168,6553,400,398,155,160
"Quechua (055)",24,5,,11,7,1,,,
"Aymara (056)",4,1,,3,,,,,
"Ashaninca (057)",1,,,1,,,,,
"Otra lengua nativa (058)",160,25,1,66,50,12,3,1,2
"Castellano (059)",26813,4470,681,14077,6492,387,394,154,158
"Es sordomudo/a (061)",48,33,,10,4,,1,,
"Hombres (063)",14209,2223,346,7540,3561,190,183,75,91
"Quechua (064)",15,2,,8,4,1,,,
"Aymara (065)",1,,,1,,,,,
"Otra lengua nativa (067)",91,14,1,44,21,7,2,,2
"Castellano (068)",14076,2190,345,7482,3533,182,180,75,89
"Es sordomudo/a (070)",26,17,,5,3,,1,,
"Mujeres (072)",12841,2311,336,6628,2992,210,215,80,69
"Quechua (073)",9,3,,3,3,,,,
"Aymara (074)",3,1,,2,,,,,
"Ashaninca (075)",1,,,1,,,,,
"Otra lengua nativa (076)",69,11,,22,29,5,1,1,
"Castellano (077)",12737,2280,336,6595,2959,205,214,79,69
"Es sordomudo/a (079)",22,16,,5,1,,,,
