"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia LUYA (000)",160,15,83,40,13,9
"Conviviente (001)",25,,11,13,1,
"Separado(a) (002)",2,,1,,1,
"Casado(a) (003)",28,,4,8,10,6
"Viudo(a) (004)",4,,,1,,3
"Soltero(a) (006)",101,15,67,18,1,
"Hombres (008)",111,11,53,31,10,6
"Conviviente (009)",17,,6,11,,
"Separado(a) (010)",1,,,,1,
"Casado(a) (011)",19,,1,4,8,6
"Soltero(a) (014)",74,11,46,16,1,
"Mujeres (016)",49,4,30,9,3,3
"Conviviente (017)",8,,5,2,1,
"Separado(a) (018)",1,,1,,,
"Casado(a) (019)",9,,3,4,2,
"Viudo(a) (020)",4,,,1,,3
"Soltero(a) (022)",27,4,21,2,,
,,,,,,
"AREA URBANA (024)",97,4,50,22,12,9
"Conviviente (025)",17,,9,7,1,
"Separado(a) (026)",2,,1,,1,
"Casado(a) (027)",21,,3,3,9,6
"Viudo(a) (028)",3,,,,,3
"Soltero(a) (030)",54,4,37,12,1,
"Hombres (032)",72,3,34,19,10,6
"Conviviente (033)",12,,6,6,,
"Separado(a) (034)",1,,,,1,
"Casado(a) (035)",17,,1,2,8,6
"Soltero(a) (038)",42,3,27,11,1,
"Mujeres (040)",25,1,16,3,2,3
"Conviviente (041)",5,,3,1,1,
"Separado(a) (042)",1,,1,,,
"Casado(a) (043)",4,,2,1,1,
"Viudo(a) (044)",3,,,,,3
"Soltero(a) (046)",12,1,10,1,,
,,,,,,
"AREA RURAL (048)",63,11,33,18,1,
"Conviviente (049)",8,,2,6,,
"Casado(a) (051)",7,,1,5,1,
"Viudo(a) (052)",1,,,1,,
"Soltero(a) (054)",47,11,30,6,,
"Hombres (056)",39,8,19,12,,
"Conviviente (057)",5,,,5,,
"Casado(a) (059)",2,,,2,,
"Soltero(a) (062)",32,8,19,5,,
"Mujeres (064)",24,3,14,6,1,
"Conviviente (065)",3,,2,1,,
"Casado(a) (067)",5,,1,3,1,
"Viudo(a) (068)",1,,,1,,
"Soltero(a) (070)",15,3,11,1,,
