"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia OXAPAMPA (000)",69961,18511,22191,15677,10137,3445
"Hombres (001)",37267,9531,11771,8287,5665,2013
"Mujeres (002)",32694,8980,10420,7390,4472,1432
"PEA (003)",33010,1136,12010,11118,7004,1742
"Hombres (004)",24121,796,8814,7823,5222,1466
"Mujeres (005)",8889,340,3196,3295,1782,276
"Ocupada (006)",32420,1091,11688,10979,6938,1724
"Hombres (007)",23696,767,8602,7715,5163,1449
"Mujeres (008)",8724,324,3086,3264,1775,275
"Desocupada (009)",590,45,322,139,66,18
"Hombres (010)",425,29,212,108,59,17
"Mujeres (011)",165,16,110,31,7,1
"No PEA (012)",36951,17375,10181,4559,3133,1703
"Hombres (013)",13146,8735,2957,464,443,547
"Mujeres (014)",23805,8640,7224,4095,2690,1156
,,,,,,
"URBANA (018)",27324,6333,8678,6786,4248,1279
"Hombres (019)",14253,3196,4516,3461,2348,732
"Mujeres (020)",13071,3137,4162,3325,1900,547
"PEA (021)",13524,252,4564,5140,3015,553
"Hombres (022)",8966,152,3016,3245,2110,443
"Mujeres (023)",4558,100,1548,1895,905,110
"Ocupada (024)",13208,248,4391,5052,2972,545
"Hombres (025)",8756,150,2916,3183,2072,435
"Mujeres (026)",4452,98,1475,1869,900,110
"Desocupada (027)",316,4,173,88,43,8
"Hombres (028)",210,2,100,62,38,8
"Mujeres (029)",106,2,73,26,5,
"No PEA (030)",13800,6081,4114,1646,1233,726
"Hombres (031)",5287,3044,1500,216,238,289
"Mujeres (032)",8513,3037,2614,1430,995,437
,,,,,,
"RURAL (036)",42637,12178,13513,8891,5889,2166
"Hombres (037)",23014,6335,7255,4826,3317,1281
"Mujeres (038)",19623,5843,6258,4065,2572,885
"PEA (039)",19486,884,7446,5978,3989,1189
"Hombres (040)",15155,644,5798,4578,3112,1023
"Mujeres (041)",4331,240,1648,1400,877,166
"Ocupada (042)",19212,843,7297,5927,3966,1179
"Hombres (043)",14940,617,5686,4532,3091,1014
"Mujeres (044)",4272,226,1611,1395,875,165
"Desocupada (045)",274,41,149,51,23,10
"Hombres (046)",215,27,112,46,21,9
"Mujeres (047)",59,14,37,5,2,1
"No PEA (048)",23151,11294,6067,2913,1900,977
"Hombres (049)",7859,5691,1457,248,205,258
"Mujeres (050)",15292,5603,4610,2665,1695,719
