"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CAYLLOMA (000)",32911,3055,35,9086,11510,2446,2975,1287,2517
"Empleado (001)",3991,85,1,333,1077,441,867,238,949
"Obrero (002)",10748,807,17,3087,4580,731,755,331,440
"Trabajador independiente (003)",12401,1295,3,3684,4061,980,1083,476,819
"Empleador o patrono (004)",1103,92,,287,315,68,100,94,147
"Trabajador familiar no remunerado (005)",4359,752,13,1598,1343,203,155,138,157
"Trabajador del hogar (006)",309,24,1,97,134,23,15,10,5
"Hombres (008)",20176,932,14,5179,7863,1622,1978,947,1641
"Empleado (009)",2204,24,,160,619,240,475,159,527
"Obrero (010)",7407,285,8,1836,3507,560,604,271,336
"Trabajador independiente (011)",7992,451,2,2359,2805,678,736,365,596
"Empleador o patrono (012)",848,56,,213,250,56,82,82,109
"Trabajador familiar no remunerado (013)",1689,115,4,595,667,85,80,70,73
"Trabajador del hogar (014)",36,1,,16,15,3,1,,
"Mujeres (016)",12735,2123,21,3907,3647,824,997,340,876
"Empleado (017)",1787,61,1,173,458,201,392,79,422
"Obrero (018)",3341,522,9,1251,1073,171,151,60,104
"Trabajador independiente (019)",4409,844,1,1325,1256,302,347,111,223
"Empleador o patrono (020)",255,36,,74,65,12,18,12,38
"Trabajador familiar no remunerado (021)",2670,637,9,1003,676,118,75,68,84
"Trabajador del hogar (022)",273,23,1,81,119,20,14,10,5
,,,,,,,,,
"URBANA (024)",21243,1619,18,5357,7864,1798,2094,815,1678
"Empleado (025)",3382,72,1,297,972,389,718,202,731
"Obrero (026)",6525,472,8,1846,2845,462,440,192,260
"Trabajador independiente (027)",8429,734,1,2270,3020,755,785,313,551
"Empleador o patrono (028)",476,20,,127,146,37,56,33,57
"Trabajador familiar no remunerado (029)",2189,300,8,747,775,136,82,67,74
"Trabajador del hogar (030)",242,21,,70,106,19,13,8,5
"Hombres (032)",12531,409,7,2896,5180,1118,1299,563,1059
"Empleado (033)",1845,17,,139,549,212,395,128,405
"Obrero (034)",4380,139,3,1092,2152,328,324,148,194
"Trabajador independiente (035)",5096,206,1,1302,1977,497,499,223,391
"Empleador o patrono (036)",332,11,,87,106,27,41,27,33
"Trabajador familiar no remunerado (037)",858,35,3,270,386,52,39,37,36
"Trabajador del hogar (038)",20,1,,6,10,2,1,,
"Mujeres (040)",8712,1210,11,2461,2684,680,795,252,619
"Empleado (041)",1537,55,1,158,423,177,323,74,326
"Obrero (042)",2145,333,5,754,693,134,116,44,66
"Trabajador independiente (043)",3333,528,,968,1043,258,286,90,160
"Empleador o patrono (044)",144,9,,40,40,10,15,6,24
"Trabajador familiar no remunerado (045)",1331,265,5,477,389,84,43,30,38
"Trabajador del hogar (046)",222,20,,64,96,17,12,8,5
,,,,,,,,,
"RURAL (048)",11668,1436,17,3729,3646,648,881,472,839
"Empleado (049)",609,13,,36,105,52,149,36,218
"Obrero (050)",4223,335,9,1241,1735,269,315,139,180
"Trabajador independiente (051)",3972,561,2,1414,1041,225,298,163,268
"Empleador o patrono (052)",627,72,,160,169,31,44,61,90
"Trabajador familiar no remunerado (053)",2170,452,5,851,568,67,73,71,83
"Trabajador del hogar (054)",67,3,1,27,28,4,2,2,
"Hombres (056)",7645,523,7,2283,2683,504,679,384,582
"Empleado (057)",359,7,,21,70,28,80,31,122
"Obrero (058)",3027,146,5,744,1355,232,280,123,142
"Trabajador independiente (059)",2896,245,1,1057,828,181,237,142,205
"Empleador o patrono (060)",516,45,,126,144,29,41,55,76
"Trabajador familiar no remunerado (061)",831,80,1,325,281,33,41,33,37
"Trabajador del hogar (062)",16,,,10,5,1,,,
"Mujeres (064)",4023,913,10,1446,963,144,202,88,257
"Empleado (065)",250,6,,15,35,24,69,5,96
"Obrero (066)",1196,189,4,497,380,37,35,16,38
"Trabajador independiente (067)",1076,316,1,357,213,44,61,21,63
"Empleador o patrono (068)",111,27,,34,25,2,3,6,14
"Trabajador familiar no remunerado (069)",1339,372,4,526,287,34,32,38,46
"Trabajador del hogar (070)",51,3,1,17,23,3,2,2,
