"CUADRO Nº 8: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA",,,,,,
,,TIERRA,CEMENTO,"LOSETAS, TERRAZOS, CERÁMICOS O SIMILARES","PARQUET O MADERA PULIDA","MADERA (PONA, TOR-NILLO, ETC.)","LÁMINAS ASFÁL-TICAS, VINÍLICOS O SIMILARES","OTRO MATERIAL"
,,,,,,,,
"Provincia LAURICOCHA",,,,,,,,
"Viviendas particulares (001)",7866,7558,175,2,16,97,17,1
"Ocupantes presentes (002)",34003,32877,633,8,50,356,77,2
"Casa independiente",,,,,,,,
"Viviendas particulares (004)",7062,6764,167,2,16,95,17,1
"Ocupantes presentes (005)",30361,29256,615,8,50,353,77,2
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (013)",9,4,3,,,2,,
"Ocupantes presentes (014)",17,11,3,,,3,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (016)",782,779,3,,,,,
"Ocupantes presentes (017)",3570,3559,11,,,,,
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (019)",3,3,,,,,,
"Ocupantes presentes (020)",10,10,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (022)",8,6,2,,,,,
"Ocupantes presentes (023)",40,36,4,,,,,
"Otro tipo",,,,,,,,
"Viviendas particulares (025)",2,2,,,,,,
"Ocupantes presentes (026)",5,5,,,,,,
,,,,,,,,
URBANA,,,,,,,,
"Viviendas particulares (028)",2024,1832,112,2,13,65,,
"Ocupantes presentes (029)",7873,7221,391,8,42,211,,
"Casa independiente",,,,,,,,
"Viviendas particulares (031)",2010,1824,108,2,13,63,,
"Ocupantes presentes (032)",7839,7196,385,8,42,208,,
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (040)",9,4,3,,,2,,
"Ocupantes presentes (041)",17,11,3,,,3,,
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (046)",3,3,,,,,,
"Ocupantes presentes (047)",10,10,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (049)",1,,1,,,,,
"Ocupantes presentes (050)",3,,3,,,,,
"Otro tipo",,,,,,,,
"Viviendas particulares (052)",1,1,,,,,,
"Ocupantes presentes (053)",4,4,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Viviendas particulares (055)",5842,5726,63,,3,32,17,1
"Ocupantes presentes (056)",26130,25656,242,,8,145,77,2
"Casa independiente",,,,,,,,
"Viviendas particulares (058)",5052,4940,59,,3,32,17,1
"Ocupantes presentes (059)",22522,22060,230,,8,145,77,2
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (070)",782,779,3,,,,,
"Ocupantes presentes (071)",3570,3559,11,,,,,
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (076)",7,6,1,,,,,
"Ocupantes presentes (077)",37,36,1,,,,,
"Otro tipo",,,,,,,,
"Viviendas particulares (079)",1,1,,,,,,
"Ocupantes presentes (080)",1,1,,,,,,
