"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia CARLOS FERMIN FITZCARRALD",,,,,,,,,
"Hogares (001)",5359,55,39,20,18,8,6,13,5200
"Ocupantes presentes (002)",21302,188,97,63,62,28,32,79,20753
"Casa independiente",,,,,,,,,
"Hogares (004)",5171,53,36,20,18,7,6,13,5018
"Ocupantes presentes (005)",20738,181,89,63,62,25,32,79,20207
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",15,1,,,,,,,14
"Ocupantes presentes (011)",34,4,,,,,,,30
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",112,1,2,,,,,,109
"Ocupantes presentes (014)",295,3,6,,,,,,286
"Choza o cabaña",,,,,,,,,
"Hogares (016)",61,,1,,,1,,,59
"Ocupantes presentes (017)",235,,2,,,3,,,230
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",952,17,14,8,5,2,2,6,898
"Ocupantes presentes (029)",3383,78,40,22,13,6,12,40,3172
"Casa independiente",,,,,,,,,
"Hogares (031)",825,15,12,8,5,2,2,6,775
"Ocupantes presentes (032)",3054,71,34,22,13,6,12,40,2856
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",15,1,,,,,,,14
"Ocupantes presentes (038)",34,4,,,,,,,30
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",112,1,2,,,,,,109
"Ocupantes presentes (041)",295,3,6,,,,,,286
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",4407,38,25,12,13,6,4,7,4302
"Ocupantes presentes (056)",17919,110,57,41,49,22,20,39,17581
"Casa independiente",,,,,,,,,
"Hogares (058)",4346,38,24,12,13,5,4,7,4243
"Ocupantes presentes (059)",17684,110,55,41,49,19,20,39,17351
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",61,,1,,,1,,,59
"Ocupantes presentes (071)",235,,2,,,3,,,230
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
