"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia SANTA CRUZ (000)",11122,9427,643,250,802
"Agric., ganadería, caza y silvicultura (001)",7567,7267,216,13,71
"Explotación de minas y canteras (003)",12,4,,6,2
"Industrias manufactureras (004)",269,256,7,3,3
"Suministro de electricidad, gas y agua (005)",8,,,8,
"Construcción (006)",198,114,49,17,18
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",526,506,14,4,2
"Venta, mant.y rep. veh.autom y motoc. (008)",26,23,2,1,
"Comercio al por mayor (009)",17,14,,1,2
"Comercio al por menor (010)",483,469,12,2,
"Hoteles y restaurantes (011)",133,126,3,1,3
"Trans., almac. y comunicaciones (012)",202,164,12,16,10
"Activid.inmobil., empres. y alquileres (014)",69,34,12,8,15
"Admin.pub. y defensa; p. segur soc.afil (015)",242,,,,242
"Enseñanza (016)",1026,273,282,149,322
"Servicios sociales y de salud (017)",118,22,3,2,91
"Otras activ. serv.comun.soc y personales (018)",119,88,12,11,8
"Hogares privados con servicio doméstico (019)",213,213,,,
"Actividad economica no especificada (021)",420,360,33,12,15
"Hombres (022)",8870,7750,477,168,475
"Agric., ganadería, caza y silvicultura (023)",6896,6683,199,10,4
"Explotación de minas y canteras (025)",12,4,,6,2
"Industrias manufactureras (026)",217,206,6,3,2
"Suministro de electricidad, gas y agua (027)",8,,,8,
"Construcción (028)",197,114,48,17,18
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",279,271,5,2,1
"Venta, mant.y rep. veh.autom y motoc. (030)",26,23,2,1,
"Comercio al por mayor (031)",10,9,,,1
"Comercio al por menor (032)",243,239,3,1,
"Hoteles y restaurantes (033)",22,19,1,1,1
"Trans., almac. y comunicaciones (034)",196,161,12,16,7
"Activid.inmobil., empres. y alquileres (036)",42,20,9,6,7
"Admin.pub. y defensa; p. segur soc.afil (037)",202,,,,202
"Enseñanza (038)",538,97,170,85,186
"Servicios sociales y de salud (039)",41,11,1,1,28
"Otras activ. serv.comun.soc y personales (040)",67,46,8,6,7
"Hogares privados con servicio doméstico (041)",9,9,,,
"Actividad economica no especificada (043)",144,109,18,7,10
"Mujeres (044)",2252,1677,166,82,327
"Agric., ganadería, caza y silvicultura (045)",671,584,17,3,67
"Industrias manufactureras (048)",52,50,1,,1
