"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia SULLANA (000)",251385,17701,4366,91971,84048,12732,19588,9661,11318
"Hombres (001)",124061,7502,2238,44632,44875,5842,8334,4941,5697
"Mujeres (002)",127324,10199,2128,47339,39173,6890,11254,4720,5621
"PEA (003)",99088,5413,98,25950,36401,6241,12975,4020,7990
"Hombres (004)",72501,4133,76,20371,29146,4156,7123,2718,4778
"Mujeres (005)",26587,1280,22,5579,7255,2085,5852,1302,3212
"Ocupada (006)",93468,5116,92,24467,34144,5905,12318,3789,7637
"Hombres (007)",68338,3877,71,19123,27329,3961,6826,2575,4576
"Mujeres (008)",25130,1239,21,5344,6815,1944,5492,1214,3061
"Desocupada (009)",5620,297,6,1483,2257,336,657,231,353
"Hombres (010)",4163,256,5,1248,1817,195,297,143,202
"Mujeres (011)",1457,41,1,235,440,141,360,88,151
"No PEA (012)",152297,12288,4268,66021,47647,6491,6613,5641,3328
"Hombres (013)",51560,3369,2162,24261,15729,1686,1211,2223,919
"Mujeres (014)",100737,8919,2106,41760,31918,4805,5402,3418,2409
,,,,,,,,,
"URBANA (018)",226169,14730,3955,77803,77495,12332,19190,9506,11158
"Hombres (019)",110784,6081,2022,37092,41314,5652,8151,4866,5606
"Mujeres (020)",115385,8649,1933,40711,36181,6680,11039,4640,5552
"PEA (021)",90013,4448,80,21060,33757,6095,12731,3957,7885
"Hombres (022)",64486,3275,58,15985,26795,4039,6961,2674,4699
"Mujeres (023)",25527,1173,22,5075,6962,2056,5770,1283,3186
"Ocupada (024)",84924,4191,75,19880,31662,5764,12085,3729,7538
"Hombres (025)",60786,3055,54,15006,25122,3847,6667,2533,4502
"Mujeres (026)",24138,1136,21,4874,6540,1917,5418,1196,3036
"Desocupada (027)",5089,257,5,1180,2095,331,646,228,347
"Hombres (028)",3700,220,4,979,1673,192,294,141,197
"Mujeres (029)",1389,37,1,201,422,139,352,87,150
"No PEA (030)",136156,10282,3875,56743,43738,6237,6459,5549,3273
"Hombres (031)",46298,2806,1964,21107,14519,1613,1190,2192,907
"Mujeres (032)",89858,7476,1911,35636,29219,4624,5269,3357,2366
,,,,,,,,,
"RURAL (036)",25216,2971,411,14168,6553,400,398,155,160
"Hombres (037)",13277,1421,216,7540,3561,190,183,75,91
"Mujeres (038)",11939,1550,195,6628,2992,210,215,80,69
"PEA (039)",9075,965,18,4890,2644,146,244,63,105
"Hombres (040)",8015,858,18,4386,2351,117,162,44,79
"Mujeres (041)",1060,107,,504,293,29,82,19,26
"Ocupada (042)",8544,925,17,4587,2482,141,233,60,99
"Hombres (043)",7552,822,17,4117,2207,114,159,42,74
"Mujeres (044)",992,103,,470,275,27,74,18,25
"Desocupada (045)",531,40,1,303,162,5,11,3,6
"Hombres (046)",463,36,1,269,144,3,3,2,5
"Mujeres (047)",68,4,,34,18,2,8,1,1
"No PEA (048)",16141,2006,393,9278,3909,254,154,92,55
"Hombres (049)",5262,563,198,3154,1210,73,21,31,12
"Mujeres (050)",10879,1443,195,6124,2699,181,133,61,43
