"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia SAN MARCOS",,,,,,,
"Viviendas particulares (001)",13061,991,266,106,11248,145,305
"Ocupantes presentes (002)",49938,3599,1075,436,43272,519,1037
"Casa independiente",,,,,,,
"Viviendas particulares (004)",12263,849,260,103,10648,119,284
"Ocupantes presentes (005)",47108,3137,1053,422,41112,422,962
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",21,18,,,2,1,
"Ocupantes presentes (008)",67,54,,,10,3,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",89,59,,,30,,
"Ocupantes presentes (011)",304,183,,,121,,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",16,9,,,6,,1
"Ocupantes presentes (014)",55,28,,,24,,3
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",665,54,6,3,558,24,20
"Ocupantes presentes (017)",2379,191,22,14,1987,93,72
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",1,,,,1,,
"Ocupantes presentes (020)",2,,,,2,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",6,2,,,3,1,
"Ocupantes presentes (023)",23,6,,,16,1,
"Otro tipo",,,,,,,
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",2690,549,60,50,1928,28,75
"Ocupantes presentes (029)",10551,2076,232,218,7667,94,264
"Casa independiente",,,,,,,
"Viviendas particulares (031)",2562,462,60,50,1889,27,74
"Ocupantes presentes (032)",10121,1809,232,218,7510,91,261
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",21,18,,,2,1,
"Ocupantes presentes (035)",67,54,,,10,3,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",89,59,,,30,,
"Ocupantes presentes (038)",304,183,,,121,,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",16,9,,,6,,1
"Ocupantes presentes (041)",55,28,,,24,,3
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",1,,,,1,,
"Ocupantes presentes (047)",2,,,,2,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",1,1,,,,,
"Ocupantes presentes (050)",2,2,,,,,
"Otro tipo",,,,,,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",10371,442,206,56,9320,117,230
"Ocupantes presentes (056)",39387,1523,843,218,35605,425,773
"Casa independiente",,,,,,,
"Viviendas particulares (058)",9701,387,200,53,8759,92,210
"Ocupantes presentes (059)",36987,1328,821,204,33602,331,701
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",665,54,6,3,558,24,20
"Ocupantes presentes (071)",2379,191,22,14,1987,93,72
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",5,1,,,3,1,
"Ocupantes presentes (077)",21,4,,,16,1,
"Otro tipo",,,,,,,
