"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia YAUYOS (000)",21177,2593,2811,4011,3712,2714,5336
"Católica (001)",18717,2373,2480,3528,3276,2403,4657
"Cristiana/Evangélica (002)",1831,142,236,341,314,240,558
"Otra (003)",313,25,36,77,66,33,76
"Ninguna (004)",316,53,59,65,56,38,45
"Hombres (006)",11736,1358,1622,2389,2195,1543,2629
"Católica (007)",10317,1250,1416,2070,1924,1360,2297
"Cristiana/Evangélica (008)",995,66,136,209,183,133,268
"Otra (009)",202,14,26,57,46,25,34
"Ninguna (010)",222,28,44,53,42,25,30
"Mujeres (012)",9441,1235,1189,1622,1517,1171,2707
"Católica (013)",8400,1123,1064,1458,1352,1043,2360
"Cristiana/Evangélica (014)",836,76,100,132,131,107,290
"Otra (015)",111,11,10,20,20,8,42
"Ninguna (016)",94,25,15,12,14,13,15
,,,,,,,
"URBANA (018)",12047,1685,1488,2058,2047,1538,3231
"Católica (019)",10723,1550,1321,1846,1838,1364,2804
"Cristiana/Evangélica (020)",1024,91,125,158,150,134,366
"Otra (021)",162,22,15,29,31,19,46
"Ninguna (022)",138,22,27,25,28,21,15
"Hombres (024)",6093,880,791,1044,1028,806,1544
"Católica (025)",5453,810,703,946,932,713,1349
"Cristiana/Evangélica (026)",466,41,63,66,63,67,166
"Otra (027)",76,12,6,13,12,13,20
"Ninguna (028)",98,17,19,19,21,13,9
"Mujeres (030)",5954,805,697,1014,1019,732,1687
"Católica (031)",5270,740,618,900,906,651,1455
"Cristiana/Evangélica (032)",558,50,62,92,87,67,200
"Otra (033)",86,10,9,16,19,6,26
"Ninguna (034)",40,5,8,6,7,8,6
,,,,,,,
"RURAL (036)",9130,908,1323,1953,1665,1176,2105
"Católica (037)",7994,823,1159,1682,1438,1039,1853
"Cristiana/Evangélica (038)",807,51,111,183,164,106,192
"Otra (039)",151,3,21,48,35,14,30
"Ninguna (040)",178,31,32,40,28,17,30
"Hombres (042)",5643,478,831,1345,1167,737,1085
"Católica (043)",4864,440,713,1124,992,647,948
"Cristiana/Evangélica (044)",529,25,73,143,120,66,102
"Otra (045)",126,2,20,44,34,12,14
"Ninguna (046)",124,11,25,34,21,12,21
"Mujeres (048)",3487,430,492,608,498,439,1020
"Católica (049)",3130,383,446,558,446,392,905
"Cristiana/Evangélica (050)",278,26,38,40,44,40,90
"Otra (051)",25,1,1,4,1,2,16
"Ninguna (052)",54,20,7,6,7,5,9
