"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia TOCACHE",,,,,,,,
"Hogares (001)",18036,12531,7492,2791,281,2433,794,3405
"Ocupantes presentes (002)",68768,49307,31018,11462,1159,10132,3147,11201
"Casa independiente",,,,,,,,
"Hogares (004)",13359,9356,6282,2357,255,2173,685,2312
"Ocupantes presentes (005)",52925,38053,26707,9941,1048,9144,2795,7926
"Departamento en edificio",,,,,,,,
"Hogares (007)",65,37,46,27,5,28,21,9
"Ocupantes presentes (008)",158,98,126,76,17,87,61,18
"Vivienda en quinta",,,,,,,,
"Hogares (010)",856,492,547,202,15,121,57,136
"Ocupantes presentes (011)",2498,1537,1728,628,69,464,180,320
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",294,170,169,58,4,50,27,69
"Ocupantes presentes (014)",948,574,588,189,13,198,97,181
"Choza o cabaña",,,,,,,,
"Hogares (016)",3375,2429,414,139,1,54,2,853
"Ocupantes presentes (017)",11960,8905,1738,598,6,210,8,2674
"Vivienda improvisada",,,,,,,,
"Hogares (019)",43,23,17,4,,3,1,15
"Ocupantes presentes (020)",156,70,70,18,,13,5,59
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",34,19,17,3,1,4,1,7
"Ocupantes presentes (023)",98,55,61,9,6,16,1,16
"Otro tipo",,,,,,,,
"Hogares (025)",10,5,,1,,,,4
"Ocupantes presentes (026)",25,15,,3,,,,7
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",8872,5849,5537,2198,274,2042,749,1355
"Ocupantes presentes (029)",34110,23193,22211,8828,1127,8357,2950,4548
"Casa independiente",,,,,,,,
"Hogares (031)",7588,5112,4742,1903,249,1836,642,1124
"Ocupantes presentes (032)",30268,20866,19642,7905,1022,7579,2606,3966
"Departamento en edificio",,,,,,,,
"Hogares (034)",65,37,46,27,5,28,21,9
"Ocupantes presentes (035)",158,98,126,76,17,87,61,18
"Vivienda en quinta",,,,,,,,
"Hogares (037)",856,492,547,202,15,121,57,136
"Ocupantes presentes (038)",2498,1537,1728,628,69,464,180,320
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",294,170,169,58,4,50,27,69
"Ocupantes presentes (041)",948,574,588,189,13,198,97,181
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Hogares (046)",43,23,17,4,,3,1,15
"Ocupantes presentes (047)",156,70,70,18,,13,5,59
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",22,12,16,3,1,4,1,2
"Ocupantes presentes (050)",68,37,57,9,6,16,1,4
"Otro tipo",,,,,,,,
"Hogares (052)",4,3,,1,,,,
"Ocupantes presentes (053)",14,11,,3,,,,
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",9164,6682,1955,593,7,391,45,2050
"Ocupantes presentes (056)",34658,26114,8807,2634,32,1775,197,6653
"Casa independiente",,,,,,,,
"Hogares (058)",5771,4244,1540,454,6,337,43,1188
"Ocupantes presentes (059)",22657,17187,7065,2036,26,1565,189,3960
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",3375,2429,414,139,1,54,2,853
"Ocupantes presentes (071)",11960,8905,1738,598,6,210,8,2674
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (076)",12,7,1,,,,,5
"Ocupantes presentes (077)",30,18,4,,,,,12
"Otro tipo",,,,,,,,
"Hogares (079)",6,2,,,,,,4
"Ocupantes presentes (080)",11,4,,,,,,7
