"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia HUANCABAMBA (000)",106223,20064,2092,58701,18739,1712,2708,761,1446
"Hombres (001)",53180,6182,1041,31435,10897,874,1468,469,814
"Mujeres (002)",53043,13882,1051,27266,7842,838,1240,292,632
"PEA (003)",33768,5420,46,17762,6059,848,2007,427,1199
"Hombres (004)",26317,3652,24,14789,5019,576,1239,304,714
"Mujeres (005)",7451,1768,22,2973,1040,272,768,123,485
"Ocupada (006)",31314,5062,45,16462,5507,791,1905,385,1157
"Hombres (007)",24333,3378,24,13692,4573,538,1169,271,688
"Mujeres (008)",6981,1684,21,2770,934,253,736,114,469
"Desocupada (009)",2454,358,1,1300,552,57,102,42,42
"Hombres (010)",1984,274,,1097,446,38,70,33,26
"Mujeres (011)",470,84,1,203,106,19,32,9,16
"No PEA (012)",72455,14644,2046,40939,12680,864,701,334,247
"Hombres (013)",26863,2530,1017,16646,5878,298,229,165,100
"Mujeres (014)",45592,12114,1029,24293,6802,566,472,169,147
,,,,,,,,,
"URBANA (018)",13718,844,191,4749,4018,865,1601,451,999
"Hombres (019)",6724,236,103,2307,2157,406,753,247,515
"Mujeres (020)",6994,608,88,2442,1861,459,848,204,484
"PEA (021)",5728,254,5,1264,1500,460,1187,241,817
"Hombres (022)",3551,125,1,833,1073,283,637,152,447
"Mujeres (023)",2177,129,4,431,427,177,550,89,370
"Ocupada (024)",5402,233,5,1180,1398,427,1142,226,791
"Hombres (025)",3318,109,1,760,995,260,615,144,434
"Mujeres (026)",2084,124,4,420,403,167,527,82,357
"Desocupada (027)",326,21,,84,102,33,45,15,26
"Hombres (028)",233,16,,73,78,23,22,8,13
"Mujeres (029)",93,5,,11,24,10,23,7,13
"No PEA (030)",7990,590,186,3485,2518,405,414,210,182
"Hombres (031)",3173,111,102,1474,1084,123,116,95,68
"Mujeres (032)",4817,479,84,2011,1434,282,298,115,114
,,,,,,,,,
"RURAL (036)",92505,19220,1901,53952,14721,847,1107,310,447
"Hombres (037)",46456,5946,938,29128,8740,468,715,222,299
"Mujeres (038)",46049,13274,963,24824,5981,379,392,88,148
"PEA (039)",28040,5166,41,16498,4559,388,820,186,382
"Hombres (040)",22766,3527,23,13956,3946,293,602,152,267
"Mujeres (041)",5274,1639,18,2542,613,95,218,34,115
"Ocupada (042)",25912,4829,40,15282,4109,364,763,159,366
"Hombres (043)",21015,3269,23,12932,3578,278,554,127,254
"Mujeres (044)",4897,1560,17,2350,531,86,209,32,112
"Desocupada (045)",2128,337,1,1216,450,24,57,27,16
"Hombres (046)",1751,258,,1024,368,15,48,25,13
"Mujeres (047)",377,79,1,192,82,9,9,2,3
"No PEA (048)",64465,14054,1860,37454,10162,459,287,124,65
"Hombres (049)",23690,2419,915,15172,4794,175,113,70,32
"Mujeres (050)",40775,11635,945,22282,5368,284,174,54,33
