"CUADRO Nº 16: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE ALUMBRADO ELÉCTRICO, POR RED PÚBLICA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE ALUMBRADO ELÉCTRICO POR RED PÚBLICA",
,,SI,NO
,,,
"Provincia CHACHAPOYAS",,,
"Viviendas particulares (001)",13044,9337,3707
"Ocupantes presentes (002)",48870,35005,13865
"Casa independiente",,,
"Viviendas particulares (004)",11503,7855,3648
"Ocupantes presentes (005)",44194,30506,13688
"Departamento en edificio",,,
"Viviendas particulares (007)",97,97,
"Ocupantes presentes (008)",283,283,
"Vivienda en quinta",,,
"Viviendas particulares (010)",223,223,
"Ocupantes presentes (011)",740,740,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",1168,1154,14
"Ocupantes presentes (014)",3505,3452,53
"Choza o cabaña",,,
"Viviendas particulares (016)",39,2,37
"Ocupantes presentes (017)",110,3,107
"Vivienda improvisada",,,
"Viviendas particulares (019)",3,1,2
"Ocupantes presentes (020)",17,9,8
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",7,5,2
"Ocupantes presentes (023)",14,12,2
"Otro tipo",,,
"Viviendas particulares (025)",4,,4
"Ocupantes presentes (026)",7,,7
,,,
URBANA,,,
"Viviendas particulares (028)",9000,8063,937
"Ocupantes presentes (029)",33513,30089,3424
"Casa independiente",,,
"Viviendas particulares (031)",7503,6585,918
"Ocupantes presentes (032)",28954,25595,3359
"Departamento en edificio",,,
"Viviendas particulares (034)",97,97,
"Ocupantes presentes (035)",283,283,
"Vivienda en quinta",,,
"Viviendas particulares (037)",223,223,
"Ocupantes presentes (038)",740,740,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",1168,1154,14
"Ocupantes presentes (041)",3505,3452,53
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",3,1,2
"Ocupantes presentes (047)",17,9,8
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",3,3,
"Ocupantes presentes (050)",10,10,
"Otro tipo",,,
"Viviendas particulares (052)",3,,3
"Ocupantes presentes (053)",4,,4
,,,
RURAL,,,
"Viviendas particulares (055)",4044,1274,2770
"Ocupantes presentes (056)",15357,4916,10441
"Casa independiente",,,
"Viviendas particulares (058)",4000,1270,2730
"Ocupantes presentes (059)",15240,4911,10329
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",39,2,37
"Ocupantes presentes (071)",110,3,107
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (076)",4,2,2
"Ocupantes presentes (077)",4,2,2
"Otro tipo",,,
"Viviendas particulares (079)",1,,1
"Ocupantes presentes (080)",3,,3
