"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia YAUYOS (000)",24478,4820,3755,566,15365
"Hombres (001)",13446,2324,2843,399,7904
"Mujeres (002)",11032,2496,912,167,7461
"PEA (003)",13042,1222,2990,372,8477
"Hombres (004)",8738,642,2479,292,5341
"Mujeres (005)",4304,580,511,80,3136
"Ocupada (006)",12764,1208,2980,367,8228
"Hombres (007)",8543,638,2472,289,5160
"Mujeres (008)",4221,570,508,78,3068
"Desocupada (009)",278,14,10,5,249
"Hombres (010)",195,4,7,3,181
"Mujeres (011)",83,10,3,2,68
"No PEA (012)",11436,3598,765,194,6888
"Hombres (013)",4708,1682,364,107,2563
"Mujeres (014)",6728,1916,401,87,4325
,,,,,
"URBANA (018)",14010,3329,1574,426,8699
"Hombres (019)",7113,1597,843,286,4402
"Mujeres (020)",6897,1732,731,140,4297
"PEA (021)",6803,870,957,263,4724
"Hombres (022)",4156,457,554,196,2957
"Mujeres (023)",2647,413,403,67,1767
"Ocupada (024)",6618,857,948,259,4565
"Hombres (025)",4024,453,547,194,2838
"Mujeres (026)",2594,404,401,65,1727
"Desocupada (027)",185,13,9,4,159
"Hombres (028)",132,4,7,2,119
"Mujeres (029)",53,9,2,2,40
"No PEA (030)",7207,2459,617,163,3975
"Hombres (031)",2957,1140,289,90,1445
"Mujeres (032)",4250,1319,328,73,2530
,,,,,
"RURAL (036)",10468,1491,2181,140,6666
"Hombres (037)",6333,727,2000,113,3502
"Mujeres (038)",4135,764,181,27,3164
"PEA (039)",6239,352,2033,109,3753
"Hombres (040)",4582,185,1925,96,2384
"Mujeres (041)",1657,167,108,13,1369
"Ocupada (042)",6146,351,2032,108,3663
"Hombres (043)",4519,185,1925,95,2322
"Mujeres (044)",1627,166,107,13,1341
"Desocupada (045)",93,1,1,1,90
"Hombres (046)",63,,,1,62
"Mujeres (047)",30,1,1,,28
"No PEA (048)",4229,1139,148,31,2913
"Hombres (049)",1751,542,75,17,1118
"Mujeres (050)",2478,597,73,14,1795
