"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia BONGARA (000)",25783,1213,6439,5164,3890,3633,2319,1405,1720
"Quechua (001)",26,,,1,,8,8,5,4
"Aymara (002)",6,,3,,,1,2,,
"Ashaninca (003)",5,1,,3,1,,,,
"Otra lengua nativa (004)",16,5,1,7,,2,,1,
"Castellano (005)",25644,1205,6419,5144,3876,3606,2292,1391,1711
"Idioma extranjero (006)",13,1,,2,1,2,4,2,1
"Es sordomudo/a (007)",73,1,16,7,12,14,13,6,4
"Hombres (009)",13305,597,3306,2757,2026,1876,1215,735,793
"Quechua (010)",17,,,1,,6,5,2,3
"Aymara (011)",2,,1,,,,1,,
"Ashaninca (012)",1,,,1,,,,,
"Otra lengua nativa (013)",13,4,,7,,1,,1,
"Castellano (014)",13226,591,3298,2744,2017,1861,1201,727,787
"Idioma extranjero (015)",7,1,,,1,1,2,2,
"Es sordomudo/a (016)",39,1,7,4,8,7,6,3,3
"Mujeres (018)",12478,616,3133,2407,1864,1757,1104,670,927
"Quechua (019)",9,,,,,2,3,3,1
"Aymara (020)",4,,2,,,1,1,,
"Ashaninca (021)",4,1,,2,1,,,,
"Otra lengua nativa (022)",3,1,1,,,1,,,
"Castellano (023)",12418,614,3121,2400,1859,1745,1091,664,924
"Idioma extranjero (024)",6,,,2,,1,2,,1
"Es sordomudo/a (025)",34,,9,3,4,7,7,3,1
,,,,,,,,,
"URBANA (027)",15555,674,3665,3006,2390,2319,1511,882,1108
"Quechua (028)",15,,,1,,3,6,3,2
"Aymara (029)",6,,3,,,1,2,,
"Ashaninca (030)",3,,,2,1,,,,
"Otra lengua nativa (031)",12,3,1,6,,1,,1,
"Castellano (032)",15473,669,3653,2993,2381,2311,1492,871,1103
"Idioma extranjero (033)",12,1,,2,1,1,4,2,1
"Es sordomudo/a (034)",34,1,8,2,7,2,7,5,2
"Hombres (036)",7948,327,1878,1614,1204,1176,801,451,497
"Quechua (037)",10,,,1,,3,3,2,1
"Aymara (038)",2,,1,,,,1,,
"Otra lengua nativa (040)",10,3,,6,,,,1,
"Castellano (041)",7901,322,1873,1606,1199,1172,791,444,494
"Idioma extranjero (042)",6,1,,,1,,2,2,
"Es sordomudo/a (043)",19,1,4,1,4,1,4,2,2
"Mujeres (045)",7607,347,1787,1392,1186,1143,710,431,611
"Quechua (046)",5,,,,,,3,1,1
"Aymara (047)",4,,2,,,1,1,,
"Ashaninca (048)",3,,,2,1,,,,
"Otra lengua nativa (049)",2,,1,,,1,,,
"Castellano (050)",7572,347,1780,1387,1182,1139,701,427,609
"Idioma extranjero (051)",6,,,2,,1,2,,1
"Es sordomudo/a (052)",15,,4,1,3,1,3,3,
,,,,,,,,,
"RURAL (054)",10228,539,2774,2158,1500,1314,808,523,612
"Quechua (055)",11,,,,,5,2,2,2
"Ashaninca (057)",2,1,,1,,,,,
"Otra lengua nativa (058)",4,2,,1,,1,,,
"Castellano (059)",10171,536,2766,2151,1495,1295,800,520,608
"Idioma extranjero (060)",1,,,,,1,,,
"Es sordomudo/a (061)",39,,8,5,5,12,6,1,2
"Hombres (063)",5357,270,1428,1143,822,700,414,284,296
"Quechua (064)",7,,,,,3,2,,2
"Ashaninca (066)",1,,,1,,,,,
"Otra lengua nativa (067)",3,1,,1,,1,,,
"Castellano (068)",5325,269,1425,1138,818,689,410,283,293
"Idioma extranjero (069)",1,,,,,1,,,
"Es sordomudo/a (070)",20,,3,3,4,6,2,1,1
"Mujeres (072)",4871,269,1346,1015,678,614,394,239,316
"Quechua (073)",4,,,,,2,,2,
"Ashaninca (075)",1,1,,,,,,,
"Otra lengua nativa (076)",1,1,,,,,,,
"Castellano (077)",4846,267,1341,1013,677,606,390,237,315
"Es sordomudo/a (079)",19,,5,2,1,6,4,,1
