"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia TAMBOPATA (000)",27095,26176,8163,4637,4141,2986,3529,1558,690,472,919,58534
"De 12 a 14 años (001)",2487,2458,2430,28,,,,,,,29,28
"De 15 a 19 años (002)",4341,4246,3396,715,118,11,6,,,,95,1008
"De 20 a 24 años (003)",4168,3832,1311,1641,688,160,28,4,,,336,3638
"De 25 a 29 años (004)",3641,3412,461,1093,1115,521,209,10,3,,229,5852
"De 30 a 34 años (005)",3013,2933,212,525,883,648,586,72,6,1,80,7246
"De 35 a 39 años (006)",2670,2619,128,297,578,628,753,206,27,2,51,8165
"De 40 a 44 años (007)",2124,2105,89,142,317,436,733,298,74,16,19,8015
"De 45 a 49 años (008)",1560,1546,43,82,211,273,478,297,130,32,14,6786
"De 50 y más años (009)",3091,3025,93,114,231,309,736,671,450,421,66,17796
"PEA (010)",11809,11345,2387,2371,2172,1555,1738,690,263,169,464,27467
"De 12 a 14 años (011)",147,145,142,3,,,,,,,2,3
"De 15 a 19 años (012)",1165,1138,874,226,30,3,5,,,,27,315
"De 20 a 24 años (013)",1921,1734,675,754,244,49,9,3,,,187,1447
"De 25 a 29 años (014)",1899,1754,318,623,527,204,77,4,1,,145,2650
"De 30 a 34 años (015)",1644,1599,164,331,513,323,241,25,2,,45,3520
"De 35 a 39 años (016)",1595,1567,96,224,389,363,388,94,13,,28,4478
"De 40 a 44 años (017)",1279,1268,50,94,218,284,429,156,31,6,11,4574
"De 45 a 49 años (018)",916,907,31,56,134,184,277,146,61,18,9,3744
"De 50 y más años (019)",1243,1233,37,60,117,145,312,262,155,145,10,6736
"Ocupada (020)",11441,11003,2296,2283,2105,1522,1697,677,256,167,438,26798
"De 12 a 14 años (021)",139,138,135,3,,,,,,,1,3
