"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia BAGUA (000)",24038,3755,4821,10683,613,3672,494
"Conviviente (001)",10488,1214,2079,5242,262,1547,144
"Separado(a) (002)",958,175,190,455,30,64,44
"Casado(a) (003)",5417,1197,818,2800,206,325,71
"Viudo(a) (004)",563,34,72,377,20,47,13
"Divorciado(a) (005)",116,24,16,69,,4,3
"Soltero(a) (006)",6496,1111,1646,1740,95,1685,219
"Hombres (008)",17486,2035,4319,8544,500,2069,19
"Conviviente (009)",7700,759,1852,4331,218,535,5
"Separado(a) (010)",402,41,125,200,14,22,
"Casado(a) (011)",4089,715,744,2359,183,87,1
"Viudo(a) (012)",263,7,49,179,7,20,1
"Divorciado(a) (013)",60,10,10,39,,1,
"Soltero(a) (014)",4972,503,1539,1436,78,1404,12
"Mujeres (016)",6552,1720,502,2139,113,1603,475
"Conviviente (017)",2788,455,227,911,44,1012,139
"Separado(a) (018)",556,134,65,255,16,42,44
"Casado(a) (019)",1328,482,74,441,23,238,70
"Viudo(a) (020)",300,27,23,198,13,27,12
"Divorciado(a) (021)",56,14,6,30,,3,3
"Soltero(a) (022)",1524,608,107,304,17,281,207
,,,,,,,
"URBANA (024)",12047,3298,1952,5147,326,930,394
"Conviviente (025)",4385,969,840,2089,128,249,110
"Separado(a) (026)",574,163,74,261,10,29,37
"Casado(a) (027)",3344,1107,393,1490,124,175,55
"Viudo(a) (028)",257,33,25,170,9,9,11
"Divorciado(a) (029)",85,23,11,48,,,3
"Soltero(a) (030)",3402,1003,609,1089,55,468,178
"Hombres (032)",8183,1747,1761,3884,270,507,14
"Conviviente (033)",3173,566,764,1658,114,67,4
"Separado(a) (034)",210,38,47,111,4,10,
"Casado(a) (035)",2302,664,350,1142,102,43,1
"Viudo(a) (036)",104,7,17,74,2,3,1
"Divorciado(a) (037)",42,9,8,25,,,
"Soltero(a) (038)",2352,463,575,874,48,384,8
"Mujeres (040)",3864,1551,191,1263,56,423,380
"Conviviente (041)",1212,403,76,431,14,182,106
"Separado(a) (042)",364,125,27,150,6,19,37
"Casado(a) (043)",1042,443,43,348,22,132,54
"Viudo(a) (044)",153,26,8,96,7,6,10
"Divorciado(a) (045)",43,14,3,23,,,3
"Soltero(a) (046)",1050,540,34,215,7,84,170
,,,,,,,
"RURAL (048)",11991,457,2869,5536,287,2742,100
"Conviviente (049)",6103,245,1239,3153,134,1298,34
"Separado(a) (050)",384,12,116,194,20,35,7
"Casado(a) (051)",2073,90,425,1310,82,150,16
"Viudo(a) (052)",306,1,47,207,11,38,2
"Divorciado(a) (053)",31,1,5,21,,4,
"Soltero(a) (054)",3094,108,1037,651,40,1217,41
"Hombres (056)",9303,288,2558,4660,230,1562,5
"Conviviente (057)",4527,193,1088,2673,104,468,1
"Separado(a) (058)",192,3,78,89,10,12,
"Casado(a) (059)",1787,51,394,1217,81,44,
"Viudo(a) (060)",159,,32,105,5,17,
"Divorciado(a) (061)",18,1,2,14,,1,
"Soltero(a) (062)",2620,40,964,562,30,1020,4
"Mujeres (064)",2688,169,311,876,57,1180,95
"Conviviente (065)",1576,52,151,480,30,830,33
"Separado(a) (066)",192,9,38,105,10,23,7
"Casado(a) (067)",286,39,31,93,1,106,16
"Viudo(a) (068)",147,1,15,102,6,21,2
"Divorciado(a) (069)",13,,3,7,,3,
"Soltero(a) (070)",474,68,73,89,10,197,37
