"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia TRUJILLO",,,,,,,,
"Hogares (001)",192580,137110,151403,72303,34965,86707,39051,18202
"Ocupantes presentes (002)",805409,585563,657261,322800,154671,385567,174806,61169
"Casa independiente",,,,,,,,
"Hogares (004)",176048,125201,137738,64201,29517,77436,32998,16649
"Ocupantes presentes (005)",748846,543658,608730,292931,134109,351251,152450,56985
"Departamento en edificio",,,,,,,,
"Hogares (007)",9791,7761,9157,6177,4645,7294,5147,287
"Ocupantes presentes (008)",33366,27034,31767,22250,17189,26244,18698,707
"Vivienda en quinta",,,,,,,,
"Hogares (010)",3195,2309,2679,1317,654,1420,690,213
"Ocupantes presentes (011)",11458,8444,9979,5241,2761,5796,2826,566
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",1957,1204,1413,502,130,470,160,266
"Ocupantes presentes (014)",6924,4315,5258,2012,532,1982,688,762
"Choza o cabaña",,,,,,,,
"Hogares (016)",71,35,23,1,,2,,26
"Ocupantes presentes (017)",299,146,111,9,,8,,108
"Vivienda improvisada",,,,,,,,
"Hogares (019)",1105,364,179,37,4,16,5,662
"Ocupantes presentes (020)",3300,1217,692,148,13,56,20,1791
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",388,228,207,67,15,68,49,87
"Ocupantes presentes (023)",1122,730,701,206,67,225,119,191
"Otro tipo",,,,,,,,
"Hogares (025)",25,8,7,1,,1,2,12
"Ocupantes presentes (026)",94,19,23,3,,5,5,59
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",187883,133942,148921,71632,34886,85886,38955,17368
"Ocupantes presentes (029)",785917,572164,646237,319798,154289,381915,174352,58150
"Casa independiente",,,,,,,,
"Hogares (031)",171428,122073,135281,63531,29438,76618,32902,15842
"Ocupantes presentes (032)",729668,530419,597826,289938,133727,347614,151996,54075
"Departamento en edificio",,,,,,,,
"Hogares (034)",9791,7761,9157,6177,4645,7294,5147,287
"Ocupantes presentes (035)",33366,27034,31767,22250,17189,26244,18698,707
"Vivienda en quinta",,,,,,,,
"Hogares (037)",3195,2309,2679,1317,654,1420,690,213
"Ocupantes presentes (038)",11458,8444,9979,5241,2761,5796,2826,566
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",1957,1204,1413,502,130,470,160,266
"Ocupantes presentes (041)",6924,4315,5258,2012,532,1982,688,762
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Hogares (046)",1105,364,179,37,4,16,5,662
"Ocupantes presentes (047)",3300,1217,692,148,13,56,20,1791
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",383,224,205,67,15,67,49,86
"Ocupantes presentes (050)",1108,717,692,206,67,218,119,190
"Otro tipo",,,,,,,,
"Hogares (052)",24,7,7,1,,1,2,12
"Ocupantes presentes (053)",93,18,23,3,,5,5,59
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",4697,3168,2482,671,79,821,96,834
"Ocupantes presentes (056)",19492,13399,11024,3002,382,3652,454,3019
"Casa independiente",,,,,,,,
"Hogares (058)",4620,3128,2457,670,79,818,96,807
"Ocupantes presentes (059)",19178,13239,10904,2993,382,3637,454,2910
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",71,35,23,1,,2,,26
"Ocupantes presentes (071)",299,146,111,9,,8,,108
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (076)",5,4,2,,,1,,1
"Ocupantes presentes (077)",14,13,9,,,7,,1
"Otro tipo",,,,,,,,
"Hogares (079)",1,1,,,,,,
"Ocupantes presentes (080)",1,1,,,,,,
