"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia LUYA",,,,,,,,,
"Hogares (001)",11837,234,112,69,50,29,23,21,11299
"Ocupantes presentes (002)",48151,751,351,240,182,141,85,131,46270
"Casa independiente",,,,,,,,,
"Hogares (004)",11642,229,106,67,49,29,23,21,11118
"Ocupantes presentes (005)",47554,736,333,233,181,141,85,131,45714
"Departamento en edificio",,,,,,,,,
"Hogares (007)",4,,,,,,,,4
"Ocupantes presentes (008)",7,,,,,,,,7
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",5,,,,,,,,5
"Ocupantes presentes (011)",16,,,,,,,,16
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",48,2,,1,,,,,45
"Ocupantes presentes (014)",143,10,,1,,,,,132
"Choza o cabaña",,,,,,,,,
"Hogares (016)",127,2,6,1,1,,,,117
"Ocupantes presentes (017)",403,4,18,6,1,,,,374
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",1,,,,,,,,1
"Ocupantes presentes (020)",5,,,,,,,,5
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",7,1,,,,,,,6
"Ocupantes presentes (023)",12,1,,,,,,,11
"Otro tipo",,,,,,,,,
"Hogares (025)",3,,,,,,,,3
"Ocupantes presentes (026)",11,,,,,,,,11
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",5097,157,75,55,38,20,19,15,4718
"Ocupantes presentes (029)",19349,478,219,184,139,95,66,100,18068
"Casa independiente",,,,,,,,,
"Hogares (031)",5032,154,75,54,38,20,19,15,4657
"Ocupantes presentes (032)",19158,467,219,183,139,95,66,100,17889
"Departamento en edificio",,,,,,,,,
"Hogares (034)",4,,,,,,,,4
"Ocupantes presentes (035)",7,,,,,,,,7
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",5,,,,,,,,5
"Ocupantes presentes (038)",16,,,,,,,,16
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",48,2,,1,,,,,45
"Ocupantes presentes (041)",143,10,,1,,,,,132
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",1,,,,,,,,1
"Ocupantes presentes (047)",5,,,,,,,,5
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",4,1,,,,,,,3
"Ocupantes presentes (050)",9,1,,,,,,,8
"Otro tipo",,,,,,,,,
"Hogares (052)",3,,,,,,,,3
"Ocupantes presentes (053)",11,,,,,,,,11
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",6740,77,37,14,12,9,4,6,6581
"Ocupantes presentes (056)",28802,273,132,56,43,46,19,31,28202
"Casa independiente",,,,,,,,,
"Hogares (058)",6610,75,31,13,11,9,4,6,6461
"Ocupantes presentes (059)",28396,269,114,50,42,46,19,31,27825
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",127,2,6,1,1,,,,117
"Ocupantes presentes (071)",403,4,18,6,1,,,,374
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",3,,,,,,,,3
"Ocupantes presentes (077)",3,,,,,,,,3
"Otro tipo",,,,,,,,,
