"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia HUANTA (000)",49983,28313,220,367,18508,676,93,95,285,1426
"Hombres (001)",19039,14455,130,151,2841,323,78,51,284,726
"Mujeres (002)",30944,13858,90,216,15667,353,15,44,1,700
"De 06 a 14 años (003)",22991,21893,,,509,228,3,18,,340
"Hombres (004)",11624,11089,,,232,125,3,8,,167
"Mujeres (005)",11367,10804,,,277,103,,10,,173
"De 15 a 29 años (006)",13090,6246,10,125,5997,,36,14,282,380
"Hombres (007)",4795,3295,4,49,930,,31,6,281,199
"Mujeres (008)",8295,2951,6,76,5067,,5,8,1,181
"De 30 a 44 años (009)",5763,132,14,78,5251,,25,18,3,242
"Hombres (010)",846,57,11,29,596,,21,14,3,115
"Mujeres (011)",4917,75,3,49,4655,,4,4,,127
"De 45 a 64 años (012)",4670,34,78,83,4166,25,24,20,,240
"Hombres (013)",781,11,38,38,518,14,19,8,,135
"Mujeres (014)",3889,23,40,45,3648,11,5,12,,105
"De 65 y más años (015)",3469,8,118,81,2585,423,5,25,,224
"Hombres (016)",993,3,77,35,565,184,4,15,,110
"Mujeres (017)",2476,5,41,46,2020,239,1,10,,114
,,,,,,,,,,
"AREA URBANA (018)",22640,13935,202,281,7295,222,20,42,219,424
"Hombres (019)",9170,6988,117,117,1362,99,16,22,218,231
"Mujeres (020)",13470,6947,85,164,5933,123,4,20,1,193
"De 06 a 14 años (021)",10500,10055,,,288,68,,10,,79
"Hombres (022)",5238,5018,,,132,38,,4,,46
"Mujeres (023)",5262,5037,,,156,30,,6,,33
"De 15 a 29 años (024)",6645,3776,9,95,2381,,9,7,216,152
"Hombres (025)",2735,1921,4,39,458,,8,3,215,87
"Mujeres (026)",3910,1855,5,56,1923,,1,4,1,65
"De 30 a 44 años (027)",2304,81,13,62,2061,,4,8,3,72
"Hombres (028)",412,38,10,21,289,,4,5,3,42
"Mujeres (029)",1892,43,3,41,1772,,,3,,30
"De 45 a 64 años (030)",1801,20,70,60,1574,3,7,4,,63
"Hombres (031)",352,9,31,28,244,2,4,3,,31
"Mujeres (032)",1449,11,39,32,1330,1,3,1,,32
"De 65 y más años (033)",1390,3,110,64,991,151,,13,,58
"Hombres (034)",433,2,72,29,239,59,,7,,25
"Mujeres (035)",957,1,38,35,752,92,,6,,33
,,,,,,,,,,
"AREA RURAL (036)",27343,14378,18,86,11213,454,73,53,66,1002
"Hombres (037)",9869,7467,13,34,1479,224,62,29,66,495
"Mujeres (038)",17474,6911,5,52,9734,230,11,24,,507
"De 06 a 14 años (039)",12491,11838,,,221,160,3,8,,261
"Hombres (040)",6386,6071,,,100,87,3,4,,121
"Mujeres (041)",6105,5767,,,121,73,,4,,140
"De 15 a 29 años (042)",6445,2470,1,30,3616,,27,7,66,228
"Hombres (043)",2060,1374,,10,472,,23,3,66,112
"Mujeres (044)",4385,1096,1,20,3144,,4,4,,116
"De 30 a 44 años (045)",3459,51,1,16,3190,,21,10,,170
"Hombres (046)",434,19,1,8,307,,17,9,,73
"Mujeres (047)",3025,32,,8,2883,,4,1,,97
"De 45 a 64 años (048)",2869,14,8,23,2592,22,17,16,,177
"Hombres (049)",429,2,7,10,274,12,15,5,,104
"Mujeres (050)",2440,12,1,13,2318,10,2,11,,73
"De 65 y más años (051)",2079,5,8,17,1594,272,5,12,,166
"Hombres (052)",560,1,5,6,326,125,4,8,,85
"Mujeres (053)",1519,4,3,11,1268,147,1,4,,81
