"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia MARISCAL NIETO (000)",28885,27598,8329,5321,5441,3310,3122,1274,544,257,1287,55416
"De 12 a 14 años (001)",1995,1978,1971,6,1,,,,,,17,8
"De 15 a 19 años (002)",3095,3030,2748,242,32,6,2,,,,65,332
"De 20 a 24 años (003)",3532,3097,1673,1077,301,36,7,3,,,435,1837
"De 25 a 29 años (004)",3359,2974,726,1270,761,174,42,1,,,385,3491
"De 30 a 34 años (005)",3015,2878,355,908,1037,424,140,11,2,1,137,4944
"De 35 a 39 años (006)",3025,2932,240,684,1100,544,314,39,8,3,93,6222
"De 40 a 44 años (007)",2469,2426,158,374,761,582,426,109,15,1,43,6303
"De 45 a 49 años (008)",1978,1944,106,254,514,466,444,125,30,5,34,5710
"De 50 y más años (009)",6417,6339,352,506,934,1078,1747,986,489,247,78,26569
"Conviviente (010)",7095,6911,817,2355,1914,845,657,208,88,27,184,13954
"De 12 a 14 años (011)",29,13,8,5,,,,,,,16,5
"De 15 a 19 años (012)",337,290,122,147,19,2,,,,,47,191
"De 20 a 24 años (013)",1222,1180,241,679,220,31,6,3,,,42,1257
"De 25 a 29 años (014)",1501,1462,184,689,457,104,28,,,,39,2030
"De 30 a 34 años (015)",1261,1247,88,399,467,215,73,5,,,14,2324
"De 35 a 39 años (016)",1004,994,57,237,378,171,128,18,5,,10,2224
"De 40 a 44 años (017)",616,612,37,88,164,144,132,39,7,1,4,1736
"De 45 a 49 años (018)",374,370,22,48,89,80,84,35,11,1,4,1153
"De 50 y más años (019)",751,743,58,63,120,98,206,108,65,25,8,3034
"Separado(a) (020)",1654,1617,48,465,426,261,266,96,36,19,37,4398
"De 15 a 19 años (022)",32,21,3,15,2,1,,,,,11,22
"De 20 a 24 años (023)",93,84,6,63,13,2,,,,,9,95
