"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia SATIPO (000)",131541,22343,32724,29934,21827,13106,11607
"Católica (001)",87055,14562,21841,20067,14496,8629,7460
"Cristiana/Evangélica (002)",32591,5666,7395,7070,5562,3493,3405
"Otra (003)",3404,636,882,695,517,364,310
"Ninguna (004)",8491,1479,2606,2102,1252,620,432
"Hombres (006)",72017,11776,17886,16304,11838,7367,6846
"Católica (007)",48657,7795,12199,11089,7995,5011,4568
"Cristiana/Evangélica (008)",16612,2823,3720,3574,2855,1789,1851
"Otra (009)",1866,345,499,386,263,201,172
"Ninguna (010)",4882,813,1468,1255,725,366,255
"Mujeres (012)",59524,10567,14838,13630,9989,5739,4761
"Católica (013)",38398,6767,9642,8978,6501,3618,2892
"Cristiana/Evangélica (014)",15979,2843,3675,3496,2707,1704,1554
"Otra (015)",1538,291,383,309,254,163,138
"Ninguna (016)",3609,666,1138,847,527,254,177
,,,,,,,
"URBANA (018)",39393,6629,9187,8584,6930,4338,3725
"Católica (019)",28075,4632,6533,6177,5055,3119,2559
"Cristiana/Evangélica (020)",8668,1536,1887,1799,1466,995,985
"Otra (021)",1131,199,262,234,183,130,123
"Ninguna (022)",1519,262,505,374,226,94,58
"Hombres (024)",20318,3364,4740,4283,3527,2342,2062
"Católica (025)",14736,2402,3420,3113,2603,1738,1460
"Cristiana/Evangélica (026)",4140,711,913,834,706,479,497
"Otra (027)",581,106,139,112,85,69,70
"Ninguna (028)",861,145,268,224,133,56,35
"Mujeres (030)",19075,3265,4447,4301,3403,1996,1663
"Católica (031)",13339,2230,3113,3064,2452,1381,1099
"Cristiana/Evangélica (032)",4528,825,974,965,760,516,488
"Otra (033)",550,93,123,122,98,61,53
"Ninguna (034)",658,117,237,150,93,38,23
,,,,,,,
"RURAL (036)",92148,15714,23537,21350,14897,8768,7882
"Católica (037)",58980,9930,15308,13890,9441,5510,4901
"Cristiana/Evangélica (038)",23923,4130,5508,5271,4096,2498,2420
"Otra (039)",2273,437,620,461,334,234,187
"Ninguna (040)",6972,1217,2101,1728,1026,526,374
"Hombres (042)",51699,8412,13146,12021,8311,5025,4784
"Católica (043)",33921,5393,8779,7976,5392,3273,3108
"Cristiana/Evangélica (044)",12472,2112,2807,2740,2149,1310,1354
"Otra (045)",1285,239,360,274,178,132,102
"Ninguna (046)",4021,668,1200,1031,592,310,220
"Mujeres (048)",40449,7302,10391,9329,6586,3743,3098
"Católica (049)",25059,4537,6529,5914,4049,2237,1793
"Cristiana/Evangélica (050)",11451,2018,2701,2531,1947,1188,1066
"Otra (051)",988,198,260,187,156,102,85
"Ninguna (052)",2951,549,901,697,434,216,154
