"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia GRAN CHIMU",,,,,,
"Viviendas particulares (001)",7368,7236,113,16,2,1
"Ocupantes presentes (002)",29400,28311,843,197,29,20
"Casa independiente",,,,,,
"Viviendas particulares (004)",7266,7143,107,14,1,1
"Ocupantes presentes (005)",29027,28031,799,164,13,20
"Departamento en edificio",,,,,,
"Viviendas particulares (007)",22,20,2,,,
"Ocupantes presentes (008)",66,51,15,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",6,4,1,1,,
"Ocupantes presentes (011)",44,21,6,17,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",17,12,3,1,1,
"Ocupantes presentes (014)",97,42,23,16,16,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",53,53,,,,
"Ocupantes presentes (017)",160,160,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",2,2,,,,
"Ocupantes presentes (020)",3,3,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",2,2,,,,
"Ocupantes presentes (023)",3,3,,,,
"Otro tipo",,,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",1636,1567,56,10,2,1
"Ocupantes presentes (029)",6480,5877,429,125,29,20
"Casa independiente",,,,,,
"Viviendas particulares (031)",1588,1528,50,8,1,1
"Ocupantes presentes (032)",6268,5758,385,92,13,20
"Departamento en edificio",,,,,,
"Viviendas particulares (034)",22,20,2,,,
"Ocupantes presentes (035)",66,51,15,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",6,4,1,1,,
"Ocupantes presentes (038)",44,21,6,17,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",17,12,3,1,1,
"Ocupantes presentes (041)",97,42,23,16,16,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",2,2,,,,
"Ocupantes presentes (047)",3,3,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",1,1,,,,
"Ocupantes presentes (050)",2,2,,,,
"Otro tipo",,,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",5732,5669,57,6,,
"Ocupantes presentes (056)",22920,22434,414,72,,
"Casa independiente",,,,,,
"Viviendas particulares (058)",5678,5615,57,6,,
"Ocupantes presentes (059)",22759,22273,414,72,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",53,53,,,,
"Ocupantes presentes (071)",160,160,,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",1,1,,,,
"Ocupantes presentes (077)",1,1,,,,
"Otro tipo",,,,,,
