"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia CONCEPCION (000)",16319,161,502,1166,1936,3275,5610,3669
"De 12 a 14 años (001)",30,,,,,,4,26
"De 15 a 19 años (002)",366,,,,,,220,146
"De 20 a 24 años (003)",1495,,,,,5,918,572
"De 25 a 29 años (004)",1816,,,,,71,1241,504
"De 30 a 34 años (005)",1849,,,,,288,1212,349
"De 35 a 39 años (006)",1887,,,,11,525,1026,325
"De 40 a 44 años (007)",1691,,,,80,702,626,283
"De 45 a 49 años (008)",1413,,,5,189,728,297,194
"De 50 y más años (009)",5772,161,502,1161,1656,956,66,1270
"PEA (010)",5463,18,73,264,689,1359,1736,1324
"De 12 a 14 años (011)",3,,,,,,,3
"De 15 a 19 años (012)",84,,,,,,49,35
"De 20 a 24 años (013)",419,,,,,1,226,192
"De 25 a 29 años (014)",627,,,,,35,385,207
"De 30 a 34 años (015)",706,,,,,126,410,170
"De 35 a 39 años (016)",727,,,,4,226,336,161
"De 40 a 44 años (017)",756,,,,47,339,224,146
"De 45 a 49 años (018)",594,,,1,96,321,91,85
"De 50 y más años (019)",1547,18,73,263,542,311,15,325
"Ocupada (020)",5311,18,72,263,683,1332,1676,1267
"De 12 a 14 años (021)",3,,,,,,,3
"De 15 a 19 años (022)",78,,,,,,45,33
"De 20 a 24 años (023)",391,,,,,1,210,180
"De 25 a 29 años (024)",585,,,,,34,365,186
"De 30 a 34 años (025)",686,,,,,125,400,161
"De 35 a 39 años (026)",715,,,,4,220,333,158
"De 40 a 44 años (027)",733,,,,47,328,217,141
"De 45 a 49 años (028)",588,,,1,95,318,91,83
"De 50 y más años (029)",1532,18,72,262,537,306,15,322
"Desocupada (030)",152,,1,1,6,27,60,57
"De 15 a 19 años (032)",6,,,,,,4,2
"De 20 a 24 años (033)",28,,,,,,16,12
"De 25 a 29 años (034)",42,,,,,1,20,21
"De 30 a 34 años (035)",20,,,,,1,10,9
"De 35 a 39 años (036)",12,,,,,6,3,3
"De 40 a 44 años (037)",23,,,,,11,7,5
"De 45 a 49 años (038)",6,,,,1,3,,2
"De 50 y más años (039)",15,,1,1,5,5,,3
"No PEA (040)",10856,143,429,902,1247,1916,3874,2345
"De 12 a 14 años (041)",27,,,,,,4,23
"De 15 a 19 años (042)",282,,,,,,171,111
"De 20 a 24 años (043)",1076,,,,,4,692,380
"De 25 a 29 años (044)",1189,,,,,36,856,297
"De 30 a 34 años (045)",1143,,,,,162,802,179
"De 35 a 39 años (046)",1160,,,,7,299,690,164
"De 40 a 44 años (047)",935,,,,33,363,402,137
