"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia COTABAMBAS (000)",45771,25897,2322,711,16935
"Menos de 1 año (001)",1085,957,33,5,92
"De 1 a 14 años (002)",18491,16301,638,180,1401
"De 15 a 29 años (003)",9222,3630,449,165,4992
"De 30 a 44 años (004)",7731,2448,777,213,4332
"De 45 a 64 años (005)",6109,1810,353,105,3851
"De 65 y mas años (006)",3133,751,72,43,2267
"Hombres (008)",23126,11638,1312,388,9844
"Menos de 1 año (009)",523,465,15,1,42
"De 1 a 14 años (010)",9401,8284,310,80,743
"De 15 a 29 años (011)",4710,1417,272,81,2945
"De 30 a 44 años (012)",3928,648,458,136,2713
"De 45 a 64 años (013)",3062,544,216,71,2239
"De 65 y mas años (014)",1502,280,41,19,1162
"Mujeres (016)",22645,14259,1010,323,7091
"Menos de 1 año (017)",562,492,18,4,50
"De 1 a 14 años (018)",9090,8017,328,100,658
"De 15 a 29 años (019)",4512,2213,177,84,2047
"De 30 a 44 años (020)",3803,1800,319,77,1619
"De 45 a 64 años (021)",3047,1266,137,34,1612
"De 65 y mas años (022)",1631,471,31,24,1105
,,,,,
"URBANA (024)",12205,5307,1920,332,4696
"Menos de 1 año (025)",262,196,28,2,37
"De 1 a 14 años (026)",4384,3239,489,73,585
"De 15 a 29 años (027)",2837,872,358,82,1534
"De 30 a 44 años (028)",2465,506,691,120,1182
"De 45 a 64 años (029)",1542,357,296,44,849
"De 65 y mas años (030)",715,137,58,11,509
"Hombres (032)",6212,2320,1097,210,2620
"Menos de 1 año (033)",127,96,12,1,18
"De 1 a 14 años (034)",2198,1621,225,36,317
"De 15 a 29 años (035)",1431,319,225,51,839
"De 30 a 44 años (036)",1307,137,416,84,697
"De 45 a 64 años (037)",819,99,186,30,508
"De 65 y mas años (038)",330,48,33,8,241
"Mujeres (040)",5993,2987,823,122,2076
"Menos de 1 año (041)",135,100,16,1,19
"De 1 a 14 años (042)",2186,1618,264,37,268
"De 15 a 29 años (043)",1406,553,133,31,695
"De 30 a 44 años (044)",1158,369,275,36,485
"De 45 a 64 años (045)",723,258,110,14,341
"De 65 y mas años (046)",385,89,25,3,268
,,,,,
"RURAL (048)",33566,20590,402,379,12239
"Menos de 1 año (049)",823,761,5,3,55
"De 1 a 14 años (050)",14107,13062,149,107,816
"De 15 a 29 años (051)",6385,2758,91,83,3458
"De 30 a 44 años (052)",5266,1942,86,93,3150
"De 45 a 64 años (053)",4567,1453,57,61,3002
"De 65 y mas años (054)",2418,614,14,32,1758
"Hombres (056)",16914,9318,215,178,7224
"Menos de 1 año (057)",396,369,3,,24
"De 1 a 14 años (058)",7203,6663,85,44,426
"De 15 a 29 años (059)",3279,1098,47,30,2106
"De 30 a 44 años (060)",2621,511,42,52,2016
"De 45 a 64 años (061)",2243,445,30,41,1731
"De 65 y mas años (062)",1172,232,8,11,921
"Mujeres (064)",16652,11272,187,201,5015
"Menos de 1 año (065)",427,392,2,3,31
"De 1 a 14 años (066)",6904,6399,64,63,390
"De 15 a 29 años (067)",3106,1660,44,53,1352
"De 30 a 44 años (068)",2645,1431,44,41,1134
"De 45 a 64 años (069)",2324,1008,27,20,1271
"De 65 y mas años (070)",1246,382,6,21,837
