"CUADRO Nº 16: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE ALUMBRADO ELÉCTRICO, POR RED PÚBLICA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE ALUMBRADO ELÉCTRICO POR RED PÚBLICA",
,,SI,NO
,,,
"Provincia CAJABAMBA",,,
"Viviendas particulares (001)",17179,6155,11024
"Ocupantes presentes (002)",74046,26392,47654
"Casa independiente",,,
"Viviendas particulares (004)",16906,6076,10830
"Ocupantes presentes (005)",72891,26017,46874
"Departamento en edificio",,,
"Viviendas particulares (007)",7,7,
"Ocupantes presentes (008)",26,26,
"Vivienda en quinta",,,
"Viviendas particulares (010)",34,34,
"Ocupantes presentes (011)",188,188,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",32,29,3
"Ocupantes presentes (014)",137,128,9
"Choza o cabaña",,,
"Viviendas particulares (016)",186,1,185
"Ocupantes presentes (017)",753,2,751
"Vivienda improvisada",,,
"Viviendas particulares (019)",2,1,1
"Ocupantes presentes (020)",6,4,2
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",9,4,5
"Ocupantes presentes (023)",35,17,18
"Otro tipo",,,
"Viviendas particulares (025)",3,3,
"Ocupantes presentes (026)",10,10,
,,,
URBANA,,,
"Viviendas particulares (028)",4145,3543,602
"Ocupantes presentes (029)",17989,15645,2344
"Casa independiente",,,
"Viviendas particulares (031)",4061,3465,596
"Ocupantes presentes (032)",17597,15272,2325
"Departamento en edificio",,,
"Viviendas particulares (034)",7,7,
"Ocupantes presentes (035)",26,26,
"Vivienda en quinta",,,
"Viviendas particulares (037)",34,34,
"Ocupantes presentes (038)",188,188,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",32,29,3
"Ocupantes presentes (041)",137,128,9
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",2,1,1
"Ocupantes presentes (047)",6,4,2
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",6,4,2
"Ocupantes presentes (050)",25,17,8
"Otro tipo",,,
"Viviendas particulares (052)",3,3,
"Ocupantes presentes (053)",10,10,
,,,
RURAL,,,
"Viviendas particulares (055)",13034,2612,10422
"Ocupantes presentes (056)",56057,10747,45310
"Casa independiente",,,
"Viviendas particulares (058)",12845,2611,10234
"Ocupantes presentes (059)",55294,10745,44549
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",186,1,185
"Ocupantes presentes (071)",753,2,751
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (076)",3,,3
"Ocupantes presentes (077)",10,,10
"Otro tipo",,,
