"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia CONTRALMIRANTE VILLAR",,,,,,,,,
"Viviendas particulares (001)",4113,1228,648,182,1519,140,24,287,85
"Ocupantes presentes (002)",16623,4894,2717,735,6376,521,80,980,320
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",3996,1217,638,181,1442,134,22,277,85
"Ocupantes presentes (005)",16246,4862,2687,728,6114,504,78,953,320
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",6,6,,,,,,,
"Ocupantes presentes (008)",15,15,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",15,3,6,,,,,6,
"Ocupantes presentes (011)",46,12,15,,,,,19,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",6,,3,,3,,,,
"Ocupantes presentes (014)",25,,14,,11,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",74,,,,66,6,2,,
"Ocupantes presentes (017)",246,,,,227,17,2,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",1,,,,1,,,,
"Ocupantes presentes (020)",1,,,,1,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",6,2,1,1,1,,,1,
"Ocupantes presentes (023)",21,5,1,7,4,,,4,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",9,,,,6,,,3,
"Ocupantes presentes (026)",23,,,,19,,,4,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",3062,990,501,93,1139,31,2,264,42
"Ocupantes presentes (029)",12960,3998,2142,406,5186,145,9,926,148
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",3020,979,491,92,1129,31,2,254,42
"Ocupantes presentes (032)",12833,3966,2112,399,5155,145,9,899,148
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",6,6,,,,,,,
"Ocupantes presentes (035)",15,15,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",15,3,6,,,,,6,
"Ocupantes presentes (038)",46,12,15,,,,,19,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",6,,3,,3,,,,
"Ocupantes presentes (041)",25,,14,,11,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",1,,,,1,,,,
"Ocupantes presentes (047)",1,,,,1,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",5,2,1,1,,,,1,
"Ocupantes presentes (050)",17,5,1,7,,,,4,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",9,,,,6,,,3,
"Ocupantes presentes (053)",23,,,,19,,,4,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",1051,238,147,89,380,109,22,23,43
"Ocupantes presentes (056)",3663,896,575,329,1190,376,71,54,172
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",976,238,147,89,313,103,20,23,43
"Ocupantes presentes (059)",3413,896,575,329,959,359,69,54,172
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",74,,,,66,6,2,,
"Ocupantes presentes (071)",246,,,,227,17,2,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,,,,1,,,,
"Ocupantes presentes (077)",4,,,,4,,,,
"Otro tipo",,,,,,,,,
