"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia AIJA (000)",5760,790,489,125,4357
"Conviviente (001)",1496,170,120,36,1170
"Separado(a) (002)",167,21,12,5,129
"Casado(a) (003)",1787,161,226,50,1351
"Viudo(a) (004)",354,25,17,10,302
"Divorciado(a) (005)",8,,2,,6
"Soltero(a) (006)",1948,413,112,24,1399
"Hombres (008)",2856,333,253,88,2183
"Conviviente (009)",737,58,64,28,587
"Separado(a) (010)",52,2,7,4,39
"Casado(a) (011)",889,63,116,36,675
"Viudo(a) (012)",95,3,4,4,84
"Divorciado(a) (013)",2,,1,,1
"Soltero(a) (014)",1081,207,61,16,797
"Mujeres (016)",2904,457,236,37,2174
"Conviviente (017)",759,112,56,8,583
"Separado(a) (018)",115,19,5,1,90
"Casado(a) (019)",898,98,110,14,676
"Viudo(a) (020)",259,22,13,6,218
"Divorciado(a) (021)",6,,1,,5
"Soltero(a) (022)",867,206,51,8,602
,,,,,
"URBANA (024)",1907,196,361,54,1297
"Conviviente (025)",481,46,90,12,333
"Separado(a) (026)",58,7,7,5,39
"Casado(a) (027)",617,43,167,20,388
"Viudo(a) (028)",123,6,10,6,101
"Divorciado(a) (029)",2,,2,,
"Soltero(a) (030)",626,94,85,11,436
"Hombres (032)",934,84,184,35,632
"Conviviente (033)",237,20,48,9,160
"Separado(a) (034)",21,1,4,4,12
"Casado(a) (035)",310,20,86,14,191
"Viudo(a) (036)",30,,1,3,26
"Divorciado(a) (037)",1,,1,,
"Soltero(a) (038)",335,43,44,5,243
"Mujeres (040)",973,112,177,19,665
"Conviviente (041)",244,26,42,3,173
"Separado(a) (042)",37,6,3,1,27
"Casado(a) (043)",307,23,81,6,197
"Viudo(a) (044)",93,6,9,3,75
"Divorciado(a) (045)",1,,1,,
"Soltero(a) (046)",291,51,41,6,193
,,,,,
"RURAL (048)",3853,594,128,71,3060
"Conviviente (049)",1015,124,30,24,837
"Separado(a) (050)",109,14,5,,90
"Casado(a) (051)",1170,118,59,30,963
"Viudo(a) (052)",231,19,7,4,201
"Divorciado(a) (053)",6,,,,6
"Soltero(a) (054)",1322,319,27,13,963
"Hombres (056)",1922,249,69,53,1551
"Conviviente (057)",500,38,16,19,427
"Separado(a) (058)",31,1,3,,27
"Casado(a) (059)",579,43,30,22,484
"Viudo(a) (060)",65,3,3,1,58
"Divorciado(a) (061)",1,,,,1
"Soltero(a) (062)",746,164,17,11,554
"Mujeres (064)",1931,345,59,18,1509
"Conviviente (065)",515,86,14,5,410
"Separado(a) (066)",78,13,2,,63
"Casado(a) (067)",591,75,29,8,479
"Viudo(a) (068)",166,16,4,3,143
"Divorciado(a) (069)",5,,,,5
"Soltero(a) (070)",576,155,10,2,409
