"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia ISLAY (000)",47840,4112,1383,12786,16320,3645,5014,1820,2760
"Jefe o Jefa (001)",14663,897,10,3945,5380,1065,1632,573,1161
"Esposa(o)/ compa¤era(o) (002)",8517,813,8,2170,2809,638,1222,235,622
"Hijo(a)/ hijastro(a) (003)",17725,1592,1051,4761,5926,1434,1531,771,659
"Yerno/ nuera (004)",804,6,,36,324,109,214,45,70
"Nieto(a) (005)",2251,359,237,813,551,108,69,81,33
"Padres/ suegros (006)",586,199,,264,80,10,16,2,15
"Otro(a) pariente (007)",2385,206,65,603,872,188,213,95,143
"Trabajador(a) del hogar (008)",84,2,,22,51,2,7,,
"Pensionista (009)",48,,,10,17,5,10,,6
"Otro(a) no pariente (010)",777,38,12,162,310,86,100,18,51
"Hombres (012)",24009,1551,701,6178,9011,1863,2222,1045,1438
"Jefe o Jefa (013)",10808,384,8,2715,4343,815,1168,464,911
"Esposa(o)/ compa¤era(o) (014)",473,30,,114,195,47,38,18,31
"Hijo(a)/ hijastro(a) (015)",9136,798,552,2429,3230,730,688,403,306
"Yerno/ nuera (016)",425,3,,10,169,48,116,35,44
"Nieto(a) (017)",1158,195,105,400,297,60,36,52,13
"Padres/ suegros (018)",187,35,,98,35,5,8,1,5
"Otro(a) pariente (019)",1307,80,30,311,523,107,115,58,83
"Trabajador(a) del hogar (020)",16,,,8,5,,3,,
"Pensionista (021)",37,,,9,12,4,8,,4
"Otro(a) no pariente (022)",462,26,6,84,202,47,42,14,41
"Mujeres (024)",23831,2561,682,6608,7309,1782,2792,775,1322
"Jefe o Jefa (025)",3855,513,2,1230,1037,250,464,109,250
"Esposa(o)/ compa¤era(o) (026)",8044,783,8,2056,2614,591,1184,217,591
"Hijo(a)/ hijastro(a) (027)",8589,794,499,2332,2696,704,843,368,353
"Yerno/ nuera (028)",379,3,,26,155,61,98,10,26
"Nieto(a) (029)",1093,164,132,413,254,48,33,29,20
"Padres/ suegros (030)",399,164,,166,45,5,8,1,10
"Otro(a) pariente (031)",1078,126,35,292,349,81,98,37,60
"Trabajador(a) del hogar (032)",68,2,,14,46,2,4,,
"Pensionista (033)",11,,,1,5,1,2,,2
"Otro(a) no pariente (034)",315,12,6,78,108,39,58,4,10
,,,,,,,,,
"URBANA (036)",43740,3606,1281,11433,14904,3404,4769,1717,2626
"Jefe o Jefa (037)",13251,731,10,3469,4853,990,1557,531,1110
"Esposa(o)/ compa¤era(o) (038)",7731,684,6,1869,2576,599,1183,229,585
"Hijo(a)/ hijastro(a) (039)",16233,1440,969,4302,5411,1331,1431,725,624
"Yerno/ nuera (040)",755,6,,34,299,104,202,44,66
"Nieto(a) (041)",2131,335,226,768,524,102,65,78,33
"Padres/ suegros (042)",543,182,,240,79,10,15,2,15
"Otro(a) pariente (043)",2242,192,58,575,807,179,200,92,139
"Trabajador(a) del hogar (044)",80,2,,19,50,2,7,,
"Pensionista (045)",48,,,10,17,5,10,,6
