"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CAJATAMBO (000)",7853,1035,198,3483,2163,166,245,127,436
"Quechua (001)",1069,264,2,474,198,20,30,12,69
"Aymara (002)",3,,,3,,,,,
"Ashaninca (003)",1,,,1,,,,,
"Otra lengua nativa (004)",18,3,,9,4,,,1,1
"Castellano (005)",6743,765,196,2992,1954,144,214,114,364
"Es sordomudo/a (007)",19,3,,4,7,2,1,,2
"Hombres (009)",4017,326,99,1719,1286,99,148,91,249
"Quechua (010)",436,23,1,209,121,12,20,11,39
"Aymara (011)",2,,,2,,,,,
"Ashaninca (012)",1,,,1,,,,,
"Otra lengua nativa (013)",6,,,3,3,,,,
"Castellano (014)",3556,301,98,1501,1156,85,127,80,208
"Es sordomudo/a (016)",16,2,,3,6,2,1,,2
"Mujeres (018)",3836,709,99,1764,877,67,97,36,187
"Quechua (019)",633,241,1,265,77,8,10,1,30
"Aymara (020)",1,,,1,,,,,
"Otra lengua nativa (022)",12,3,,6,1,,,1,1
"Castellano (023)",3187,464,98,1491,798,59,87,34,156
"Es sordomudo/a (025)",3,1,,1,1,,,,
,,,,,,,,,
"URBANA (027)",4762,590,127,1951,1425,109,166,83,311
"Quechua (028)",835,199,1,371,167,16,24,6,51
"Ashaninca (030)",1,,,1,,,,,
"Otra lengua nativa (031)",18,3,,9,4,,,1,1
"Castellano (032)",3890,386,126,1566,1247,91,141,76,257
"Es sordomudo/a (034)",18,2,,4,7,2,1,,2
"Hombres (036)",2368,181,67,912,837,52,89,57,173
"Quechua (037)",327,18,1,150,98,8,16,5,31
"Ashaninca (039)",1,,,1,,,,,
"Otra lengua nativa (040)",6,,,3,3,,,,
"Castellano (041)",2018,161,66,755,730,42,72,52,140
"Es sordomudo/a (043)",16,2,,3,6,2,1,,2
"Mujeres (045)",2394,409,60,1039,588,57,77,26,138
"Quechua (046)",508,181,,221,69,8,8,1,20
"Otra lengua nativa (049)",12,3,,6,1,,,1,1
"Castellano (050)",1872,225,60,811,517,49,69,24,117
"Es sordomudo/a (052)",2,,,1,1,,,,
,,,,,,,,,
"RURAL (054)",3091,445,71,1532,738,57,79,44,125
"Quechua (055)",234,65,1,103,31,4,6,6,18
"Aymara (056)",3,,,3,,,,,
"Castellano (059)",2853,379,70,1426,707,53,73,38,107
"Es sordomudo/a (061)",1,1,,,,,,,
"Hombres (063)",1649,145,32,807,449,47,59,34,76
"Quechua (064)",109,5,,59,23,4,4,6,8
"Aymara (065)",2,,,2,,,,,
"Castellano (068)",1538,140,32,746,426,43,55,28,68
"Mujeres (072)",1442,300,39,725,289,10,20,10,49
"Quechua (073)",125,60,1,44,8,,2,,10
"Aymara (074)",1,,,1,,,,,
"Castellano (077)",1315,239,38,680,281,10,18,10,39
"Es sordomudo/a (079)",1,1,,,,,,,
