"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CAJABAMBA (000)",26675,25839,7617,3318,3032,2640,3806,2679,1725,1022,836,77371
"De 12 a 14 años (001)",2821,2798,2791,5,2,,,,,,23,9
"De 15 a 19 años (002)",3561,3474,2905,501,62,5,1,,,,87,644
"De 20 a 24 años (003)",2977,2732,907,990,590,181,61,3,,,245,2991
"De 25 a 29 años (004)",2602,2427,299,646,721,468,269,23,1,,175,4790
"De 30 a 34 años (005)",2294,2216,148,363,462,497,569,144,31,2,78,6469
"De 35 a 39 años (006)",2299,2242,114,199,376,454,660,318,104,17,57,8311
"De 40 a 44 años (007)",1971,1927,82,129,247,310,564,362,164,69,44,8522
"De 45 a 49 años (008)",1666,1642,56,115,163,205,404,358,235,106,24,8289
"De 50 y más años (009)",6484,6381,315,370,409,520,1278,1471,1190,828,103,37346
"PEA (010)",4393,4143,1122,724,712,500,539,309,141,96,250,10236
"De 12 a 14 años (011)",145,142,142,,,,,,,,3,
"De 15 a 19 años (012)",476,464,411,46,7,,,,,,12,60
"De 20 a 24 años (013)",581,499,249,168,58,19,5,,,,82,362
"De 25 a 29 años (014)",519,457,109,149,120,50,26,3,,,62,669
"De 30 a 34 años (015)",511,476,69,123,126,81,61,11,4,1,35,997
"De 35 a 39 años (016)",538,516,51,83,131,110,94,36,10,1,22,1410
"De 40 a 44 años (017)",453,441,23,50,112,89,102,45,12,8,12,1457
"De 45 a 49 años (018)",378,369,19,43,70,68,81,54,27,7,9,1381
"De 50 y más años (019)",792,779,49,62,88,83,170,160,88,79,13,3900
"Ocupada (020)",4153,3932,965,703,700,495,530,306,139,94,221,10079
"De 12 a 14 años (021)",108,106,106,,,,,,,,2,
"De 15 a 19 años (022)",395,384,333,44,7,,,,,,11,58
