"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia EL DORADO",,,,,,
"Viviendas particulares (001)",7376,7276,89,9,1,1
"Ocupantes presentes (002)",33628,32766,721,104,18,19
"Casa independiente",,,,,,
"Viviendas particulares (004)",6135,6039,87,7,1,1
"Ocupantes presentes (005)",28007,27186,701,83,18,19
"Departamento en edificio",,,,,,
"Viviendas particulares (007)",2,2,,,,
"Ocupantes presentes (008)",9,9,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",68,66,,2,,
"Ocupantes presentes (011)",217,196,,21,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",20,20,,,,
"Ocupantes presentes (014)",48,48,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",1127,1125,2,,,
"Ocupantes presentes (017)",5244,5224,20,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",9,9,,,,
"Ocupantes presentes (020)",40,40,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",7,7,,,,
"Ocupantes presentes (023)",38,38,,,,
"Otro tipo",,,,,,
"Viviendas particulares (025)",8,8,,,,
"Ocupantes presentes (026)",25,25,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",2921,2843,67,9,1,1
"Ocupantes presentes (029)",13077,12405,531,104,18,19
"Casa independiente",,,,,,
"Viviendas particulares (031)",2816,2740,67,7,1,1
"Ocupantes presentes (032)",12732,12081,531,83,18,19
"Departamento en edificio",,,,,,
"Viviendas particulares (034)",2,2,,,,
"Ocupantes presentes (035)",9,9,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",68,66,,2,,
"Ocupantes presentes (038)",217,196,,21,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",20,20,,,,
"Ocupantes presentes (041)",48,48,,,,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",9,9,,,,
"Ocupantes presentes (047)",40,40,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",5,5,,,,
"Ocupantes presentes (050)",29,29,,,,
"Otro tipo",,,,,,
"Viviendas particulares (052)",1,1,,,,
"Ocupantes presentes (053)",2,2,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",4455,4433,22,,,
"Ocupantes presentes (056)",20551,20361,190,,,
"Casa independiente",,,,,,
"Viviendas particulares (058)",3319,3299,20,,,
"Ocupantes presentes (059)",15275,15105,170,,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",1127,1125,2,,,
"Ocupantes presentes (071)",5244,5224,20,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",2,2,,,,
"Ocupantes presentes (077)",9,9,,,,
"Otro tipo",,,,,,
"Viviendas particulares (079)",7,7,,,,
"Ocupantes presentes (080)",23,23,,,,
