"CUADRO Nº 13: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DEL SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DE AGUA",,,
,,1,2,3,4-6
,,,,,
"Provincia ISLAY",,,,,
"Viviendas particulares (001)",1239,302,210,339,388
"Ocupantes presentes (002)",4032,958,641,1143,1290
"Casa independiente",,,,,
"Viviendas particulares (004)",1153,264,179,330,380
"Ocupantes presentes (005)",3821,859,572,1121,1269
"Departamento en edificio",,,,,
"Viviendas particulares (007)",4,1,,,3
"Ocupantes presentes (008)",13,4,,,9
"Vivienda en quinta",,,,,
"Viviendas particulares (010)",2,1,,,1
"Ocupantes presentes (011)",10,7,,,3
"Vivienda en casa de vecindad",,,,,
"Viviendas particulares (013)",2,,,,2
"Ocupantes presentes (014)",6,,,,6
"Choza o cabaña",,,,,
"Viviendas particulares (016)",3,2,,1,
"Ocupantes presentes (017)",5,2,,3,
"Vivienda improvisada",,,,,
"Viviendas particulares (019)",74,34,31,7,2
"Ocupantes presentes (020)",176,86,69,18,3
"Local no dest.para hab. humana",,,,,
"Viviendas particulares (022)",1,,,1,
"Ocupantes presentes (023)",1,,,1,
"Otro tipo",,,,,
,,,,,
URBANA,,,,,
"Viviendas particulares (028)",1111,297,209,240,365
"Ocupantes presentes (029)",3644,950,639,839,1216
"Casa independiente",,,,,
"Viviendas particulares (031)",1028,261,178,232,357
"Ocupantes presentes (032)",3438,853,570,820,1195
"Departamento en edificio",,,,,
"Viviendas particulares (034)",4,1,,,3
"Ocupantes presentes (035)",13,4,,,9
"Vivienda en quinta",,,,,
"Viviendas particulares (037)",2,1,,,1
"Ocupantes presentes (038)",10,7,,,3
"Vivienda en casa de vecindad",,,,,
"Viviendas particulares (040)",2,,,,2
"Ocupantes presentes (041)",6,,,,6
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Viviendas particulares (046)",74,34,31,7,2
"Ocupantes presentes (047)",176,86,69,18,3
"Local no dest.para hab. humana",,,,,
"Viviendas particulares (049)",1,,,1,
"Ocupantes presentes (050)",1,,,1,
"Otro tipo",,,,,
,,,,,
RURAL,,,,,
"Viviendas particulares (055)",128,5,1,99,23
"Ocupantes presentes (056)",388,8,2,304,74
"Casa independiente",,,,,
"Viviendas particulares (058)",125,3,1,98,23
"Ocupantes presentes (059)",383,6,2,301,74
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Choza o cabaña",,,,,
"Viviendas particulares (070)",3,2,,1,
"Ocupantes presentes (071)",5,2,,3,
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Otro tipo",,,,,
