"CUADRO Nº 2: VIVIENDAS PARTICULARES, POR ÁREA URBANA Y RURAL, SEGÚN DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",,,
,,,
"DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",TOTAL,ÁREA,
,,URBANA,RURAL
,,,
"Provincia UCAYALI (000)",12181,6484,5697
"Casa independiente (001)",9563,6202,3361
"Departamento en edificio (002)",8,8,
"Vivienda en quinta (003)",178,178,
"Vivienda en casa de vecindad (004)",28,28,
"Choza o cabaña (005)",2331,,2331
"Vivienda improvisada (006)",52,52,
"Local no dest.para hab. humana (007)",15,13,2
"Otro tipo (008)",6,3,3
